date,hs300_benchmark,single_momentum_nav,thr_3%_def_30%_nav,thr_3%_def_50%_nav,thr_3%_def_70%_nav,thr_5%_def_30%_nav,thr_5%_def_50%_nav,thr_5%_def_70%_nav,thr_8%_def_30%_nav,thr_8%_def_50%_nav,thr_8%_def_70%_nav
2014-04-16,0.8724661769737334,0.9307317779884633,1.0377981255677793,1.036845791314913,1.0357573854586255,1.0673442147058159,1.0633113937042773,1.059094358259079,1.1225167127567963,1.109546476878968,1.0964916466649997
2014-04-17,0.8708962873165607,0.9290570469439496,1.035930742525822,1.03498012187485,1.0338936744636482,1.0654236673109336,1.0613981028474095,1.05718865541021,1.1219966277933568,1.1086896842327294,1.0953062502902267
2014-04-18,0.869326397659388,0.9273823158994361,1.0340633594838649,1.0331144524347873,1.0320299634686712,1.0635031199160516,1.0594848119905418,1.0552829525613407,1.1210854936408565,1.1071891374829945,1.0932308440155083
2014-04-21,0.8536275010876608,0.9106350054542995,1.0153895290642916,1.014457758034159,1.0133928535188983,1.0610810132098858,1.0558166693436772,1.0503793771629057,1.119259763096734,1.104183971154037,1.0890766515876866
2014-04-22,0.8595145873020585,0.9169152468712257,1.0161537076610951,1.0160681355687693,1.015847362125409,1.0625702497196539,1.0582864159386334,1.0538192160588777,1.1208306539923083,1.106766857636269,1.0926432183999035
2014-04-23,0.8571597528162997,0.9144031503044555,1.0159171177408015,1.015673852241036,1.0152954854055891,1.062322852688287,1.057875749886659,1.0532467104700216,1.1205696922568036,1.1063373788401356,1.0920496209975907
2014-04-24,0.8587296424734723,0.916077881348969,1.015680399189095,1.0152794157935638,1.0147434800931356,1.0620753211497966,1.0574649243527223,1.0526740714818048,1.1203085886391904,1.10590773325612,1.09145588528132
2014-04-25,0.8481328872875564,0.9047734467985017,1.0024948204638542,1.0019987675579267,1.0013696201644684,1.0641804840483058,1.0609582985684232,1.0575426379220043,1.1225291769804495,1.109561140070219,1.0965038157262665
2014-04-28,0.8363587148587609,0.8913207510006844,0.9885777243907787,0.9880885579203801,0.9874681446415927,1.0692343141462957,1.0693558449470533,1.0692613536395184,1.1278601070487349,1.1183433807541723,1.1086542634140442
2014-04-29,0.8438156907303314,0.8809531763359663,0.9880834355285834,0.9875945136414199,0.9869744105692719,1.0690739289991738,1.0690885059858166,1.0688871121657446,1.1276909280326775,1.1180637949089838,1.1082662344218492
2014-04-30,0.8434232183160383,0.8796628872418817,0.9880834355285834,0.9875945136414199,0.9869744105692719,1.0690739289991738,1.0690885059858166,1.0688871121657446,1.1276909280326775,1.1180637949089838,1.1082662344218492
2014-05-05,0.8438156907303314,0.8837042175048612,0.9921265579477754,0.9916356354491533,0.9910129949874054,1.0734484550914951,1.0734630917254706,1.0732608738253264,1.1323053080628511,1.1226387818308778,1.112801130866528
2014-05-06,0.8426382734874519,0.8843777725486911,0.9928827519706014,0.9923914552932457,0.991768340257975,1.074266632267632,1.0742812800575785,1.0740789080279372,1.1331683456452162,1.1234944516341026,1.1136493024601761
2014-05-07,0.8371436596873475,0.8840409950267761,0.9925046549591884,0.9920135453711996,0.9913906676226902,1.0738575436795637,1.0738721858915246,1.0736698909266318,1.1327368268540337,1.12306661673249,1.113225216663352
2014-05-08,0.8355737700301747,0.8712434491940076,0.9781369685254935,0.9776529683334451,0.9770391074818666,1.0583121773329642,1.058326607581476,1.0581272410770273,1.1163391127890991,1.1068088904712199,1.097109956384035
2014-05-09,0.8351812976158817,0.8715802267159226,0.9785150655369066,0.9780308782554913,0.9774167801171515,1.0587212659210328,1.0587357017475298,1.0585362581783326,1.1167706315802817,1.1072367253728324,1.0975340421808593
2014-05-12,0.8520576114304884,0.8732641143254973,0.9804055505939716,0.979920427865722,0.9793051432935755,1.0607667088613746,1.0607811725777994,1.0605813436848595,1.1189282255361939,1.109375899880894,1.0996544711649798
2014-05-13,0.8497027769447292,0.8739376693693273,0.9802891874577392,0.9800532632033213,0.9796869099002269,1.0606408077575107,1.0609249691771674,1.060994794531543,1.1187954213130196,1.109526283848811,1.1000831540518416
2014-05-14,0.8497027769447292,0.874948001935072,0.9806291721470308,0.9806197679797393,0.980479720116331,1.061008660060779,1.0615382206044373,1.061853403035788,1.119183442846423,1.1101676285215556,1.1009733947545424
2014-05-15,0.8402834390016929,0.8789893321980515,0.9848138316223997,0.9849029022434613,0.9848607435308692,1.065536324614191,1.0661747891026316,1.0665980239861885,1.123959357873027,1.1150165997165704,1.1058928134046608
2014-05-16,0.8398909665873998,0.8736008918474122,0.9787766587082394,0.9788651833025053,0.9788232830341282,1.0590043011682801,1.0596388516981712,1.0600594920383806,1.1170691855642267,1.1081812489137102,1.099113393858885
2014-05-19,0.8285092665728977,0.8742744468912422,0.9782872703788853,0.978375750710854,0.9783338713926112,1.0584747990176961,1.0591090322723222,1.0595294622923614,1.1165106509714446,1.1076271582892534,1.0985638371619557
2014-05-20,0.8277243217443113,0.8732641143254973,0.9782872703788853,0.978375750710854,0.9783338713926112,1.0584747990176961,1.0591090322723222,1.0595294622923614,1.1165106509714446,1.1076271582892534,1.0985638371619557
2014-05-21,0.835573770030175,0.8736008918474123,0.9782872703788853,0.978375750710854,0.9783338713926112,1.0584747990176961,1.0591090322723222,1.0595294622923614,1.1165106509714446,1.1076271582892534,1.0985638371619557
2014-05-22,0.8332189355444161,0.8746112244131572,0.9782872703788853,0.978375750710854,0.9783338713926112,1.0584747990176961,1.0591090322723222,1.0595294622923614,1.1165106509714446,1.1076271582892534,1.0985638371619557
2014-05-23,0.8426382734874519,0.8746112244131572,0.9782872703788853,0.978375750710854,0.9783338713926112,1.0584747990176961,1.0591090322723222,1.0595294622923614,1.1165106509714446,1.1076271582892534,1.0985638371619557
2014-05-26,0.8453855803875044,0.8736008918474123,0.9766685948298603,0.9767569287621424,0.9767151187374807,1.0567234450664529,1.0573566289178078,1.0577763632937207,1.1146632708146391,1.1057944767724384,1.0967461518295396
2014-05-27,0.842638273487452,0.8719170042378376,0.9747860416401344,0.9748742053065484,0.974832475871757,1.0546865841468953,1.0553185475205107,1.0557374728478963,1.112514729429106,1.1036630302096542,1.0946321461398143
2014-05-28,0.8512726666019022,0.8589332204354501,0.961231658674107,0.961318596426272,0.961277447238546,1.040021185526081,1.0406443614599705,1.0410574616379604,1.0970452314532668,1.088316614957608,1.0794113051737915
2014-05-29,0.8461705252160908,0.8537851651723514,0.96075104284477,0.960837937128059,0.9607968085149268,1.039501174933318,1.0401240392792406,1.0405369329071414,1.0964967088375404,1.0877724566501292,1.0788715995212046
2014-05-30,0.8453855803875044,0.8529931566703363,0.96075104284477,0.960837937128059,0.9607968085149268,1.039501174933318,1.0401240392792406,1.0405369329071414,1.0964967088375404,1.0877724566501292,1.0788715995212046
2014-06-03,0.842638273487452,0.850221126913283,0.96075104284477,0.960837937128059,0.9607968085149268,1.039501174933318,1.0401240392792406,1.0405369329071414,1.0964967088375404,1.0877724566501292,1.0788715995212046
2014-06-04,0.8351812976158819,0.8426970461441392,0.96075104284477,0.960837937128059,0.9607968085149268,1.039501174933318,1.0401240392792406,1.0405369329071414,1.0964967088375404,1.0877724566501292,1.0788715995212046
2014-06-05,0.8449931079732114,0.8525971524193289,0.96075104284477,0.960837937128059,0.9607968085149268,1.039501174933318,1.0401240392792406,1.0405369329071414,1.0964967088375404,1.0877724566501292,1.0788715995212046
2014-06-06,0.837928604515934,0.8454690759011922,0.9629032017346102,0.964424810224031,0.9658176799964276,1.0418297403939476,1.044006892764518,1.0459745053111933,1.0989529488355922,1.0918331849046359,1.0845094988129498
2014-06-09,0.8371436596873477,0.8446770673991771,0.96275876625435,0.964183704021475,0.965479643808429,1.0416734659328886,1.043745891041327,1.0456084142343345,1.098788105893267,1.0915602266084097,1.0841299204883652
2014-06-10,0.8485253597018497,0.856161190678397,0.96275876625435,0.964183704021475,0.965479643808429,1.0416734659328886,1.043745891041327,1.0456084142343345,1.098788105893267,1.0915602266084097,1.0841299204883652
2014-06-11,0.846955470044677,0.8545771736743667,0.9636453158474192,0.9656633014756482,0.9675536231458602,1.0426326835683994,1.045347581421228,1.0478545208820234,1.0997999171405837,1.093235290940684,1.0864587764809313
2014-06-12,0.8461705252160907,0.8537851651723516,0.9636453158474192,0.9656633014756482,0.9675536231458602,1.0426326835683994,1.045347581421228,1.0478545208820234,1.0997999171405837,1.093235290940684,1.0864587764809313
2014-06-13,0.855589863159127,0.8632892671965335,0.9652450432492212,0.9683350971714307,0.9713014593145677,1.044363536244679,1.0482398474567811,1.0519134040063887,1.101625671943742,1.0962600526152235,1.090667193875996
2014-06-16,0.8610844769592313,0.8688333267106395,0.966497129979851,0.9704285889302527,0.9742413261529018,1.0457182530959397,1.0505060892653553,1.0550972614005902,1.1030546675087634,1.0986301116912394,1.0939683485115483
2014-06-17,0.8540199735019544,0.8617052501925032,0.9579447316752565,0.9617451549932071,0.9654271508440576,1.0433853395763129,1.0466000979354058,1.0496049742864502,1.100593841048959,1.094545185639941,1.0882737187521732
2014-06-18,0.8500952493590224,0.8577452076824271,0.9570955718423491,0.9606448935062495,0.964074026270228,1.0431384818461291,1.0461874007359042,1.0490255393637367,1.1003334481843576,1.094113582648758,1.08767293673078
2014-06-19,0.8379286045159338,0.8454690759011919,0.9595884016664057,0.9648150173533563,0.9699330396895498,1.0458554171184986,1.0507288614336527,1.0554008326968864,1.103199352193046,1.0988630891243445,1.094283103749586
2014-06-20,0.8410683838302793,0.8477884727993434,0.9594444634061557,0.964573813599018,0.9695935631256585,1.0456985388059308,1.0504661792182943,1.0550314424054426,1.103033872290217,1.0985883733520634,1.0939001046632737
2014-06-23,0.8398909665873997,0.8510156843440688,0.9603960555452518,0.9661680958596373,0.9718369154804488,1.0467356790963225,1.0522024274673105,1.0574724727100047,1.1041278786679303,1.1004041596927923,1.0964310655411398
2014-06-24,0.8469554700446768,0.8501646686597247,0.9600599169258109,0.9659265538356724,0.9716911399431267,1.0463693216086387,1.0519393768604437,1.057313851839098,1.1037414339103966,1.1001290586528691,1.0962666008813087
2014-06-25,0.8442081631446245,0.847406951940254,0.9588504271076016,0.9642202484244455,0.9694821878788384,1.0450510986329054,1.0500811301398292,1.0549102530826482,1.1023509331690209,1.09818568505125,1.0937744505760494
2014-06-26,0.8481328872875565,0.8513465472537839,0.9590692594606881,0.9645870115467067,0.9699984583478497,1.0452896040186717,1.0504805524031002,1.0554720158648148,1.1026025157326957,1.0986034049770967,1.094356909393397
2014-06-27,0.8497027769447293,0.8529223853791958,0.9593973333236735,0.9651369471291164,0.9707726874480134,1.0456471717281421,1.0510794580772183,1.0563144678729166,1.1029796887711447,1.0992297467131156,1.0952303983746687
2014-06-30,0.8551973907448337,0.8584378188181374,0.9588509794892067,0.9642209097837015,0.9694827465193618,1.0450517006736273,1.050081850391116,1.0549108609490156,1.1023515682194527,1.0981864382974804,1.093775080836965
2014-07-01,0.855589863159127,0.8579729465711411,0.9598357256453957,0.9658713449659101,0.9718059649686095,1.0461249755278754,1.051879251808674,1.0574387949254245,1.1034836904081906,1.1000661792531057,1.0963961470253534
2014-07-02,0.8595145873020587,0.8599243634321824,0.9604906552534932,0.9669697581709511,0.9733531920546095,1.0468387833201234,1.0530754753702456,1.0591223593449417,1.104236636065027,1.1013172022014603,1.0981417360388128
2014-07-03,0.862654366616404,0.857972946571141,0.9598367660025642,0.965872591274388,0.971807018300211,1.0461261094131733,1.0518806090971327,1.0574399410736675,1.1034848864640752,1.100067598719386,1.096397335399114
2014-07-04,0.862654366616404,0.8569972381406203,0.9595093008435793,0.9653233839632008,0.9710334039186984,1.0457692051302045,1.0512824965445755,1.0565981579515087,1.1031084132276014,1.0994420864380823,1.0955245399463704
2014-07-07,0.8618694217878179,0.8511429875574966,0.9575429440221163,0.9620262642456795,0.966390132233926,1.0436260727933153,1.047691778340059,1.0515457341222152,1.1008477735951807,1.095686876275675,1.0902859785788852
2014-07-08,0.8630468390306971,0.8550458212795791,0.9588601601468696,0.9642319033689023,0.9694920340722007,1.0450617066725876,1.0500938229216563,1.0549209668950952,1.102362122844299,1.0981989592935024,1.0937855590985883
2014-07-09,0.8520576114304883,0.8563467658536066,0.9592978292956623,0.9649654384798714,0.9705245854968498,1.0455387222861314,1.0508926771041756,1.0560445038701072,1.102865293079146,1.0990344092435165,1.0949504885643457
2014-07-10,0.851272666601902,0.860249599575689,0.9606094404561122,0.9671643722553666,0.9736208280028025,1.0469682473147035,1.0532874192472157,1.0594135786260923,1.1043731985311342,1.1015388552957233,1.0984436841982008
2014-07-11,0.8536275010876611,0.868055267019854,0.9632243319386392,0.9715522635472623,0.9798048846797199,1.0498182175909476,1.0580660389186587,1.0661425571217136,1.10737943181258,1.1065363850740024,1.105420566577985
2014-07-14,0.8654016735164564,0.8553710574230858,0.9590018798278555,0.9644539986019001,0.9697829014081739,1.0452161669555733,1.0503356950599423,1.0552374646490936,1.102525052137718,1.0984519116723752,1.0941137170210053
2014-07-15,0.8642242562735768,0.8488663345529484,0.957074612240517,0.962419459928659,0.9676402749406954,1.0428316433807696,1.046342023215608,1.049620230996969,1.1000097858590767,1.0942752884340774,1.0882895375387642
2014-07-16,0.8638317838592836,0.8426868478263178,0.9543637094022034,0.95819721329131,0.9618910847363433,1.040554194964191,1.042533498610034,1.044271591505682,1.0976074656370856,1.0902922940892024,1.0827438475582027
2014-07-17,0.8602995321306453,0.8469149176919071,0.9558002275290535,0.9606010272189028,0.9652693976931556,1.0421204479014199,1.0451488856192834,1.0479392377745749,1.0992595957474618,1.0930274928200319,1.0865466144485074
2014-07-18,0.8646167286878699,0.852118695988017,0.9575620712664342,0.9635521824484541,0.9694210940273196,1.0440414072523903,1.04835978849369,1.05244650331339,1.1012858807165815,1.0963854881896786,1.0912199332203287
2014-07-21,0.8642242562735768,0.852118695988017,0.9575620712664342,0.9635521824484541,0.9694210940273196,1.0440414072523903,1.04835978849369,1.05244650331339,1.1012858807165815,1.0963854881896786,1.0912199332203287
2014-07-22,0.8744285390451992,0.8482158622659345,0.9562463371227093,0.9613455743970454,0.9663130263976136,1.042606846540135,1.0459589645505747,1.0490722473485685,1.0997726634759022,1.0938746817281755,1.0877213654955002
2014-07-23,0.8759984287023718,0.8463929136815784,0.9559163441382728,0.9607926532461268,0.9655349369208365,1.0422470512326634,1.045357377722804,1.0482275189285408,1.0993931407009296,1.0932455360139914,1.086845516236474
2014-07-24,0.8948371045884441,0.864594911825268,0.9758389769772619,0.9807187696971854,0.9854607748529365,1.040446624464699,1.0423477115681319,1.0440024176046445,1.097493997079757,1.090097996083049,1.0824647569579777
2014-07-25,0.9050413873600669,0.8744543274864335,0.9869669653112132,0.9919024047902236,0.9966984854433648,1.0516273642851695,1.0534434572407698,1.055010186779633,1.0960956456549065,1.087783116168587,1.0792466184913458
2014-07-28,0.9293746770462439,0.8979652417553662,1.0135029374921738,1.0185710730890067,1.0234961030051553,1.0799018207403648,1.0817667418673647,1.0833755950972122,1.098518191285086,1.091790072199452,1.0848123338949651
2014-07-29,0.9317295115320029,0.9002404915233274,1.0160709348000088,1.0211519119566308,1.0260894208337157,1.0826380584618354,1.0845077048957448,1.0861206346118166,1.1005857528250937,1.0937355148555523,1.086636586933311
2014-07-30,0.9285897322176576,0.8972068251660459,1.0126469383895624,1.0177107934664653,1.0226316637289687,1.0789897414998748,1.0808530875245714,1.0824605819256776,1.0968769550059696,1.0900498012418858,1.0829747955704356
2014-07-31,0.9411488494750393,0.9093414905951724,1.0263429240313486,1.0314752674271277,1.0364626921479574,1.0935830093477177,1.0954715570092657,1.0971007926702345,1.1117121462824662,1.1047926556965522,1.0976219610219378
2014-08-01,0.9297671494605372,0.8983444500500265,1.01393093704348,1.0190012129002775,1.023928322643249,1.08035786036061,1.0822235690387616,1.0838331016829799,1.0982677541881412,1.0914319438470108,1.084347967331514
2014-08-04,0.9497832425894891,0.9176840730776968,1.0357589141600765,1.0409383432750827,1.045971524186012,1.1036158809931094,1.1055217547799927,1.1071659375571172,1.1219113402850576,1.114928368134135,1.1076918872698454
2014-08-05,0.9470359356894368,0.9150296150150754,1.0327629173009358,1.0379273645961877,1.0429459867193582,1.1004236036513937,1.1023239645802159,1.1039633914567453,1.118666142193324,1.111703368722177,1.1044878198273294
2014-08-06,0.9411488494750393,0.9093414905951726,1.0263429240313489,1.0314752674271275,1.0364626921479576,1.0935830093477177,1.0954715570092657,1.0971007926702345,1.1117121462824664,1.1047926556965524,1.097621961021938
2014-08-07,0.9309445667034165,0.8994820749340071,1.0152149356973974,1.0202916323340894,1.0252249815575292,1.0817259792213454,1.0835940505529515,1.0852056214402819,1.0996585533703127,1.0928140864521358,1.0857211390925925
2014-08-08,0.9313370391177098,0.8998612832286674,1.0156429352487033,1.0207217721453603,1.0256572011956226,1.0821820188415907,1.0840508777243485,1.0856631280260494,1.101996396908707,1.0970500058682566,1.0918293760622069
2014-08-11,0.9442886287893847,0.9123751569524542,1.0297669204417952,1.0349163859172932,1.0399204492527045,1.0972313263096785,1.0991261743804392,1.1007608453563738,1.0994688822368979,1.0928563896378733,1.0859862524900086
2014-08-12,0.9403639046464528,0.908583074005852,1.0254869249287368,1.030614987804586,1.0355982528717704,1.0926709301072275,1.0945579026664722,1.0961857794986996,1.0941875016635125,1.0874979412469514,1.0805533422129008
2014-08-13,0.9431112115465051,0.9112375320684736,1.0284829217878777,1.033625966483481,1.0386237903384243,1.0958632074489432,1.097755692866249,1.0993883255990715,1.0973842097234645,1.0906751055160369,1.0837102175866447
2014-08-14,0.931729511532003,0.9002404915233276,1.016070934800009,1.0211519119566308,1.026089420833716,1.0826380584618356,1.084507704895745,1.0861206346118168,1.084140704903664,1.0775125678298259,1.07063173389542
2014-08-15,0.9435036839607982,0.9116167403631337,1.0289109213391834,1.0340561062947515,1.0390560099765176,1.096319247069188,1.0982125200376456,1.0998458321848388,1.0978408823034573,1.0911289861259061,1.0841611997828937
2014-08-18,0.9466434632751438,0.9146504067204155,1.0323349177496302,1.0374972247849172,1.042513767081265,1.099967564031149,1.1018671374088194,1.1035058848709782,1.1014942629434026,1.094760031004861,1.0877690573528869
2014-08-19,0.9474284081037303,0.915408823309736,1.033190916852242,1.0383575044074589,1.043378206357452,1.1008796432716395,1.102780791751613,1.1044208980425132,1.102407608103389,1.0956677922245999,1.0886710217453852
2014-08-20,0.9438961563750916,0.9119959486577941,1.0293389208904895,1.0344862461060225,1.0394882296146113,1.0967752866894336,1.0986693472090427,1.1003033387706065,1.0982975548834506,1.0915828667357756,1.084612181979143
2014-08-21,0.9403639046464529,0.9085830740058521,1.025486924928737,1.030614987804586,1.0355982528717707,1.0926709301072277,1.0945579026664725,1.0961857794986998,1.0941875016635125,1.0874979412469514,1.0805533422129008
2014-08-22,0.9450735736179711,0.9131335735417746,1.0306229195444068,1.0357766655398344,1.0407848885288913,1.0981434055501686,1.1000398287232327,1.1016758585279085,1.09966757262343,1.0929445085653835,1.0859651285678902
2014-08-25,0.9368316529178143,0.9051701993539103,1.0216349289669846,1.0267437295031498,1.03170827612893,1.0885665735250218,1.0904464581239022,1.092068220226793,1.0900774484435745,1.0834130157581272,1.0764945024466586
2014-08-26,0.9309445667034167,0.8994820749340072,1.0152149356973974,1.0202916323340894,1.0252249815575292,1.0817259792213456,1.0835940505529518,1.085205621440282,1.0832273597436777,1.076604806610087,1.0697297695029218
2014-08-27,0.9305520942891238,0.8991028666393471,1.0147869361460917,1.0198614925228189,1.024792761919436,1.0812699396011007,1.0831372233815553,1.0847481148545148,1.08150720571084,1.074114447486154,1.0664797112459645
2014-08-28,0.9262348977318988,0.8949315753980849,1.0100789410817277,1.0151299545988413,1.0200383459004085,1.076253503778405,1.0781121244961918,1.0797155424110734,1.0817617778267388,1.0745358340877569,1.0670654592238948
2014-08-29,0.9352617632606419,0.9036533661752696,1.0199229307617614,1.0250231702580672,1.0299793975765565,1.0759333974662961,1.0779369999522528,1.0796858576405648,1.0821434264351448,1.0751676662128575,1.0679438745372503
2014-09-01,0.9395789598178669,0.9078246574165318,1.0246309258261255,1.0297547081820448,1.034733813595584,1.0753014867003605,1.076881854102652,1.0782062568176431,1.0815078684321484,1.0741152311441293,1.0664803649206174
2014-09-02,0.9537079667324214,0.9214761560242993,1.0220366961890395,1.0257529456474923,1.029311658215595,1.0732765957093202,1.0735020758237892,1.0734687479606964,1.0794712902569916,1.0707441358718057,1.061794378225007
2014-09-03,0.9627348322611643,0.9301979468014839,1.020947276891878,1.0239306447176013,1.0267515857928717,1.072132558280021,1.071594946198362,1.0707988493771385,1.0783206497186206,1.068841905863348,1.0591535157762042
2014-09-04,0.9717616977899074,0.9389197375786686,1.0298501202759314,1.0327561504743337,1.0354977680536857,1.071750260616609,1.070958102926057,1.06990793115856,1.0779361455249807,1.0682066987085164,1.0582722866228247
2014-09-05,0.9811810357329436,0.9480207366505136,1.0398325123949226,1.0427667108989636,1.045534903123673,1.071112567085897,1.0698960659338654,1.0684225373628222,1.0772947713804795,1.0671473902012687,1.056803047034098
2014-09-09,0.9788262012471846,0.9457454868825523,1.0373369143651747,1.0402640707928061,1.0430256193561762,1.0678473446918897,1.0665278191390926,1.0649523436983694,1.0749826124911892,1.063330090315811,1.0515106311387763
2014-09-10,0.9725466426184938,0.9396781541679892,1.0306819862858474,1.0335903638430528,1.036334195976185,1.0661279565738035,1.0640213933735778,1.0616617603265002,1.0739498029355532,1.0616274000190682,1.0491533615093218
2014-09-11,0.9670520288183891,0.9343692380427461,1.0286469667932021,1.0305338524192122,1.0322513076920532,1.0647150159084646,1.0616711453159253,1.0583787099030004,1.0725264959678071,1.059282439898544,1.0459089916765418
2014-09-12,0.9749014771042528,0.9419534039359503,1.0267797173577162,1.0274160614175405,1.027879125872462,1.062782294015932,1.0584591511288057,1.053895863410874,1.0705795943010643,1.0560776725329777,1.0414789616593558
2014-09-15,0.9721541702042007,0.939298945873329,1.0232206896985232,1.0237523759835545,1.024111290934187,1.062005910846602,1.0571704427467497,1.0520994500073328,1.0697975150519807,1.0547918636784328,1.0397037134292548
2014-09-16,0.9552778563895942,0.9229929892029403,1.005457875949215,1.0059803323148857,1.0063330166063025,1.062005910846602,1.0571704427467497,1.0520994500073328,1.0697975150519807,1.0547918636784328,1.0397037134292548
2014-09-17,0.9584176357039395,0.9260266555602218,1.004926965147789,1.0054303275064684,1.0057639778641885,1.062135529143288,1.057385489622817,1.052399071494316,1.0699280843174468,1.0550064267101005,1.0399998048041126
2014-09-18,0.9623423598468712,0.9298187385068238,1.0019845193775312,1.0005237947980188,0.9988925525579182,1.0590255755809326,1.0522254140329537,1.0452090331042776,1.06679531400143,1.0498579610246506,1.0328944787688505
2014-09-19,0.9701918081327348,0.9374029044000279,1.001861071592803,1.000318348433584,0.9986053965879836,1.0588951001506761,1.0520093513196,1.0449085623350074,1.0666638813138734,1.049642384441278,1.0325975481178697
2014-09-22,0.9497832425894897,0.9176840730776973,0.9801488130214271,0.9785415960383764,0.9767681749361404,1.0552407374385702,1.0459583525856335,1.0364943438379794,1.062982707688961,1.0436050001429305,1.0242824651502813
2014-09-23,0.959595052946819,0.9271642804442023,0.9801223844452654,0.9788236994941336,0.9773576155564204,1.0558986181975718,1.04704517547901,1.0380021286274361,1.0636454151127073,1.0446893777407513,1.0257724853614307
2014-09-24,0.9780412564185983,0.9449870702932319,0.9809760787660184,0.9802446380873437,0.9793439499887001,1.0568183142150813,1.0485651498108959,1.0401117140402418,1.0645718586513788,1.0462059322086454,1.0278572158376942
2014-09-25,0.9729391150327868,0.9400573624626491,0.9752243192040289,0.9743996540831303,0.9734069130889922,1.0547204118543565,1.0450959516312073,1.0352939922878637,1.0624585646391675,1.0427445395462511,1.0230962560290167
2014-09-26,0.9733315874470799,0.9404365707573092,0.9756177134433204,0.9747927156620262,0.9737995742076242,1.0582771293131492,1.0509697215508664,1.043440144017356,1.0660413766181756,1.048605093785999,1.031146430566464
2014-09-29,0.9776487840043051,0.9446078619985717,0.9799450500755288,0.9791163930298822,0.9781188465125775,1.057623602885002,1.0498880318415718,1.041936627959694,1.0653830554716432,1.0475258378228598,1.0296606287933134
2014-09-30,0.9776487840043051,0.9446078619985717,0.9799450500755288,0.9791163930298822,0.9781188465125775,1.0582780729362922,1.0509708371549398,1.0434410744109561,1.0660423271643855,1.0486062068800204,1.0311473499982544
2014-10-08,0.9882455391902207,0.9548464859543971,0.9905666945364036,0.9897290556600735,0.9887206967156443,1.0568403135123772,1.048591117268422,1.0401333361347256,1.0645940193506176,1.0462318412407285,1.027878583182698
2014-10-09,0.9886380116045141,0.9552256942490576,0.9909600887756954,0.9901221172389697,0.9891133578342767,1.0565728086776605,1.0482207996945416,1.0396619508461913,1.0663111064786026,1.0490442924268595,1.0317469434419877
2014-10-10,0.983928342632996,0.9506751947131351,0.9862393579041955,0.985405378292218,0.9844014244106915,1.0515395122488664,1.0432272905256912,1.0347092142800325,1.065389982116774,1.0475339448236123,1.0296673218776662
2014-10-13,0.9784337288328914,0.9453662785878921,0.9807318385541122,0.9799025161876742,0.9789041687498419,1.0456673330819402,1.0374015298286987,1.0289310216195136,1.067631520445485,1.051207228045972,1.0347222068324287
2014-10-14,0.9749014771042527,0.9419534039359503,0.9771912904004871,0.9763649619776104,0.9753702186821529,1.0453729376744634,1.0372604861446708,1.0289408704410294,1.0680251576304094,1.0518531972561602,1.0356123816109408
2014-10-15,0.9811810357329436,0.9480207366505136,0.9834855982291537,0.982653947239946,0.9816527965802666,1.0433198320685562,1.0338651981376508,1.0242255931296795,1.0659275632128047,1.0484101426006573,1.0308665310896468
2014-10-16,0.9776487840043049,0.9446078619985717,0.9850322346479602,0.9855566819076115,0.985908305927004,1.0456402303771106,1.037697482644751,1.0295407671302703,1.0682982423072647,1.0522963416465412,1.0362161679478552
2014-10-17,0.97333158744708,0.9404365707573096,0.9853946749632436,0.9861610707149955,0.9867547521422315,1.0460249712631855,1.0383338465956777,1.0304246737578147,1.0686913201560286,1.0529416582910505,1.0371058057044744
2014-10-20,0.977648784004305,0.9446078619985718,0.985273965121476,0.9859597311742206,0.9864727070926197,1.045896834272014,1.038121855201926,1.0301301464929595,1.068560406560256,1.052726684493931,1.0368093687653184
2014-10-21,0.9713692253756143,0.9385405292840087,0.9851261740267078,0.9857132412414271,0.9861274416451373,1.0457399497468733,1.0378623247381256,1.029769600941687,1.068400122499272,1.0524635028228075,1.0364464854862505
2014-10-22,0.9658746115755097,0.9332316131587657,0.9851261740267078,0.9857132412414271,0.9861274416451373,1.0457399497468733,1.0378623247381256,1.029769600941687,1.068400122499272,1.0524635028228075,1.0364464854862505
2014-10-23,0.9556703288038871,0.9233721974976004,0.9851261740267078,0.9857132412414271,0.9861274416451373,1.0457399497468733,1.0378623247381256,1.029769600941687,1.068400122499272,1.0524635028228075,1.0364464854862505
2014-10-24,0.9548853839753007,0.9216911671273715,0.9851261740267078,0.9857132412414271,0.9861274416451373,1.0457399497468733,1.0378623247381256,1.029769600941687,1.068400122499272,1.0524635028228075,1.0364464854862505
2014-10-27,0.9458585184465576,0.9201746041209917,0.9851261740267078,0.9857132412414271,0.9861274416451373,1.0457399497468733,1.0378623247381256,1.029769600941687,1.068400122499272,1.0524635028228075,1.0364464854862505
2014-10-28,0.96469719433263,0.917360621462654,0.9851261740267078,0.9857132412414271,0.9861274416451373,1.0457399497468733,1.0378623247381256,1.029769600941687,1.068400122499272,1.0524635028228075,1.0364464854862505
2014-10-29,0.9768638391757184,0.9289302631491235,0.9857104286882094,0.9866874572080753,0.987491746110574,1.046360152982222,1.038888081525839,1.031194284208377,1.0690337649385624,1.0535036904817185,1.0378804062034106
2014-10-30,0.9827509253901161,0.934528476868383,0.9818130563177783,0.9801853981819924,0.9783814433457977,1.0422229793954718,1.0320420315652075,1.021680794930672,1.0648069428037148,1.046561326788264,1.0283052327689146
