date,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__stressbond_511260_vr90_vb-1_cap20_nav,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__cashguard_511090_vr90_vb-1_cap20_nav,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__cashguard_511090_vr90_vb-1_cap30_nav,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__cashguard_511990_vr90_vb-1_cap20_nav,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__cashguard_511990_vr90_vb-1_cap30_nav,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__cashguard_511880_vr90_vb-1_cap20_nav,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__cashguard_511880_vr90_vb-1_cap30_nav,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__cashguard_159001_vr90_vb-1_cap20_nav,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__cashguard_159001_vr90_vb-1_cap30_nav,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__cashguard_511850_vr90_vb-1_cap20_nav,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__cashguard_511850_vr90_vb-1_cap30_nav,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__cashguard_511810_vr90_vb-1_cap20_nav,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__cashguard_511810_vr90_vb-1_cap30_nav
2012-08-29,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-08-30,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-08-31,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-09-03,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-09-04,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-09-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-09-06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-09-07,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-09-10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-09-11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-09-12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-09-13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-09-14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-09-17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-09-18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-09-19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-09-20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-09-21,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-09-24,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-09-25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-09-26,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-09-27,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-09-28,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-10-08,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-10-09,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-10-10,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995
2012-10-11,0.9886653116531166,0.9886653116531166,0.9886653116531166,0.9886653116531166,0.9886653116531166,0.9886653116531166,0.9886653116531166,0.9886653116531166,0.9886653116531166,0.9886653116531166,0.9886653116531166,0.9886653116531166,0.9886653116531166
2012-10-12,0.9873109756097563,0.9873109756097563,0.9873109756097563,0.9873109756097563,0.9873109756097563,0.9873109756097563,0.9873109756097563,0.9873109756097563,0.9873109756097563,0.9873109756097563,0.9873109756097563,0.9873109756097563,0.9873109756097563
2012-10-15,0.9818936314363146,0.9818936314363146,0.9818936314363146,0.9818936314363146,0.9818936314363146,0.9818936314363146,0.9818936314363146,0.9818936314363146,0.9818936314363146,0.9818936314363146,0.9818936314363146,0.9818936314363146,0.9818936314363146
2012-10-16,0.9825707994579949,0.9825707994579949,0.9825707994579949,0.9825707994579949,0.9825707994579949,0.9825707994579949,0.9825707994579949,0.9825707994579949,0.9825707994579949,0.9825707994579949,0.9825707994579949,0.9825707994579949,0.9825707994579949
2012-10-17,0.9886653116531167,0.9886653116531167,0.9886653116531167,0.9886653116531167,0.9886653116531167,0.9886653116531167,0.9886653116531167,0.9886653116531167,0.9886653116531167,0.9886653116531167,0.9886653116531167,0.9886653116531167,0.9886653116531167
2012-10-18,1.0083031842818433,1.0083031842818433,1.0083031842818433,1.0083031842818433,1.0083031842818433,1.0083031842818433,1.0083031842818433,1.0083031842818433,1.0083031842818433,1.0083031842818433,1.0083031842818433,1.0083031842818433,1.0083031842818433
2012-10-19,1.0083031842818433,1.0083031842818433,1.0083031842818433,1.0083031842818433,1.0083031842818433,1.0083031842818433,1.0083031842818433,1.0083031842818433,1.0083031842818433,1.0083031842818433,1.0083031842818433,1.0083031842818433,1.0083031842818433
2012-10-22,1.0077990326897024,1.0077990326897024,1.0077990326897024,1.0077990326897024,1.0077990326897024,1.0077990326897024,1.0077990326897024,1.0077990326897024,1.0077990326897024,1.0077990326897024,1.0077990326897024,1.0077990326897024,1.0077990326897024
2012-10-23,1.0077990326897024,1.0077990326897024,1.0077990326897024,1.0077990326897024,1.0077990326897024,1.0077990326897024,1.0077990326897024,1.0077990326897024,1.0077990326897024,1.0077990326897024,1.0077990326897024,1.0077990326897024,1.0077990326897024
2012-10-24,1.0077990326897024,1.0077990326897024,1.0077990326897024,1.0077990326897024,1.0077990326897024,1.0077990326897024,1.0077990326897024,1.0077990326897024,1.0077990326897024,1.0077990326897024,1.0077990326897024,1.0077990326897024,1.0077990326897024
2012-10-25,1.0077990326897024,1.0077990326897024,1.0077990326897024,1.0077990326897024,1.0077990326897024,1.0077990326897024,1.0077990326897024,1.0077990326897024,1.0077990326897024,1.0077990326897024,1.0077990326897024,1.0077990326897024,1.0077990326897024
2012-10-26,1.0077990326897024,1.0077990326897024,1.0077990326897024,1.0077990326897024,1.0077990326897024,1.0077990326897024,1.0077990326897024,1.0077990326897024,1.0077990326897024,1.0077990326897024,1.0077990326897024,1.0077990326897024,1.0077990326897024
2012-10-29,1.0077990326897024,1.0077990326897024,1.0077990326897024,1.0077990326897024,1.0077990326897024,1.0077990326897024,1.0077990326897024,1.0077990326897024,1.0077990326897024,1.0077990326897024,1.0077990326897024,1.0077990326897024,1.0077990326897024
2012-10-30,1.0077990326897024,1.0077990326897024,1.0077990326897024,1.0077990326897024,1.0077990326897024,1.0077990326897024,1.0077990326897024,1.0077990326897024,1.0077990326897024,1.0077990326897024,1.0077990326897024,1.0077990326897024,1.0077990326897024
2012-10-31,1.0077990326897024,1.0077990326897024,1.0077990326897024,1.0077990326897024,1.0077990326897024,1.0077990326897024,1.0077990326897024,1.0077990326897024,1.0077990326897024,1.0077990326897024,1.0077990326897024,1.0077990326897024,1.0077990326897024
2012-11-01,1.0077990326897024,1.0077990326897024,1.0077990326897024,1.0077990326897024,1.0077990326897024,1.0077990326897024,1.0077990326897024,1.0077990326897024,1.0077990326897024,1.0077990326897024,1.0077990326897024,1.0077990326897024,1.0077990326897024
2012-11-02,1.010759009147131,1.010759009147131,1.010759009147131,1.010759009147131,1.010759009147131,1.010759009147131,1.010759009147131,1.010759009147131,1.010759009147131,1.010759009147131,1.010759009147131,1.010759009147131,1.010759009147131
2012-11-05,1.0066023579786028,1.0066023579786028,1.0066023579786028,1.0066023579786028,1.0066023579786028,1.0066023579786028,1.0066023579786028,1.0066023579786028,1.0066023579786028,1.0066023579786028,1.0066023579786028,1.0066023579786028,1.0066023579786028
2012-11-06,1.00036738122581,1.00036738122581,1.00036738122581,1.00036738122581,1.00036738122581,1.00036738122581,1.00036738122581,1.00036738122581,1.00036738122581,1.00036738122581,1.00036738122581,1.00036738122581,1.00036738122581
2012-11-07,0.9989818308363008,0.9989818308363008,0.9989818308363008,0.9989818308363008,0.9989818308363008,0.9989818308363008,0.9989818308363008,0.9989818308363008,0.9989818308363008,0.9989818308363008,0.9989818308363008,0.9989818308363008,0.9989818308363008
2012-11-08,0.9698852726566025,0.9698852726566025,0.9698852726566025,0.9698852726566025,0.9698852726566025,0.9698852726566025,0.9698852726566025,0.9698852726566025,0.9698852726566025,0.9698852726566025,0.9698852726566025,0.9698852726566025,0.9698852726566025
2012-11-09,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743
2012-11-12,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743
2012-11-13,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743
2012-11-14,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743
2012-11-15,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743
2012-11-16,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743
2012-11-19,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743
2012-11-20,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743
2012-11-21,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743
2012-11-22,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743
2012-11-23,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743
2012-11-26,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743
2012-11-27,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743
2012-11-28,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743
2012-11-29,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743
2012-11-30,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743
2012-12-03,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743
2012-12-04,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743
2012-12-05,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743
2012-12-06,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743
2012-12-07,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743,0.9694003300202743
