date,hs300_benchmark_nav,baseline_nav,vg60_nav,vg50_nav,top2_gap05_cap70_nav,vg50_top2_gap05_cap70_nav,leader_margin05_nav,combo_vg60_top2_leader_nav
2016-07-08,1.3002088277387982,1.7843314506251147,1.7843314506251147,1.7843314506251147,1.815253596130124,1.815253596130124,1.7476225543235817,1.789009603660587
2016-07-11,1.3034321530012432,1.7970591921110555,1.7970591921110555,1.7970591921110555,1.828201907103892,1.828201907103892,1.7600884490869326,1.8017707146880702
2016-07-12,1.3364712369413057,1.7858199367966965,1.7858199367966965,1.7858199367966965,1.8167678775013385,1.8167678775013385,1.7490804179981494,1.7905019923392391
2016-07-13,1.3392916465459446,1.7726052363394134,1.7726052363394134,1.7726052363394134,1.8033241686441857,1.8033241686441857,1.7361375824281733,1.777252645633337
2016-07-14,1.3372770682569164,1.7627982917400251,1.7627982917400251,1.7627982917400251,1.793347271445601,1.793347271445601,1.7265323952501475,1.7674199892259603
2016-07-15,1.338888730888139,1.7642713822345155,1.7642713822345155,1.7642713822345155,1.7948458903353885,1.7948458903353885,1.7279751799815544,1.7688969418631966
2016-07-18,1.3340537429944714,1.7577786794500092,1.7577786794500092,1.7577786794500092,1.7882406701706874,1.7882406701706874,1.7216160510087688,1.7623872165365897
2016-07-19,1.3272041768117757,1.7487535397488165,1.7487535397488165,1.7487535397488165,1.779059126409618,1.779059126409618,1.7127765847245198,1.7533384147603526
2016-07-20,1.3243837672071361,1.7432922684484533,1.7432922684484533,1.7432922684484533,1.7735032122525518,1.7735032122525518,1.707427667685339,1.747862825120814
2016-07-21,1.3316362490476377,1.7638418826148403,1.7638418826148403,1.7638418826148403,1.7944089475639773,1.7944089475639773,1.7275545164203336,1.7684663161831422
2016-07-22,1.3199516949712737,1.7398673327540557,1.7398673327540557,1.7398673327540557,1.7700189230339811,1.7700189230339811,1.7040731928961734,1.7444289099437593
2016-07-25,1.3195487793134684,1.755279543378846,1.755279543378846,1.755279543378846,1.7856982245175501,1.7856982245175501,1.7191683294474194,1.7598815282405056
2016-07-26,1.3364712369413054,1.7637887961115766,1.7637887961115766,1.7637887961115766,1.7946243637449146,1.7946243637449146,1.7287475689238478,1.7695707903589442
2016-07-27,1.3118933818151612,1.729621170883073,1.729621170883073,1.729621170883073,1.770016230460927,1.770016230460927,1.7157434868404982,1.7599881316217236
2016-07-28,1.3155196227354125,1.7514938121491042,1.7514938121491042,1.7514938121491042,1.7923997041924367,1.7923997041924367,1.7374406321020996,1.7822447908737493
2016-07-29,1.3110875504995503,1.7430812578160153,1.7430812578160153,1.7430812578160153,1.7837906758341637,1.7837906758341637,1.729095576232253,1.773684537315278
2016-08-01,1.300208827738798,1.7514938121491042,1.7514938121491042,1.7514938121491042,1.7923997041924367,1.7923997041924367,1.7374406321020996,1.7822447908737493
2016-08-02,1.303432153001243,1.7666364099486644,1.7666364099486644,1.7666364099486644,1.8078959552373284,1.8078959552373284,1.752461732667824,1.7976532472789981
2016-08-03,1.3050438156324653,1.738033725216162,1.738033725216162,1.738033725216162,1.7786252588192,1.7786252588192,1.7240885427103447,1.768548385180195
2016-08-04,1.3090729722105219,1.7459572745909768,1.7459572745909768,1.7459572745909768,1.7867338615770632,1.7867338615770632,1.731948517172589,1.7766110483198196
2016-08-05,1.3143108757619955,1.7442801427181245,1.7442801427181245,1.7442801427181245,1.785017560524818,1.785017560524818,1.7302848418338153,1.77490447104089
2016-08-08,1.3251895985227478,1.7648161652860568,1.7648161652860568,1.7648161652860568,1.8060331990162186,1.8060331990162186,1.750656092810438,1.7958010445789114
2016-08-09,1.3312333333898323,1.771545683552162,1.771545683552162,1.771545683552162,1.8129198842364904,1.8129198842364904,1.7573316165199155,1.8026487130043793
2016-08-10,1.327204176811776,1.7631337857195308,1.7631337857195308,1.7631337857195308,1.8043115277111512,1.8043115277111512,1.748987211883069,1.7940891274725448
2016-08-11,1.3255925141805533,1.7631337857195308,1.7631337857195308,1.7631337857195308,1.8043115277111512,1.8043115277111512,1.748987211883069,1.7940891274725448
2016-08-12,1.3489616223332805,1.771545683552162,1.771545683552162,1.771545683552162,1.8129198842364904,1.8129198842364904,1.7573316165199155,1.8026487130043793
2016-08-15,1.3888502724560388,1.766003925260025,1.766003925260025,1.766003925260025,1.8072486989575973,1.8072486989575973,1.7518343227451616,1.7970096580560073
2016-08-16,1.3848211158779822,1.7669913475384647,1.7669913475384647,1.7669913475384647,1.808259182344699,1.808259182344699,1.7528138224017997,1.7980144165084406
2016-08-17,1.381597790615537,1.7598612239298792,1.7598612239298792,1.7598612239298792,1.800962535700425,1.800962535700425,1.745740907622691,1.790759109312068
2016-08-18,1.3795832123265088,1.7644414691986317,1.7644414691986317,1.7644414691986317,1.8056497519542851,1.8056497519542851,1.750284403111927,1.7954197699518804
2016-08-19,1.3779715496952862,1.764243215222183,1.764243215222183,1.764243215222183,1.8054468677840547,1.8054468677840547,1.7500877398341188,1.795218035230156
2016-08-22,1.368301573907951,1.7530217466229239,1.7530217466229239,1.7530217466229239,1.7939633233613443,1.7939633233613443,1.7389563071330874,1.7837995512947529
2016-08-23,1.3691074052235621,1.7550934285886481,1.7550934285886481,1.7550934285886481,1.7960833891684789,1.7960833891684789,1.7410113668764193,1.785907605782955
2016-08-24,1.3634665860142832,1.7534836304083645,1.7534836304083645,1.7534836304083645,1.7944359943777377,1.7944359943777377,1.7394144849756623,1.7842695443743064
2016-08-25,1.3562141041737819,1.7419603572203766,1.7419603572203766,1.7419603572203766,1.7826435967625072,1.7826435967625072,1.727983669226986,1.7725439570666888
2016-08-26,1.3546024415425593,1.7439252049972904,1.7439252049972904,1.7439252049972904,1.784654333283353,1.784654333283353,1.7299327519698575,1.7745433016781138
2016-08-29,1.3541995258847537,1.7385233951402062,1.7385233951402062,1.7385233951402062,1.7791263649155624,1.7791263649155624,1.7245742837483387,1.7690466522396178
2016-08-30,1.3598403450940326,1.741048949673556,1.741048949673556,1.741048949673556,1.781710903420408,1.781710903420408,1.727079574394754,1.7716165479365984
2016-08-31,1.3654811643033113,1.7383381192694325,1.7383381192694325,1.7383381192694325,1.7789367619528427,1.7789367619528427,1.7243904944458601,1.7688581234801835
2016-09-01,1.3509762006223085,1.7304754774799496,1.7304754774799496,1.7304754774799496,1.7708904892684145,1.7708904892684145,1.7165909388745222,1.7608574372804315
2016-09-02,1.3570199354893928,1.7342981631684093,1.7342981631684093,1.7342981631684093,1.7748024532443583,1.7748024532443583,1.7203829530927943,1.7647472378655933
2016-09-05,1.3598403450940324,1.7486121540195045,1.7486121540195045,1.7486121540195045,1.789450745341854,1.789450745341854,1.7345820950707582,1.7793125394693008
2016-09-06,1.3715248991703959,1.7520364093396048,1.7520364093396048,1.7520364093396048,1.7929549736641317,1.7929549736641317,1.737978875742529,1.7827969144437017
2016-09-07,1.3723307304860073,1.7530658079349866,1.7530658079349866,1.7530658079349866,1.7940084137191636,1.7940084137191636,1.7390000149174658,1.7838443861913185
2016-09-08,1.3703161521969789,1.7489168683662302,1.7489168683662302,1.7489168683662302,1.7897625762493603,1.7897625762493603,1.734884364529841,1.7796226036861362
2016-09-09,1.363466586014283,1.7406838225338381,1.7406838225338381,1.7406838225338381,1.781337248787612,1.781337248787612,1.7267173768671185,1.7712450102592996
2016-09-12,1.3364712369413052,1.730986419622786,1.730986419622786,1.730986419622786,1.771413364393252,1.771413364393252,1.717097781452817,1.7613773500350138
2016-09-13,1.3364712369413052,1.7334141705619488,1.7334141705619488,1.7334141705619488,1.7738978151147016,1.7738978151147016,1.7195060532360613,1.7638477250000002
2016-09-14,1.3284129237851925,1.7266188472471802,1.7266188472471802,1.7266188472471802,1.766943787978095,1.766943787978095,1.7127652524673374,1.7569330961865595
2016-09-19,1.336874152599111,1.718359256560384,1.718359256560384,1.718359256560384,1.7584912957105951,1.7584912957105951,1.7045719329339024,1.7485284918572814
2016-09-20,1.3352624899678882,1.72079147065318,1.72079147065318,1.72079147065318,1.7609803138220042,1.7609803138220042,1.7069846320604896,1.751003408335494
2016-09-21,1.3405003935193616,1.7241953675926562,1.7241953675926562,1.7241953675926562,1.764463708296537,1.764463708296537,1.7103612176979104,1.7544670674971607
2016-09-22,1.3493645379910857,1.7344020209314712,1.7344020209314712,1.7344020209314712,1.7749087365908929,1.7749087365908929,1.7204859775489763,1.764852919059512
2016-09-23,1.3461412127286405,1.7358579722606897,1.7358579722606897,1.7358579722606897,1.776398691458965,1.776398691458965,1.7219302469949775,1.7663344325277677
2016-09-26,1.3235779358915247,1.7363431876268003,1.7363431876268003,1.7363431876268003,1.7768952389618184,1.7768952389618184,1.7224115692163597,1.7668281668205776
2016-09-27,1.3304275020742202,1.7339172802741956,1.7339172802741956,1.7339172802741956,1.7744126748836322,1.7744126748836322,1.7200051262275837,1.7643596678100004
2016-09-28,1.328412923785192,1.7237249043789518,1.7237249043789518,1.7237249043789518,1.7639822574805373,1.7639822574805373,1.7098945292644545,1.7539883443603126
2016-09-29,1.3344566586522761,1.7212945555536023,1.7212945555536023,1.7212945555536023,1.761495148199634,1.761495148199634,1.7074836804392666,1.751515325898049
2016-09-30,1.3384858152303327,1.7266432109522152,1.7266432109522152,1.7266432109522152,1.7669687206940394,1.7669687206940394,1.712789420689219,1.7569578876451897
2016-10-10,1.353796610226947,1.6751415070166726,1.6751415070166726,1.6751415070166726,1.7142642016947942,1.7142642016947942,1.6617009427172014,1.704551968238819
2016-10-11,1.3570199354893921,1.672203736014232,1.672203736014232,1.672203736014232,1.7112578194631043,1.7112578194631043,1.6587867430368788,1.7015626187877606
2016-10-12,1.353796610226947,1.669264674156719,1.669264674156719,1.669264674156719,1.7082501162286032,1.7082501162286032,1.655871262858711,1.6985719558180863
2016-10-13,1.353796610226947,1.6736752083416468,1.6736752083416468,1.6736752083416468,1.7127636578201064,1.7127636578201064,1.660246408947732,1.7030599257563948
2016-10-14,1.3578257668050033,1.6687778412360386,1.6687778412360386,1.6687778412360386,1.70775191339342,1.70775191339342,1.655388336061272,1.6980765755712994
2016-10-17,1.3453353814130284,1.673678804059052,1.673678804059052,1.673678804059052,1.7127673375149866,1.7127673375149866,1.660249975814756,1.7030635846038142
2016-10-18,1.3622578390408653,1.676617230635308,1.676617230635308,1.676617230635308,1.715774390631326,1.715774390631326,1.6631648258088712,1.7060536011385978
2016-10-19,1.361452007725254,1.676617230635308,1.676617230635308,1.676617230635308,1.715774390631326,1.715774390631326,1.6631648258088712,1.7060536011385978
2016-10-20,1.359437429436226,1.6868972194946779,1.6868972194946779,1.6868972194946779,1.726294467187022,1.726294467187022,1.6733623327700353,1.7165140757733164
2016-10-21,1.3662869956189219,1.6820094332737587,1.6820094332737587,1.6820094332737587,1.721292527405241,1.721292527405241,1.6685137638956562,1.7115404746845126
2016-10-24,1.3828065375889529,1.6864116389878887,1.6864116389878887,1.6864116389878887,1.7257975460156803,1.7257975460156803,1.672880648337695,1.7160199699290524
2016-10-25,1.3791802966687021,1.6912997886661145,1.6912997886661145,1.6912997886661145,1.730799857743262,1.730799857743262,1.6777295777531667,1.720993940856383
2016-10-26,1.3751511400906455,1.6961219102772915,1.6961219102772915,1.6961219102772915,1.7357345993275606,1.7357345993275606,1.6825130088804034,1.7259007244618214
2016-10-27,1.3731365618016174,1.6945799812679485,1.6945799812679485,1.6945799812679485,1.7341566587827173,1.7341566587827173,1.680983451599603,1.7243317238032196
2016-10-28,1.371121983512589,1.688433235465104,1.688433235465104,1.688433235465104,1.7278663565947545,1.7278663565947545,1.6748860244554207,1.7180770595777703
2016-10-31,1.3683015739079494,1.6947610573205405,1.6947610573205405,1.6947610573205405,1.7343419638410915,1.7343419638410915,1.6811630747813076,1.7245159790082598
2016-11-01,1.376762802721868,1.700110374861581,1.700110374861581,1.700110374861581,1.7398162139421682,1.7398162139421682,1.6864694718609616,1.7299592145230636
2016-11-02,1.3674957425923382,1.7122583589620566,1.7122583589620566,1.7122583589620566,1.7522479125055277,1.7522479125055277,1.6985199861293498,1.7423204807933246
2016-11-03,1.3779715496952847,1.711773299936855,1.711773299936855,1.711773299936855,1.751751524994903,1.751751524994903,1.698038818994469,1.7418269055863012
2016-11-04,1.3735394774594225,1.7021428042912898,1.7021428042912898,1.7021428042912898,1.7418961104758204,1.7418961104758204,1.688485594012557,1.7320273273184337
2016-11-07,1.3747482244328393,1.6982931012778117,1.6982931012778117,1.6982931012778117,1.7379564981890259,1.7379564981890259,1.6846667792438448,1.7281100350650491
2016-11-08,1.3820007062733408,1.702843505863485,1.702843505863485,1.702843505863485,1.7426131768348436,1.7426131768348436,1.6891806734779051,1.7327403311088776
2016-11-09,1.3767628027218677,1.7244948227801307,1.7244948227801307,1.7244948227801307,1.7647701572178658,1.7647701572178658,1.7106582701948139,1.75477178021968
2016-11-10,1.390864850745065,1.699042069995651,1.699042069995651,1.699042069995651,1.7387229589661024,1.7387229589661024,1.6854097385814804,1.728872153427465
2016-11-11,1.4029523204792342,1.6875085208423257,1.6875085208423257,1.6875085208423257,1.7269200453918068,1.7269200453918068,1.673968729317082,1.7171361097393754
2016-11-14,1.4049668987682622,1.6575548265557778,1.6575548265557778,1.6575548265557778,1.696266786781203,1.696266786781203,1.6442553696842805,1.6866565184103481
2016-11-15,1.4033552361370398,1.6664221062876672,1.6664221062876672,1.6664221062876672,1.7053411605861142,1.7053411605861142,1.6530515024456611,1.6956794809819309
2016-11-16,1.4037581517948456,1.6708153443525744,1.6708153443525744,1.6708153443525744,1.7098370021091422,1.7098370021091422,1.6574094911907664,1.700149851132221
2016-11-17,1.4069814770572906,1.6678690131061042,1.6678690131061042,1.6678690131061042,1.7068218597101255,1.7068218597101255,1.6544867999498718,1.6971517911449197
2016-11-18,1.402146489163623,1.6536221202106467,1.6536221202106467,1.6536221202106467,1.6922422326315998,1.6922422326315998,1.640354217564438,1.6826547655357285
2016-11-21,1.4085931396885134,1.664453437410389,1.664453437410389,1.664453437410389,1.7033265137236415,1.7033265137236415,1.6510986292611758,1.6936762481830783
2016-11-22,1.4226951877117107,1.6674026350846487,1.6674026350846487,1.6674026350846487,1.7063445894954663,1.7063445894954663,1.654024163930963,1.696677224924045
2016-11-23,1.4251126816585442,1.667979848852055,1.667979848852055,1.667979848852055,1.7069352840093597,1.7069352840093597,1.6545967464008204,1.69726457283418
2016-11-24,1.4291418382366008,1.6563330127947204,1.6563330127947204,1.6563330127947204,1.6950164377313193,1.6950164377313193,1.643043359194379,1.6854132532637869
2016-11-25,1.4448555488910206,1.6745447374913636,1.6745447374913636,1.6745447374913636,1.7136534947010178,1.7136534947010178,1.6611089613958394,1.7039447212303183
2016-11-28,1.4513021994159105,1.6809111296371975,1.6809111296371975,1.6809111296371975,1.7201685730414682,1.7201685730414682,1.6674242725418693,1.7104228881298347
2016-11-29,1.4625838378344687,1.6789365567253056,1.6789365567253056,1.6789365567253056,1.7181478842564828,1.7181478842564828,1.6654655426940261,1.7084136476392267
2016-11-30,1.4492876211268826,1.663673497118712,1.663673497118712,1.663673497118712,1.7025283580359691,1.7025283580359691,1.650324946851353,1.69288261447887
2016-12-01,1.4629867534922743,1.679399073683081,1.679399073683081,1.679399073683081,1.7186212032328616,1.7186212032328616,1.6659243486286524,1.7088842850077222
2016-12-02,1.4468701271800488,1.6608983953720584,1.6608983953720584,1.6608983953720584,1.6996884441776938,1.6996884441776938,1.6475721112435942,1.690058790267896
2016-12-05,1.417860199818043,1.626527843068629,1.626527843068629,1.626527843068629,1.6645151724514258,1.6645151724514258,1.613477332429334,1.6550847941410824
2016-12-06,1.415442705871209,1.6246951184348812,1.6246951184348812,1.6246951184348812,1.6626396447912024,1.6626396447912024,1.6116593127343513,1.6532198923589887
2016-12-07,1.4218893563960993,1.6248864438967727,1.6248864438967727,1.6248864438967727,1.6628354386323911,1.6628354386323911,1.6118491030888134,1.6534145769222184
2016-12-08,1.4251126816585442,1.6326932350363543,1.6326932350363543,1.6326932350363543,1.6708245562828319,1.6708245562828319,1.619593256130154,1.6613584319021493
2016-12-09,1.4331709948146572,1.605119603182759,1.605119603182759,1.605119603182759,1.642606946129101,1.642606946129101,1.592240862405007,1.633300689764744
2016-12-12,1.3952969229809273,1.60678488438403,1.60678488438403,1.60678488438403,1.6443111197389941,1.6443111197389941,1.5938927821565327,1.6349952083098387
2016-12-13,1.393282344691899,1.6039268705316299,1.6039268705316299,1.6039268705316299,1.6413863573743848,1.6413863573743848,1.5910576996915953,1.6320870163051893
2016-12-14,1.3836123689045636,1.6112507223828827,1.6112507223828827,1.6112507223828827,1.6488812567572306,1.6488812567572306,1.5983227883271351,1.639539453031192
2016-12-15,1.3678986582501438,1.6043235911602562,1.6043235911602562,1.6043235911602562,1.6417923433575863,1.6417923433575863,1.5914512372165281,1.6324907021583148
2016-12-16,1.3678986582501438,1.6098652961383568,1.6098652961383568,1.6098652961383568,1.647463474077301,1.647463474077301,1.5969484781050132,1.638129702856616
2016-12-19,1.3638695016720872,1.6098652961383568,1.6098652961383568,1.6098652961383568,1.647463474077301,1.647463474077301,1.5969484781050132,1.638129702856616
2016-12-20,1.3537966102269463,1.620948706094559,1.620948706094559,1.620948706094559,1.6588057355167318,1.6588057355167318,1.607942959881984,1.6494077042532194
2016-12-21,1.368704489565755,1.6819074608536708,1.6819074608536708,1.6819074608536708,1.7211881734336005,1.7211881734336005,1.6684126096553238,1.711436711934537
2016-12-22,1.3662869956189212,1.6943762970543985,1.6943762970543985,1.6943762970543985,1.7339482175529604,1.7339482175529604,1.6807814016544163,1.724124463505716
2016-12-23,1.355408272858169,1.6916054445653481,1.6916054445653481,1.6916054445653481,1.7311126521931028,1.7311126521931028,1.6780327812101736,1.7213049631565653
2016-12-26,1.3602432607518364,1.7885852816821166,1.7885852816821166,1.7885852816821166,1.8303574397881208,1.8303574397881208,1.7742344967586683,1.8199874753768432
2016-12-27,1.3582286824628083,1.7802727242149656,1.7802727242149656,1.7802727242149656,1.8218507437085485,1.8218507437085485,1.7659886354259406,1.8115289743293914
2016-12-28,1.350976200622307,1.760499920853101,1.7608523732897081,1.76094048639886,1.801616149300604,1.8020670041928215,1.7463744799358245,1.7917676602822632
2016-12-29,1.3517820319379181,1.760499920853101,1.7608523732897081,1.76094048639886,1.801616149300604,1.8020670041928215,1.7463744799358245,1.7917676602822632
2016-12-30,1.3529907789113351,1.760499920853101,1.7608523732897081,1.76094048639886,1.801616149300604,1.8020670041928215,1.7463744799358245,1.7917676602822632
2017-01-03,1.3683015739079494,1.760499920853101,1.7608523732897081,1.76094048639886,1.801616149300604,1.8020670041928215,1.7463744799358245,1.7917676602822632
2017-01-04,1.380389043642119,1.760499920853101,1.7605002028150503,1.7605002512772603,1.801616149300604,1.8016164874417733,1.7463744799358245,1.7914093067502068
2017-01-05,1.3775686340374793,1.758915470924333,1.7589157526325168,1.7589158010511108,1.7999946947662335,1.7999950326030756,1.7448027429038822,1.7897970383741315
2017-01-06,1.3731365618016174,1.755732447807481,1.755732729005871,1.7557327773368443,1.7967373325914375,1.7967376698169129,1.7416452588992122,1.786558130398284
2017-01-09,1.3779715496952851,1.755732447807481,1.755732729005871,1.7557327773368443,1.7967373325914375,1.7967376698169129,1.7416452588992122,1.786558130398284
2017-01-10,1.3743453087750346,1.755732447807481,1.755732729005871,1.7557327773368443,1.7967373325914375,1.7967376698169129,1.7416452588992122,1.786558130398284
2017-01-11,1.3642724173298935,1.755732447807481,1.755732729005871,1.7557327773368443,1.7967373325914375,1.7967376698169129,1.7416452588992122,1.786558130398284
2017-01-12,1.3574228511471977,1.755732447807481,1.755732729005871,1.7557327773368443,1.7967373325914375,1.7967376698169129,1.7416452588992122,1.786558130398284
2017-01-13,1.3598403450940315,1.755732447807481,1.755732729005871,1.7557327773368443,1.7967373325914375,1.7967376698169129,1.7416452588992122,1.786558130398284
2017-01-16,1.358228682462809,1.755732447807481,1.755732729005871,1.7557327773368443,1.7967373325914375,1.7967376698169129,1.7416452588992122,1.786558130398284
2017-01-17,1.360243260751837,1.755732447807481,1.755732729005871,1.7557327773368443,1.7967373325914375,1.7967376698169129,1.7416452588992122,1.786558130398284
2017-01-18,1.3691074052235612,1.755732447807481,1.755732729005871,1.7557327773368443,1.7967373325914375,1.7967376698169129,1.7416452588992122,1.786558130398284
2017-01-19,1.3642724173298935,1.7541522886044543,1.7541525695497657,1.754152617837241,1.7951202689921053,1.7951206059140776,1.740077778166203,1.7849502280809255
2017-01-20,1.375956971406257,1.7573152979903677,1.7573155794422672,1.7573156278168125,1.7983571500180866,1.7983574875475816,1.7432154090208978,1.7881687709414773
2017-01-23,1.3763598870640628,1.764165402600225,1.7641656851492382,1.76416573371235,1.8053672378592363,1.8053675767044384,1.750010551544817,1.7951391439616387
2017-01-24,1.377178905146219,1.762059722149527,1.7620600043612944,1.762060052866442,1.8032123795372856,1.8032127179780475,1.747921766104704,1.7929964937338592
2017-01-25,1.381273995557002,1.748368708992743,1.7483689890117555,1.7483690371400236,1.7892016146906753,1.789201950501789,1.7343406033348203,1.7790651052132522
2017-01-26,1.3870071221320976,1.7430926057592684,1.7430928849332592,1.7430929329162892,1.783802288807037,1.7838026236047637,1.7291068331248323,1.7736963685698326
2017-02-03,1.3788169413105322,1.7605169316934013,1.760517213658075,1.7605172621207534,1.8016335574266908,1.801633895571127,1.746391354288973,1.791426616252621
2017-02-06,1.378407432269454,1.7747380108723756,1.7747382951146995,1.7747383439688493,1.8161867679130097,1.8161871087889043,1.7604983300753012,1.80589737725152
2017-02-07,1.3759503780229845,1.785776736745258,1.785777022755546,1.7857770719135646,1.8274833016786292,1.827483644674744,1.7714484862934665,1.8171299118453095
2017-02-08,1.3853690859677847,1.785776736745258,1.785777022755546,1.7857770719135646,1.8274833016786292,1.827483644674744,1.7714484862934665,1.8171299118453095
2017-02-09,1.3902831944607241,1.7952239024356078,1.7952241899589554,1.795224239377031,1.837151104597135,1.8371514494077774,1.7808198522753278,1.8267429429733673
2017-02-10,1.397654357200133,1.7805476194375942,1.780547904610386,1.7805479536244597,1.8221320590705015,1.8221324010622542,1.7662613250158508,1.8118089860673077
2017-02-13,1.4050255199395418,1.7842242664393824,1.7842245522010265,1.7842246013163092,1.8258945736467527,1.8258949163446831,1.769908472294644,1.8155501845636113
2017-02-14,1.4066635561038552,1.7847492312842341,1.7847495171299566,1.7847495662596904,1.826431798971842,1.826432141770603,1.7704292250632487,1.8160843663023576
2017-02-15,1.4017494476109158,1.7779251901057942,1.777925474858577,1.777925523800462,1.8194483832698907,1.8194487247579507,1.7636599368497714,1.8091405143135544
2017-02-16,1.40789208322709,1.7857742930560734,1.7857745790659698,1.785774628223921,1.8274808009174264,1.8274811439130725,1.7714460622113188,1.817127425251873
2017-02-17,1.3997019024055246,1.819574437404138,1.819574728827471,1.8195747789158567,1.8620703428906271,1.8620706923783044,1.8049750097610602,1.8515210042787225
2017-02-20,1.4226344087059077,1.8294328128389898,1.8294331058412419,1.8294331562010042,1.872158959299477,1.8721593106806633,1.8147542861297343,1.8615524648282198
2017-02-21,1.4230439177469856,1.8294328128389898,1.8294331058412419,1.8294331562010042,1.872158959299477,1.8721593106806633,1.8147542861297343,1.8615524648282198
2017-02-22,1.4271390081577684,1.837882848926006,1.837883143281617,1.837883193873988,1.880806344792777,1.880806697796971,1.8231365230171694,1.870150859584932
2017-02-23,1.4209963725415944,1.8362287543619724,1.8362290484526635,1.8362290989995014,1.8791136190824635,1.8791139717689538,1.821495700146454,1.8684677238113057
2017-02-24,1.4197678454183598,1.8555363075294147,1.8555366047124067,1.8555366557907336,1.8988720974430238,1.8988724538379371,1.8406483383955292,1.888114262856857
2017-02-27,1.4087111013092461,1.8586763563982018,1.8586766540841047,1.8586767052488693,1.9020854817122255,1.9020858387102515,1.8437631929577174,1.8913094420787169
2017-02-28,1.4107586465146373,1.8546851911884579,1.8546854882351351,1.8546855392900328,1.8980011033994353,1.8980014596308736,1.8398040510202802,1.8872482033266877
2017-03-01,1.4123966826789505,1.8428624623272574,1.8428627574804046,1.8428628082098517,1.885902256365793,1.8859026103264267,1.8280761822928586,1.8752179008755092
2017-03-02,1.407482574186011,1.8457020038716754,1.8457022994796042,1.8457023502872167,1.8888081150042613,1.8888084695102887,1.8308929406631096,1.8781072967166117
2017-03-03,1.4021589566519939,1.8400229207828394,1.8400232154812053,1.840023266132487,1.882996397727325,1.8829967511425647,1.8252594239226076,1.8723285050344067
2017-03-06,1.4091206103503244,1.8528008577327202,1.8528011544776024,1.852801205480629,1.8960727616004314,1.8960731174699437,1.837934836588737,1.8853307863193678
2017-03-07,1.4111681555557156,1.8471217746438844,1.8471220704792037,1.8471221213258993,1.8902610443234953,1.8902613991022197,1.832301319848235,1.8795519946371628
2017-03-08,1.4128061917200285,1.8357636084662126,1.8357639024824062,1.8357639530164396,1.878637609769623,1.8786379623667717,1.8210342863672313,1.867994411272753
2017-03-09,1.4001114114466024,1.834111421218593,1.834111714970172,1.8341117654587247,1.8769468359208301,1.8769471882006417,1.8193953555095008,1.8663132163026075
2017-03-10,1.4013399385698373,1.8243583915045796,1.824358683694112,1.8243587339141878,1.8669660255673366,1.866966375973873,1.8097205796160971,1.8563889510460498
2017-03-13,1.4164917730897333,1.839550074764692,1.8395503693873267,1.839550420025592,1.8825125084568193,1.8825128617812392,1.824790371803235,1.8718473571811545
2017-03-14,1.4132157007611073,1.8346770944341895,1.834677388276367,1.8346774387804912,1.877525720354947,1.8775260727434082,1.8199564900236238,1.8668888211356416
2017-03-15,1.4156727550075767,1.8346770944341895,1.834677388276367,1.8346774387804912,1.877525720354947,1.8775260727434082,1.8199564900236238,1.8668888211356416
2017-03-16,1.4242724448702204,1.8568909773051532,1.8568912747051096,1.8568913258207271,1.9002584053411564,1.9002587619962628,1.8419921389246108,1.8894927167920639
2017-03-17,1.4083015922681679,1.8590517231696535,1.8590520209156753,1.8590520720907728,1.902469615121917,1.90246997219204,1.8441355479589956,1.891691399226149
2017-03-20,1.4091206103503242,1.8655320777602233,1.8655323765441398,1.8655324278976255,1.909101317483998,1.9091016757988097,1.8505639071675675,1.898285530465282
2017-03-21,1.4189488273362028,1.857438663106166,1.8574389605938397,1.8574390117245339,1.9008188822671475,1.9008192390274483,1.8425354303468837,1.8900500184025257
2017-03-22,1.4115776645967941,1.8709423974798929,1.870942697130327,1.8709427486327455,1.9146379944610197,1.9146383538149978,1.8559308169724515,1.9037908400557608
2017-03-23,1.4156727550075767,1.8725599269301638,1.8725602268396617,1.8725602783866069,1.9162933010844732,1.916293660749132,1.8575353681110447,1.9054367687359246
2017-03-24,1.4291865533631598,1.8693255664950201,1.8693258658865022,1.8693259173444134,1.9129834026155257,1.9129837616589573,1.854326958695092,1.9021456221040671
2017-03-27,1.4226344087059075,1.8838864868831529,1.8838867886067143,1.8838868404654519,1.9278843912547234,1.927884753094887,1.8687710489611626,1.9169621909599805
2017-03-28,1.420586863500516,1.8799307020379958,1.879931003127998,1.8799310548778427,1.923836219609967,1.9238365806903386,1.8648470035125542,1.912936953751403
2017-03-29,1.4177203002129684,1.875219096268477,1.8752193966038677,1.8752194482240134,1.9190145749492902,1.9190149351246986,1.8601732014987382,1.9081426255465121
2017-03-30,1.404206501857385,1.8738729231914715,1.873873223311259,1.8738732748943479,1.9176369621890967,1.9176373221059442,1.8588378294947907,1.906772817487972
2017-03-31,1.4144442278843419,1.8574627368395071,1.8574630343310365,1.8574630854623935,1.9008435182391505,1.9008438750040753,1.842559310923671,1.8900745148023523
2017-04-05,1.4377862432258033,1.8567197517447713,1.8567200491173041,1.8567201002282085,1.900083180831855,1.9000835374540737,1.8418222871993017,1.8893184849964315
2017-04-06,1.4361482070614904,1.857783774525141,1.8577840720680878,1.8577841232082821,1.9011720537148533,1.90117241054144,1.8428777727507055,1.8904011889992949
