base_pool,plus_159981_risk,plus_159981_defensive,plus_163208_risk,plus_163208_defensive
1.103723875944797,1.103723875944797,1.103723875944797,1.103723875944797,1.103723875944797
1.1120664600411294,1.1120664600411294,1.1120664600411294,1.1120664600411294,1.1120664600411294
1.1183233981133789,1.1183233981133789,1.1183233981133789,1.1183233981133789,1.1183233981133789
1.1212433025470954,1.1212433025470954,1.1212433025470954,1.1212433025470954,1.1212433025470954
1.14293402119756,1.14293402119756,1.14293402119756,1.14293402119756,1.14293402119756
1.145019667221643,1.145019667221643,1.145019667221643,1.145019667221643,1.145019667221643
1.1533590257125048,1.1533590257125048,1.1533590257125048,1.1533590257125048,1.1533590257125048
1.1566741498455566,1.1566741498455566,1.1566741498455566,1.1566741498455566,1.1566741498455566
1.1512515880179357,1.1512515880179357,1.1512515880179357,1.1512515880179357,1.1512515880179357
1.1550056692832116,1.1550056692832116,1.1550056692832116,1.1550056692832116,1.1550056692832116
1.137903743519177,1.137903743519177,1.137903743519177,1.137903743519177,1.137903743519177
1.1195504573333839,1.1195504573333839,1.1195504573333839,1.1195504573333839,1.1195504573333839
1.1245558990204183,1.1245558990204183,1.1245558990204183,1.1245558990204183,1.1245558990204183
1.084116518510726,1.084116518510726,1.084116518510726,1.084116518510726,1.084116518510726
1.0832158678645787,1.0832158678645787,1.0832158678645787,1.0832158678645787,1.0832158678645787
1.0836672078095224,1.0836672078095224,1.0836672078095224,1.0836672078095224,1.0836672078095224
1.0792385843217238,1.0792385843217238,1.0792385843217238,1.0792385843217238,1.0792385843217238
1.0790928871128405,1.0790928871128405,1.0790928871128405,1.0790928871128405,1.0790928871128405
1.0889100412252652,1.0889100412252652,1.0889100412252652,1.0889100412252652,1.0889100412252652
1.0885795739591009,1.0885795739591009,1.0885795739591009,1.0885795739591009,1.0885795739591009
1.0746885472876497,1.0746885472876497,1.0746885472876497,1.0746885472876497,1.0746885472876497
1.0830279611723108,1.0830279611723108,1.0830279611723108,1.0830279611723108,1.0830279611723108
1.0861614060197897,1.0861614060197897,1.0861614060197897,1.0861614060197897,1.0861614060197897
1.0826080419349693,1.0826080419349693,1.0826080419349693,1.0826080419349693,1.0826080419349693
1.0821598944894768,1.0821598944894768,1.0821598944894768,1.0821598944894768,1.0821598944894768
1.080140970463673,1.080140970463673,1.080140970463673,1.080140970463673,1.080140970463673
1.0759698810570506,1.0759698810570506,1.0759698810570506,1.0759698810570506,1.0759698810570506
1.0726351215286252,1.0726351215286252,1.0726351215286252,1.0726351215286252,1.0726351215286252
1.0726351215286252,1.0726351215286252,1.0726351215286252,1.0726351215286252,1.0726351215286252
1.0726351215286252,1.0726351215286252,1.0726351215286252,1.0726351215286252,1.0726351215286252
1.0726351215286252,1.0726351215286252,1.0726351215286252,1.0726351215286252,1.0726351215286252
1.0726351215286252,1.0726351215286252,1.0726351215286252,1.0726351215286252,1.0726351215286252
1.0724903157872188,1.0724903157872188,1.0724903157872188,1.0724903157872188,1.0724903157872188
1.0732696340097632,1.0732696340097632,1.0732696340097632,1.0732696340097632,1.0732696340097632
1.074047425270606,1.074047425270606,1.074047425270606,1.074047425270606,1.074047425270606
1.0736038416303413,1.0736038416303413,1.0736038416303413,1.0736038416303413,1.0736038416303413
1.0688299846401734,1.0688299846401734,1.0688299846401734,1.0688299846401734,1.0688299846401734
1.0695042465463716,1.0695042465463716,1.0695042465463716,1.0695042465463716,1.0695042465463716
1.0605293857361922,1.0605293857361922,1.0605293857361922,1.0605293857361922,1.0605293857361922
1.059582633697759,1.059582633697759,1.059582633697759,1.059582633697759,1.059582633697759
1.059582633697759,1.059582633697759,1.059582633697759,1.059582633697759,1.059582633697759
1.059582633697759,1.059582633697759,1.059582633697759,1.059582633697759,1.059582633697759
1.059582633697759,1.059582633697759,1.059582633697759,1.059582633697759,1.059582633697759
1.059582633697759,1.059582633697759,1.059582633697759,1.059582633697759,1.059582633697759
1.059582633697759,1.059582633697759,1.059582633697759,1.059582633697759,1.059582633697759
1.059582633697759,1.059582633697759,1.059582633697759,1.059582633697759,1.059582633697759
1.059582633697759,1.059582633697759,1.059582633697759,1.059582633697759,1.059582633697759
1.059582633697759,1.059582633697759,1.059582633697759,1.059582633697759,1.059582633697759
1.059582633697759,1.059582633697759,1.059582633697759,1.059582633697759,1.059582633697759
1.059582633697759,1.059582633697759,1.059582633697759,1.059582633697759,1.059582633697759
1.059582633697759,1.059582633697759,1.059582633697759,1.059582633697759,1.059582633697759
1.059582633697759,1.059582633697759,1.059582633697759,1.059582633697759,1.059582633697759
1.059582633697759,1.059582633697759,1.059582633697759,1.059582633697759,1.059582633697759
1.059582633697759,1.059582633697759,1.059582633697759,1.059582633697759,1.059582633697759
1.059582633697759,1.059582633697759,1.059582633697759,1.059582633697759,1.059582633697759
1.059582633697759,1.059582633697759,1.059582633697759,1.059582633697759,1.059582633697759
1.059582633697759,1.059582633697759,1.059582633697759,1.059582633697759,1.059582633697759
1.059582633697759,1.059582633697759,1.059582633697759,1.059582633697759,1.059582633697759
1.059582633697759,1.059582633697759,1.059582633697759,1.059582633697759,1.059582633697759
1.059582633697759,1.059582633697759,1.059582633697759,1.059582633697759,1.059582633697759
1.059582633697759,1.059582633697759,1.059582633697759,1.059582633697759,1.059582633697759
1.059582633697759,1.059582633697759,1.059582633697759,1.059582633697759,1.059582633697759
1.059582633697759,1.059582633697759,1.059582633697759,1.059582633697759,1.059582633697759
1.059582633697759,1.059582633697759,1.059582633697759,1.059582633697759,1.059582633697759
1.059582633697759,1.059582633697759,1.059582633697759,1.059582633697759,1.059582633697759
1.059582633697759,1.059582633697759,1.059582633697759,1.059582633697759,1.059582633697759
1.059582633697759,1.059582633697759,1.059582633697759,1.059582633697759,1.059582633697759
1.059582633697759,1.059582633697759,1.059582633697759,1.059582633697759,1.059582633697759
1.059582633697759,1.059582633697759,1.059582633697759,1.059582633697759,1.059582633697759
1.059582633697759,1.059582633697759,1.059582633697759,1.059582633697759,1.059582633697759
1.0590528423809102,1.0590528423809102,1.0590528423809102,1.0590528423809102,1.0590528423809102
1.0590528423809102,1.0590528423809102,1.0590528423809102,1.0590528423809102,1.0590528423809102
1.0602682817562517,1.0602682817562517,1.0602682817562517,1.0602682817562517,1.0602682817562517
1.0489241809197307,1.0489241809197307,1.0489241809197307,1.0489241809197307,1.0489241809197307
1.0545962313379913,1.0545962313379913,1.0545962313379913,1.0545962313379913,1.0545962313379913
1.0521653525873083,1.0521653525873083,1.0521653525873083,1.0521653525873083,1.0521653525873083
1.0740432613434554,1.0740432613434554,1.0740432613434554,1.0740432613434554,1.0740432613434554
1.0698617447458223,1.0698617447458223,1.0698617447458223,1.0698617447458223,1.0698617447458223
1.0698617447458223,1.0698617447458223,1.0698617447458223,1.0698617447458223,1.0698617447458223
1.0693268138734495,1.0693268138734495,1.0693268138734495,1.0693268138734495,1.0693268138734495
1.0708435749395773,1.0708435749395773,1.0708435749395773,1.0708435749395773,1.0708435749395773
1.0708435749395773,1.0708435749395773,1.0708435749395773,1.0708435749395773,1.0708435749395773
1.0708435749395773,1.0708435749395773,1.0708435749395773,1.0708435749395773,1.0708435749395773
1.0708435749395773,1.0708435749395773,1.0708435749395773,1.0708435749395773,1.0708435749395773
1.0708435749395773,1.0708435749395773,1.0708435749395773,1.0708435749395773,1.0708435749395773
1.0708435749395773,1.0708435749395773,1.0708435749395773,1.0708435749395773,1.0708435749395773
1.0708435749395773,1.0708435749395773,1.0708435749395773,1.0708435749395773,1.0708435749395773
1.0708435749395773,1.0708435749395773,1.0708435749395773,1.0708435749395773,1.0708435749395773
1.0708435749395773,1.0708435749395773,1.0708435749395773,1.0708435749395773,1.0708435749395773
1.0708435749395773,1.0708435749395773,1.0708435749395773,1.0708435749395773,1.0708435749395773
1.0708435749395773,1.0708435749395773,1.0708435749395773,1.0708435749395773,1.0708435749395773
1.0708435749395773,1.0708435749395773,1.0708435749395773,1.0708435749395773,1.0708435749395773
1.0708435749395773,1.0708435749395773,1.0708435749395773,1.0708435749395773,1.0708435749395773
1.0708435749395773,1.0708435749395773,1.0708435749395773,1.0708435749395773,1.0708435749395773
1.0708435749395773,1.0708435749395773,1.0708435749395773,1.0708435749395773,1.0708435749395773
1.0708435749395773,1.0708435749395773,1.0708435749395773,1.0708435749395773,1.0708435749395773
1.0708435749395773,1.0708435749395773,1.0708435749395773,1.0708435749395773,1.0708435749395773
1.0708435749395773,1.0708435749395773,1.0708435749395773,1.0708435749395773,1.0708435749395773
1.0708435749395773,1.0708435749395773,1.0708435749395773,1.0708435749395773,1.0708435749395773
1.0708435749395773,1.0708435749395773,1.0708435749395773,1.0708435749395773,1.0708435749395773
1.0708435749395773,1.0708435749395773,1.0708435749395773,1.0708435749395773,1.0708435749395773
1.0708435749395773,1.0708435749395773,1.0708435749395773,1.0708435749395773,1.0708435749395773
1.0708435749395773,1.0708435749395773,1.0708435749395773,1.0708435749395773,1.0708435749395773
1.0708435749395773,1.0708435749395773,1.0708435749395773,1.0708435749395773,1.0708435749395773
1.0708435749395773,1.0708435749395773,1.0708435749395773,1.0708435749395773,1.0708435749395773
1.0708435749395773,1.0708435749395773,1.0708435749395773,1.0708435749395773,1.0708435749395773
1.0708435749395773,1.0708435749395773,1.0708435749395773,1.0708435749395773,1.0708435749395773
1.0708435749395773,1.0708435749395773,1.0708435749395773,1.0708435749395773,1.0708435749395773
1.0708435749395773,1.0708435749395773,1.0708435749395773,1.0708435749395773,1.0708435749395773
1.0708435749395773,1.0708435749395773,1.0708435749395773,1.0708435749395773,1.0708435749395773
1.0708435749395773,1.0708435749395773,1.0708435749395773,1.0708435749395773,1.0708435749395773
1.0708435749395773,1.0708435749395773,1.0708435749395773,1.0708435749395773,1.0708435749395773
1.0708435749395773,1.0708435749395773,1.0708435749395773,1.0708435749395773,1.0708435749395773
1.0708435749395773,1.0708435749395773,1.0708435749395773,1.0708435749395773,1.0708435749395773
1.0708435749395773,1.0708435749395773,1.0708435749395773,1.0708435749395773,1.0708435749395773
1.0708435749395773,1.0708435749395773,1.0708435749395773,1.0708435749395773,1.0708435749395773
1.0708435749395773,1.0708435749395773,1.0708435749395773,1.0708435749395773,1.0708435749395773
1.0708435749395773,1.0708435749395773,1.0708435749395773,1.0708435749395773,1.0708435749395773
1.0708435749395773,1.0708435749395773,1.0708435749395773,1.0708435749395773,1.0708435749395773
1.0708435749395773,1.0708435749395773,1.0708435749395773,1.0708435749395773,1.0708435749395773
1.0703081531521075,1.0703081531521075,1.0703081531521075,1.0703081531521075,1.0703081531521075
1.0679109050823625,1.0679109050823625,1.0679109050823625,1.0679109050823625,1.0679109050823625
1.0679109050823625,1.0679109050823625,1.0679109050823625,1.0679109050823625,1.0679109050823625
1.0679109050823625,1.0679109050823625,1.0679109050823625,1.0679109050823625,1.0679109050823625
1.0679109050823625,1.0679109050823625,1.0679109050823625,1.0679109050823625,1.0679109050823625
1.0679109050823625,1.0679109050823625,1.0679109050823625,1.0679109050823625,1.0679109050823625
1.0679109050823625,1.0679109050823625,1.0679109050823625,1.0679109050823625,1.0679109050823625
1.0673769496298213,1.0673769496298213,1.0673769496298213,1.0673769496298213,1.0673769496298213
1.0673769496298213,1.0673769496298213,1.0673769496298213,1.0673769496298213,1.0673769496298213
1.0651597145869676,1.0651597145869676,1.0651597145869676,1.0651597145869676,1.0651597145869676
1.052216826747813,1.052216826747813,1.052216826747813,1.052216826747813,1.052216826747813
1.052216826747813,1.052216826747813,1.052216826747813,1.052216826747813,1.052216826747813
1.052216826747813,1.052216826747813,1.052216826747813,1.052216826747813,1.052216826747813
1.052216826747813,1.052216826747813,1.052216826747813,1.052216826747813,1.052216826747813
1.052216826747813,1.052216826747813,1.052216826747813,1.052216826747813,1.052216826747813
1.052216826747813,1.052216826747813,1.052216826747813,1.052216826747813,1.052216826747813
1.051690718334439,1.051690718334439,1.051690718334439,1.051690718334439,1.051690718334439
1.075091624347871,1.075091624347871,1.075091624347871,1.075091624347871,1.075091624347871
1.074554078535697,1.074554078535697,1.074554078535697,1.074554078535697,1.074554078535697
1.074554078535697,1.074554078535697,1.074554078535697,1.074554078535697,1.074554078535697
1.074554078535697,1.074554078535697,1.074554078535697,1.074554078535697,1.074554078535697
1.074554078535697,1.074554078535697,1.074554078535697,1.074554078535697,1.074554078535697
1.0740168014964293,1.0740168014964293,1.0740168014964293,1.0740168014964293,1.0740168014964293
1.0903378672853152,1.0903378672853152,1.0903378672853152,1.0903378672853152,1.0903378672853152
1.0898845043467351,1.0898845043467351,1.0898845043467351,1.0898845043467351,1.0898845043467351
1.0843740591734687,1.0843740591734687,1.0843740591734687,1.0843740591734687,1.0843740591734687
1.0761752295003288,1.0761752295003288,1.0761752295003288,1.0761752295003288,1.0761752295003288
1.0849920389352412,1.0849920389352412,1.0849920389352412,1.0849920389352412,1.0849920389352412
1.0993311407713897,1.0993311407713897,1.0993311407713897,1.0993311407713897,1.0993311407713897
1.1041108413834393,1.1041108413834393,1.1041108413834393,1.1041108413834393,1.1041108413834393
1.1149737973199154,1.1149737973199154,1.1149737973199154,1.1149737973199154,1.1149737973199154
1.1067179508081937,1.1067179508081937,1.1067179508081937,1.1067179508081937,1.1067179508081937
1.101069213721226,1.101069213721226,1.101069213721226,1.101069213721226,1.101069213721226
1.0783718928766102,1.0783718928766102,1.0783718928766102,1.0783718928766102,1.0783718928766102
1.0717586501452856,1.0717586501452856,1.0717586501452856,1.0717586501452856,1.0717586501452856
1.0840290654889786,1.0840290654889786,1.0840290654889786,1.0840290654889786,1.0840290654889786
1.0737131663725095,1.0737131663725095,1.0737131663725095,1.0737131663725095,1.0737131663725095
1.066305190268234,1.066305190268234,1.066305190268234,1.066305190268234,1.066305190268234
1.0672786145575621,1.0672786145575621,1.0672786145575621,1.0672786145575621,1.0672786145575621
1.0640346066105786,1.0640346066105786,1.0640346066105786,1.0640346066105786,1.0640346066105786
1.0728001090906656,1.0728001090906656,1.0728001090906656,1.0728001090906656,1.0728001090906656
1.0656843867453394,1.0656843867453394,1.0656843867453394,1.0656843867453394,1.0656843867453394
1.0660019198030206,1.0660019198030206,1.0660019198030206,1.0660019198030206,1.0660019198030206
1.0594795371197134,1.0594795371197134,1.0594795371197134,1.0594795371197134,1.0594795371197134
1.0500414810988663,1.0500414810988663,1.0500414810988663,1.0500414810988663,1.0500414810988663
1.0504576687647793,1.0504576687647793,1.0504576687647793,1.0504576687647793,1.0504576687647793
1.0492091057670399,1.0492091057670399,1.0492091057670399,1.0492091057670399,1.0492091057670399
1.0299690413032412,1.0299690413032412,1.0299690413032412,1.0299690413032412,1.0299690413032412
1.0241504637454668,1.0241504637454668,1.0241504637454668,1.0241504637454668,1.0241504637454668
1.0481053066746375,1.0481053066746375,1.0481053066746375,1.0481053066746375,1.0481053066746375
1.048126767686944,1.048126767686944,1.048126767686944,1.048126767686944,1.048126767686944
1.0355894889061528,1.0355894889061528,1.0355894889061528,1.0355894889061528,1.0355894889061528
1.0444299991114248,1.0444299991114248,1.0444299991114248,1.0444299991114248,1.0444299991114248
1.0444299991114248,1.0444299991114248,1.0444299991114248,1.0444299991114248,1.0444299991114248
1.0444299991114248,1.0444299991114248,1.0444299991114248,1.0444299991114248,1.0444299991114248
1.0444299991114248,1.0444299991114248,1.0444299991114248,1.0444299991114248,1.0444299991114248
1.0439077841118691,1.0439077841118691,1.0439077841118691,1.0439077841118691,1.0439077841118691
1.0402228568807612,1.0402228568807612,1.0402228568807612,1.0402228568807612,1.0402228568807612
1.0397027454523209,1.0397027454523209,1.0397027454523209,1.0397027454523209,1.0397027454523209
1.0353258873581854,1.0353258873581854,1.0353258873581854,1.0353258873581854,1.0353258873581854
1.0276496740534529,1.0276496740534529,1.0276496740534529,1.0276496740534529,1.0276496740534529
1.0276496740534529,1.0276496740534529,1.0276496740534529,1.0276496740534529,1.0276496740534529
1.0276496740534529,1.0276496740534529,1.0276496740534529,1.0276496740534529,1.0276496740534529
1.0276496740534529,1.0276496740534529,1.0276496740534529,1.0276496740534529,1.0276496740534529
1.0276496740534529,1.0276496740534529,1.0276496740534529,1.0276496740534529,1.0276496740534529
1.0276496740534529,1.0276496740534529,1.0276496740534529,1.0276496740534529,1.0276496740534529
1.0276496740534529,1.0276496740534529,1.0276496740534529,1.0276496740534529,1.0276496740534529
1.0276496740534529,1.0276496740534529,1.0276496740534529,1.0276496740534529,1.0276496740534529
1.0276496740534529,1.0276496740534529,1.0276496740534529,1.0276496740534529,1.0276496740534529
1.0276496740534529,1.0276496740534529,1.0276496740534529,1.0276496740534529,1.0276496740534529
1.0276496740534529,1.0276496740534529,1.0276496740534529,1.0276496740534529,1.0276496740534529
1.0276496740534529,1.0276496740534529,1.0276496740534529,1.0276496740534529,1.0276496740534529
1.0272386141838314,1.0272386141838314,1.0272386141838314,1.0272386141838314,1.0272386141838314
1.0124935623055946,1.0124935623055946,1.0124935623055946,1.0124935623055946,1.0124935623055946
1.0104448968906103,1.0104448968906103,1.0104448968906103,1.0104448968906103,1.0104448968906103
1.0104448968906103,1.0104448968906103,1.0104448968906103,1.0104448968906103,1.0104448968906103
1.0104448968906103,1.0104448968906103,1.0104448968906103,1.0104448968906103,1.0104448968906103
1.0104448968906103,1.0104448968906103,1.0104448968906103,1.0104448968906103,1.0104448968906103
1.010040718931854,1.010040718931854,1.010040718931854,1.010040718931854,1.010040718931854
1.0110342016062133,1.0110342016062133,1.0110342016062133,1.0110342016062133,1.0110342016062133
1.013351758515339,1.013351758515339,1.013351758515339,1.013351758515339,1.013351758515339
1.0004470340803682,1.0004470340803682,1.0004470340803682,1.0004470340803682,1.0004470340803682
0.9994511515080775,0.9994511515080775,0.9994511515080775,0.9994511515080775,0.9994511515080775
1.0064240665185988,1.0064240665185988,1.0064240665185988,1.0064240665185988,1.0064240665185988
