date,baseline_step_nav,continuous_transition_nav,hs300_benchmark_nav
2015-07-17,1.4458597018741037,1.4935820461864062,1.6654431125035751
2015-07-20,1.4458597018741037,1.4935820461864062,1.6606847036107073
2015-07-21,1.4458597018741037,1.4935820461864062,1.6709945895452536
2015-07-22,1.4458597018741037,1.4935820461864062,1.663063908057141
2015-07-23,1.4458597018741037,1.4935820461864062,1.708268792539381
2015-07-24,1.4458597018741037,1.4935820461864062,1.6725807258428758
2015-07-27,1.4458597018741037,1.4935820461864062,1.508019084964546
2015-07-28,1.4458597018741037,1.4935820461864062,1.5254665842383934
2015-07-29,1.4458597018741037,1.4935820461864062,1.5813778887295848
2015-07-30,1.4458597018741037,1.4935820461864062,1.5270527205360156
2015-07-31,1.4458597018741037,1.4935820461864062,1.5270527205360156
2015-08-03,1.4458597018741037,1.4935820461864062,1.5274492546104212
2015-08-04,1.4458597018741037,1.4935820461864062,1.5881189679944796
2015-08-05,1.4458597018741037,1.4935820461864062,1.55282743537238
2015-08-06,1.4458597018741037,1.4935820461864062,1.5357764701729388
2015-08-07,1.445281357993354,1.4929586976804754,1.567499196125388
2015-08-10,1.4495108050400651,1.4959800925901174,1.6448233406344819
2015-08-11,1.4777641677711715,1.5064027014553916,1.6253931709886074
2015-08-12,1.4626224026952044,1.4909674944631675,1.6087387398635715
2015-08-13,1.4824509045803997,1.5111802655244135,1.6305481139558804
2015-08-14,1.4781062995582457,1.5067514636324306,1.6265827732118245
2015-08-17,1.4775150570384223,1.506038666384708,1.6293585117326634
2015-08-18,1.4780287519735076,1.5106296338747378,1.5175359027502808
2015-08-19,1.4821379544116617,1.512104823007937,1.552430901297975
2015-08-20,1.5006165574796513,1.518170584328345,1.5127774938574134
2015-08-21,1.5229798891116275,1.5292936887858664,1.4374360197203468
2015-08-24,1.5172448183994915,1.5235348422590576,1.293890684785515
2015-08-25,1.508960827370851,1.5152165083870006,1.1828611439519434
2015-08-26,1.4968534558674533,1.5030589434970714,1.2161700062020147
2015-08-27,1.4796482437310456,1.4857824039166452,1.2915114803390808
2015-08-28,1.4866577746014338,1.492820994116078,1.3490089211278946
2015-08-31,1.490481155076191,1.4966602251339503,1.346233182607055
2015-09-01,1.500039606263084,1.5062583026786316,1.341078239639782
2015-09-02,1.4981279160257055,1.5043386871696953,1.3371128988957257
2015-09-07,1.47391317301891,1.4800235573898366,1.30420057072006
2015-09-08,1.4675408722276477,1.4736248390267157,1.3394921033421596
2015-09-09,1.47391317301891,1.4800235573898368,1.364870284104119
2015-09-10,1.4567079608825022,1.4627470178094106,1.3406817055653766
2015-09-11,1.4573451909616282,1.4633868896457225,1.343457444086216
2015-09-14,1.4541590405659972,1.460187530464162,1.2962698892319482
2015-09-15,1.4528845804077446,1.4589077867915377,1.2582026180890094
2015-09-16,1.4509728901703662,1.4569881712826016,1.3264064788867749
2015-09-17,1.4688153323859,1.4749045826993397,1.30063176405041
2015-09-18,1.4763607737528335,1.4824813051131112,1.3002352299760045
2015-09-21,1.4756225933659572,1.4817400644605547,1.3240272744403414
2015-09-22,1.4668204134310943,1.4729013934326691,1.3343371603748875
2015-09-23,1.4624193234636629,1.4684820579187263,1.3034075025712497
2015-09-24,1.4737364119513439,1.4798460635260078,1.314510456654607
2015-09-25,1.4831673190244115,1.4893160681987425,1.285960003297403
2015-09-28,1.4736279565200041,1.4797371584722716,1.2934941507111095
2015-09-29,1.4736279565200041,1.4797371584722716,1.2685125040235559
2015-09-30,1.4730385053373962,1.4790903313709811,1.2772362536604793
2015-10-08,1.4879944677134802,1.4879833669427316,1.3232342062915308
2015-10-09,1.5067225970643838,1.5067113565776113,1.3398886374165664
2015-10-12,1.5695956027424183,1.5695838932089945,1.3957999419077578
2015-10-13,1.5570453035841831,1.5570032296407397,1.3858865900476174
2015-10-14,1.5760384864487422,1.571409318368744,1.3708182952202042
2015-10-15,1.581298523116072,1.5889213857998556,1.4061098278423037
2015-10-16,1.5786706900905365,1.596056860460997,1.4255399974881786
2015-10-19,1.5751486376615023,1.5960004070357012,1.4231607930417447
2015-10-20,1.5957761065860192,1.6169009417614406,1.4417978945388088
2015-10-21,1.5465447898332658,1.5669326616137644,1.3985756804285971
2015-10-22,1.5400002429170887,1.5585525952904535,1.41641971377685
2015-10-23,1.5671615014007887,1.5860410649162369,1.4414013604644034
2015-10-26,1.569748287923046,1.5886590144044068,1.443780564910837
2015-10-27,1.5706105500971315,1.5895316642337964,1.444573633059648
2015-10-28,1.543018160526389,1.5616068696933185,1.419195452297689
2015-10-29,1.5451738159616033,1.5637884942667934,1.421178122669717
2015-10-30,1.5456049470486461,1.5642248191814883,1.4215746567441225
2015-11-02,1.5182173447442482,1.5365072789754894,1.3977826122797854
2015-11-03,1.538234409127286,1.5567654885360183,1.387076192270834
2015-11-04,1.538234409127286,1.5567654885360183,1.4703483478960127
2015-11-05,1.5627100914731622,1.5815360289415263,1.4937438582859437
2015-11-06,1.6000458781024658,1.6193215990516243,1.5294319249824493
2015-11-09,1.6166395610488227,1.6361151857672231,1.5452932879586738
2015-11-10,1.6120762982385743,1.6314969494204332,1.5409314131402119
2015-11-11,1.6100020878702794,1.6293977510809832,1.5389487427681836
2015-11-12,1.5934084049239226,1.6126041643653843,1.523087379791959
2015-11-13,1.5780592481985423,1.5970700966534552,1.5084156190389513
2015-11-16,1.5871857738190385,1.6063065693470346,1.5171393686758747
2015-11-17,1.5813779847878136,1.600428813996575,1.511587891634196
2015-11-18,1.567688196357069,1.5865741049562059,1.4985022671788106
2015-11-19,1.5913341945556276,1.6105049660259343,1.5211047094199306
2015-11-20,1.5867709317453795,1.6058867296791446,1.5167428346014689
2015-11-23,1.57888893234586,1.597909775989235,1.5092086871877621
2015-11-24,1.5787113384541265,1.5990996282117371,1.510398289410979
2015-11-25,1.5852767792533125,1.6086099667039022,1.519518573122308
2015-11-26,1.5778302808121434,1.6010538656076938,1.512380959783007
2015-11-27,1.4912658947777562,1.513115434806097,1.430694940455451
2015-11-30,1.4788274122465181,1.5053237942409292,1.4310914745298566
2015-12-01,1.4967115367006216,1.5211003021881204,1.4421944286132136
2015-12-02,1.4910457540899589,1.5251008418680905,1.504053744220489
2015-12-03,1.4941905909032254,1.5283175059163228,1.507226016815734
2015-12-04,1.4645677612302015,1.4991021602500272,1.4786755634585298
2015-12-07,1.4845332815213867,1.50570729935511,1.4818478360537746
2015-12-08,1.4622871311962067,1.4831438503950118,1.4596419278870603
2015-12-09,1.4629555485629413,1.4837980389174117,1.4616245982590883
2015-12-10,1.4624309567033043,1.480627559534818,1.458848859738249
2015-12-11,1.4624309567033043,1.4810486315329012,1.4517112463989479
2015-12-14,1.468139132952676,1.4856230002466861,1.4961230627323765
2015-12-15,1.468139132952676,1.4856230002466861,1.4818478360537741
2015-12-16,1.467551877299495,1.4850167460122419,1.4822443701281798
2015-12-17,1.4680790625270839,1.4862293066816072,1.5100017553365728
2015-12-18,1.4622805455835297,1.479569459988266,1.5155532323782512
2015-12-21,1.4733614265784793,1.4880256558440115,1.5552066398188127
2015-12-22,1.4791548048420586,1.49120956345681,1.5571893101908407
2015-12-23,1.47652402706555,1.4891268532456556,1.555206639818813
2015-12-24,1.4770504170930245,1.489547613229643,1.5365695383217493
2015-12-25,1.4796821327582235,1.4914435511132085,1.5445002198098614
2015-12-28,1.4763778249939186,1.4887867883829506,1.4981057331044045
2015-12-29,1.4788616135700847,1.4912632611114685,1.511984425708601
2015-12-30,1.4771350294791097,1.489527473967864,1.5115878916341954
2015-12-31,1.468434605460487,1.4806743280957984,1.4981057331044045
2016-01-04,1.478286854285962,1.4899253330958138,1.4017479530238408
2016-01-05,1.490764619826359,1.5025013354631265,1.3985756804285958
2016-01-06,1.5032423853667563,1.5150773378304392,1.4203850545209045
2016-01-07,1.5360786104730635,1.548172080902314,1.3815247152291545
2016-01-08,1.5354218859709374,1.5475101860408766,1.3513881255743279
2016-01-11,1.5413324064900729,1.5534672397938143,1.2819946625533458
2016-01-12,1.5222873959284147,1.534272288812127,1.291114946264675
2016-01-13,1.5104663548901438,1.522358181306252,1.2732709129164224
2016-01-14,1.5216306714262886,1.5336103939506895,1.2946837529343256
2016-01-15,1.5130932528986485,1.5250057607520018,1.2566164817913867
2016-01-18,1.5190037734177841,1.5309628145049397,1.2574095499401978
2016-01-19,1.5176903244135316,1.5296390247820646,1.2934941507111088
2016-01-20,1.5295113654518022,1.5415531322879397,1.2768397195860732
2016-01-21,1.5433025799964513,1.5554529243781272,1.24017439472576
2016-01-22,1.533451712464559,1.5455245014565646,1.2522618644599293
2016-01-25,1.5360786104730637,1.5481720809023147,1.257096852353597
2016-01-26,1.5623475905581097,1.5746478753598148,1.1861836965798043
2016-01-27,1.559720692549605,1.5720002959140646,1.1732903955300238
2016-01-28,1.550526549519839,1.5627337678539397,1.1479067090882686
2016-01-29,1.551839998524091,1.5640575575768143,1.1805428773705255
2016-02-01,1.5649744885666141,1.5772954548055644,1.167649576320745
2016-02-02,1.5689148355793707,1.5812668239741892,1.1926303471046946
2016-02-03,1.5754820806006324,1.5878857725885644,1.1869895278954157
2016-02-04,1.5899300196474075,1.6024474595401892,1.2027032385498357
2016-02-05,1.6096317547111922,1.6223043053833146,1.1886011905266383
2016-02-15,1.6726773069153025,1.6858462120813147,1.184169118290776
2016-02-16,1.6496919493408873,1.662679891931002,1.217611117888644
2016-02-17,1.6634831638855363,1.6765796840211893,1.2301015032806188
2016-02-18,1.666110061894041,1.6792272634669394,1.228489840649396
2016-02-19,1.6904088684727085,1.703717373340127,1.2252665153869509
2016-02-22,1.677931102932312,1.6911413709728147,1.2506502018287062
2016-02-23,1.6792445519365642,1.6924651606956895,1.2409802260413711
2016-02-24,1.6923790419790872,1.7057030579244394,1.2502472861709009
2016-02-25,1.7166778485577547,1.730193167797627,1.170469985925384
2016-02-26,1.7153643995535026,1.7288693780747522,1.181751624343942
2016-02-29,1.6989462870003489,1.7123220065388145,1.153950443955353
2016-03-01,1.7245585425832686,1.738135906134877,1.175707889476858
2016-03-02,1.7040296630090563,1.7167688805413919,1.228489840649397
2016-03-03,1.7155868584113525,1.727939084649806,1.2256694310447573
2016-03-04,1.733417948418532,1.7398329645809325,1.240577310383566
2016-03-07,1.7323717512410632,1.7371274129699372,1.2502472861709015
2016-03-08,1.739173059739707,1.7354500852063623,1.2458152139350394
2016-03-09,1.7245383953752556,1.7191925386718527,1.2272810936759797
2016-03-10,1.71461340847375,1.6971080685522892,1.2107615517059485
2016-03-11,1.709649816626278,1.6929131045677712,1.2083440577591147
2016-03-14,1.6941936665153081,1.7020869289925618,1.2345335755164812
2016-03-15,1.6871445159353677,1.695974710628269,1.2305044189384249
2016-03-16,1.697115198922233,1.7063266999447464,1.2385627320945376
2016-03-17,1.7107392807970239,1.7307444813426747,1.2587085149848196
2016-03-18,1.7091996154443065,1.724649840169044,1.2764368039282679
2016-03-21,1.7469660210885936,1.7627576333545973,1.3046408999746626
2016-03-22,1.7335349923932915,1.7490581686407343,1.2957767555029385
2016-03-23,1.7191166805582143,1.7574050150662515,1.2981942494497725
2016-03-24,1.6998518710640211,1.7358718717090829,1.2780484665594904
2016-03-25,1.7079016826081286,1.7429797744942712,1.2832863701109638
2016-03-28,1.7036135026282573,1.7256218729494905,1.2711989003767945
2016-03-29,1.7068316627276734,1.727762351006149,1.260723093273848
2016-03-30,1.7191621309625333,1.743880313468288,1.2953738398451327
2016-03-31,1.7058522305789916,1.7294709379237247,1.2929563458982989
2016-04-01,1.7111680680067851,1.7348603768078747,1.2969855024763552
2016-04-05,1.7276471640329458,1.7515676373487399,1.3094758878683304
2016-04-06,1.72445766157627,1.7483339740182502,1.3070583939214966
2016-04-07,1.703194311865095,1.72677621848165,1.2909417676092707
2016-04-08,1.687321593414323,1.7120514847196358,1.2800630448485184
2016-04-11,1.6994020281687292,1.7301333535790107,1.2941650928717159
2016-04-12,1.7067422914604722,1.7289976425650302,1.2925534302404933
2016-04-13,1.6931710126154473,1.7395017957747878,1.3090729722105245
2016-04-14,1.6994246451643502,1.7459265484830973,1.313907960104192
2016-04-15,1.7009880533015758,1.7475327366601743,1.3151167070776089
2016-04-18,1.677015795197448,1.722904517944988,1.2965825868185494
2016-04-19,1.6791003393804156,1.725046102181091,1.298194249449772
2016-04-20,1.6484317957701322,1.6946573073452285,1.2756309726126565
2016-04-21,1.6647000509635463,1.6920109758974538,1.2695872377455717
2016-04-22,1.6474571563001008,1.6796195061853314,1.275228056954851
2016-04-25,1.640338514266705,1.6723228792329932,1.271198900376794
2016-04-26,1.6377933808077962,1.670602143593098,1.278451382217296
2016-04-27,1.6520516675276153,1.6772665689527329,1.2724076473502115
2016-04-28,1.6581492054008429,1.6752829370173992,1.2716018160346
2016-04-29,1.6820092934693742,1.6971940464512147,1.2699901534033773
2016-05-03,1.7032557266500399,1.7106907794547077,1.2945680085295217
2016-05-04,1.6906483563565533,1.6975827439260844,1.289733020635854
2016-05-05,1.6896378829272778,1.6966064913112489,1.289733020635854
2016-05-06,1.6919952278031183,1.6793056364935743,1.2603201776160422
2016-05-09,1.685681812774002,1.6730395706857624,1.2345335755164812
2016-05-10,1.6774743732361512,1.664893685135607,1.2333248285430645
2016-05-11,1.6850504712710905,1.6724129641049814,1.2381598164367318
2016-05-12,1.679368397744886,1.6667735048779508,1.2425918886725937
2016-05-13,1.6932579108089416,1.680558849655137,1.2381598164367318
2016-05-16,1.7014653503467925,1.6887047352052924,1.2429948043303993
2016-05-17,1.6932579108089414,1.680558849655137,1.240980226041371
2016-05-18,1.6926265693060298,1.6799322430743557,1.232921912885258
2016-05-19,1.666741567686654,1.6542413732623271,1.2305044189384242
2016-05-20,1.6654788846808306,1.6529881601007645,1.238562732094537
2016-05-23,1.6635848601720957,1.651108340358421,1.240577310383565
2016-05-24,1.6560087621371566,1.6435890613890471,1.2329219128852575
2016-05-25,1.6286776728053616,1.6164629492037392,1.2321160815696461
2016-05-26,1.6280262017362395,1.6157961792629856,1.2321160815696461
2016-05-27,1.622496819036402,1.6108725278287936,1.2329219128852575
2016-05-30,1.609416224526341,1.5980939565387342,1.2337277442008685
2016-05-31,1.6205069549694358,1.606102207008849,1.276839719586072
2016-06-01,1.6220167440579167,1.6072268069493303,1.2716018160345985
2016-06-02,1.6230230359503137,1.6079140854225422,1.2728105630080153
2016-06-03,1.619501560165222,1.6043337818279233,1.287718442346824
2016-06-06,1.6431586148125463,1.5960048259057267,1.2800630448485169
2016-06-07,1.6451647603933934,1.5992925431114653,1.2800630448485169
2016-06-08,1.6556938148599112,1.5998126587326131,1.2784513822172943
2016-06-13,1.6947396553917553,1.5905365413312724,1.2365481538055076
2016-06-14,1.69125560911048,1.5896001054917428,1.2417860573569808
2016-06-15,1.6977293147912855,1.5908928157091728,1.2583055993270122
2016-06-16,1.7211119602990337,1.5988087698405518,1.250650201828705
2016-06-17,1.690371177716811,1.5800200654459848,1.255888105380178
2016-06-20,1.6913673448933662,1.5842621709567652,1.2562910210379836
2016-06-21,1.6888772935942962,1.58055877348069,1.2534706114333443
2016-06-22,1.670444119593414,1.568258906086986,1.2611260089316512
2016-06-23,1.6734415520323107,1.5730819993163159,1.257096852353595
2016-06-24,1.7353607620142595,1.5966018141921154,1.2438006356460087
2016-06-27,1.746744233679522,1.6048796065125712,1.2595143463004286
2016-06-28,1.741308820222528,1.6060714784259367,1.2659609968253187
2016-06-29,1.747737507382739,1.612459874855913,1.2716018160345979
2016-06-30,1.7418087865096388,1.6107716221899417,1.2736163943236263
2016-07-01,1.7615880204231622,1.615970204518409,1.2724076473502093
2016-07-04,1.7802013613207772,1.6396133138055093,1.293762177213908
2016-07-05,1.7846366185274316,1.6436983049330227,1.2969855024763535
2016-07-06,1.7935071329407397,1.6518682871880486,1.3034321530012436
2016-07-07,1.794108609258677,1.6530798608972077,1.305043815632466
2016-07-08,1.7843314506251147,1.6453333542165232,1.3002088277387982
2016-07-11,1.7970591921110555,1.653577819398732,1.3034321530012432
2016-07-12,1.7858199367966965,1.6679653960289267,1.3364712369413057
2016-07-13,1.7726052363394134,1.6673814284663624,1.3392916465459446
2016-07-14,1.7627982917400251,1.6643251274576145,1.3372770682569164
2016-07-15,1.7642713822345155,1.666188395070153,1.338888730888139
2016-07-18,1.7577786794500092,1.66016526833076,1.3340537429944714
2016-07-19,1.7487535397488165,1.6516413149747884,1.3272041768117757
2016-07-20,1.7432922684484533,1.6464833203763833,1.3243837672071361
2016-07-21,1.7638418826148403,1.6658917681607812,1.3316362490476377
2016-07-22,1.7398673327540557,1.643248579078984,1.3199516949712737
2016-07-25,1.755279543378846,1.6578049149172824,1.3195487793134684
2016-07-26,1.7637887961115766,1.6658416296706713,1.3364712369413054
2016-07-27,1.729621170883073,1.6335714096658118,1.3118933818151612
2016-07-28,1.7514938121491042,1.654229413873648,1.3155196227354125
2016-07-29,1.7430812578160153,1.646284027639865,1.3110875504995503
2016-08-01,1.7514938121491042,1.654229413873648,1.300208827738798
2016-08-02,1.7666364099486644,1.668531109094458,1.303432153001243
2016-08-03,1.738033725216162,1.641516795899595,1.3050438156324653
2016-08-04,1.7459572745909768,1.6490003327223808,1.3090729722105219
2016-08-05,1.7442801427181245,1.6474163357617446,1.3143108757619955
2016-08-08,1.7648161652860568,1.666811946719778,1.3251895985227478
2016-08-09,1.771545683552162,1.6731677596719985,1.3312333333898323
2016-08-10,1.7631337857195308,1.6652229934817233,1.327204176811776
2016-08-11,1.7631337857195308,1.6652229934817233,1.3255925141805533
2016-08-12,1.771545683552162,1.6731677596719985,1.3489616223332805
2016-08-15,1.766003925260025,1.6679337477058456,1.3888502724560388
2016-08-16,1.7669913475384647,1.6688663362000662,1.3848211158779822
2016-08-17,1.7598612239298792,1.6630320833353764,1.381597790615537
2016-08-18,1.7644414691986317,1.6639975283558917,1.3795832123265088
2016-08-19,1.764243215222183,1.663415054741316,1.3779715496952862
2016-08-22,1.7530217466229239,1.6570369303584376,1.368301573907951
2016-08-23,1.7550934285886481,1.6598589602314406,1.3691074052235621
2016-08-24,1.7534836304083645,1.6666023575816005,1.3634665860142832
2016-08-25,1.7419603572203766,1.6535593737640257,1.3562141041737819
2016-08-26,1.7439252049972904,1.654171981360907,1.3546024415425593
2016-08-29,1.7385233951402062,1.6513363641116496,1.3541995258847537
2016-08-30,1.741048949673556,1.65553850902526,1.3598403450940326
2016-08-31,1.7383381192694325,1.654163180719886,1.3654811643033113
2016-09-01,1.7304754774799496,1.6381393820680943,1.3509762006223085
2016-09-02,1.7342981631684093,1.6438867433277706,1.3570199354893928
2016-09-05,1.7486121540195045,1.6501107762327378,1.3598403450940324
2016-09-06,1.7520364093396048,1.6633832418087322,1.3715248991703959
2016-09-07,1.7530658079349866,1.6643605527616163,1.3723307304860073
2016-09-08,1.7489168683662302,1.6618210591160942,1.3703161521969789
2016-09-09,1.7406838225338381,1.6532662254785306,1.363466586014283
2016-09-12,1.730986419622786,1.6256149593107667,1.3364712369413052
2016-09-13,1.7334141705619488,1.6273725963922852,1.3364712369413052
2016-09-14,1.7266188472471802,1.6206346337716497,1.3284129237851925
2016-09-19,1.718359256560384,1.6128596288417067,1.336874152599111
2016-09-20,1.72079147065318,1.6144351702513011,1.3352624899678882
2016-09-21,1.7241953675926562,1.617124255012124,1.3405003935193616
2016-09-22,1.7344020209314712,1.6247908111632485,1.3493645379910857
2016-09-23,1.7358579722606897,1.6253694841355584,1.3461412127286405
2016-09-26,1.7363431876268003,1.6252368783427067,1.3235779358915247
2016-09-27,1.7339172802741956,1.6234792778444154,1.3304275020742202
2016-09-28,1.7237249043789518,1.618484793419109,1.328412923785192
2016-09-29,1.7212945555536023,1.6172331904687303,1.3344566586522761
2016-09-30,1.7266432109522152,1.619670691834317,1.3384858152303327
2016-10-10,1.6751415070166726,1.578900234762017,1.353796610226947
2016-10-11,1.672203736014232,1.5847079812410314,1.3570199354893921
2016-10-12,1.669264674156719,1.5788258206602637,1.353796610226947
2016-10-13,1.6736752083416468,1.5795418826905843,1.353796610226947
2016-10-14,1.6687778412360386,1.5785798066799313,1.3578257668050033
2016-10-17,1.673678804059052,1.5776063679797248,1.3453353814130284
2016-10-18,1.676617230635308,1.5781482833532259,1.3622578390408653
2016-10-19,1.676617230635308,1.5788377108372318,1.361452007725254
2016-10-20,1.6868972194946779,1.5872510686903376,1.359437429436226
2016-10-21,1.6820094332737587,1.5867974579799233,1.3662869956189219
2016-10-24,1.6864116389878887,1.5896059929132254,1.3828065375889529
2016-10-25,1.6912997886661145,1.6003535841600494,1.3791802966687021
2016-10-26,1.6961219102772915,1.5969256292289928,1.3751511400906455
2016-10-27,1.6945799812679485,1.5954738786569664,1.3731365618016174
2016-10-28,1.688433235465104,1.5910556515000127,1.371121983512589
2016-10-31,1.6947610573205405,1.5796067636679836,1.3683015739079494
2016-11-01,1.700110374861581,1.5832719757558236,1.376762802721868
2016-11-02,1.7122583589620566,1.5729266619707827,1.3674957425923382
2016-11-03,1.711773299936855,1.577483513328668,1.3779715496952847
2016-11-04,1.7021428042912898,1.5702375512915867,1.3735394774594225
2016-11-07,1.6982931012778117,1.5683169477016363,1.3747482244328393
2016-11-08,1.702843505863485,1.5756650811420754,1.3820007062733408
2016-11-09,1.7244948227801307,1.575471047990867,1.3767628027218677
2016-11-10,1.699042069995651,1.5807677124441448,1.390864850745065
2016-11-11,1.6875085208423257,1.5905998017349698,1.4029523204792342
2016-11-14,1.6575548265557778,1.5915462641833624,1.4049668987682622
2016-11-15,1.6664221062876672,1.592167566280257,1.4033552361370398
2016-11-16,1.6708153443525744,1.59389016574845,1.4037581517948456
2016-11-17,1.6678690131061042,1.5957870023523895,1.4069814770572906
2016-11-18,1.6536221202106467,1.5883673334325916,1.402146489163623
2016-11-21,1.664453437410389,1.5963335230892322,1.4085931396885134
2016-11-22,1.6674026350846487,1.6114542150738336,1.4226951877117107
2016-11-23,1.667979848852055,1.6138959382728935,1.4251126816585442
2016-11-24,1.6563330127947204,1.6174321344501013,1.4291418382366008
2016-11-25,1.6745447374913636,1.6352161359284079,1.4448555488910206
2016-11-28,1.6809111296371975,1.6425020747122938,1.4513021994159105
2016-11-29,1.6789365567253056,1.6551328764337907,1.4625838378344687
2016-11-30,1.663673497118712,1.6400862139207562,1.4492876211268826
2016-12-01,1.679399073683081,1.6555888359038824,1.4629867534922743
2016-12-02,1.6608983953720584,1.6373504571002042,1.4468701271800488
2016-12-05,1.626527843068629,1.6042308264818657,1.417860199818043
2016-12-06,1.6246951184348812,1.6015802538958102,1.415442705871209
2016-12-07,1.6248864438967727,1.6055151168681254,1.4218893563960993
2016-12-08,1.6326932350363543,1.6087075975210114,1.4251126816585442
2016-12-09,1.605119603182759,1.581539045522241,1.4331709948146572
2016-12-12,1.60678488438403,1.5831798623413502,1.3952969229809273
2016-12-13,1.6039268705316299,1.581757210206441,1.393282344691899
2016-12-14,1.6112507223828827,1.6187062318174807,1.3836123689045636
2016-12-15,1.6043235911602562,1.6117470476738114,1.3678986582501438
2016-12-16,1.6098652961383568,1.6173143949887463,1.3678986582501438
2016-12-19,1.6098652961383568,1.6173143949887463,1.3638695016720872
2016-12-20,1.620948706094559,1.6284490896186175,1.3537966102269463
2016-12-21,1.6819074608536708,1.6896899100829075,1.368704489565755
2016-12-22,1.6943762970543985,1.7022164415415126,1.3662869956189212
2016-12-23,1.6916054445653481,1.699432767884045,1.355408272858169
2016-12-26,1.7885852816821166,1.7968613458954152,1.3602432607518364
2016-12-27,1.7802727242149656,1.7885103249230125,1.3582286824628083
2016-12-28,1.760499920853101,1.7686460297033226,1.350976200622307
2016-12-29,1.760499920853101,1.7686460297033226,1.3517820319379181
2016-12-30,1.760499920853101,1.7686460297033226,1.3529907789113351
2017-01-03,1.760499920853101,1.7686460297033226,1.3683015739079494
2017-01-04,1.760499920853101,1.7686460297033226,1.380389043642119
2017-01-05,1.758915470924333,1.766891225251243,1.3775686340374793
2017-01-06,1.755732447807481,1.7339060466800023,1.3731365618016174
2017-01-09,1.755732447807481,1.7339060466800023,1.3779715496952851
2017-01-10,1.755732447807481,1.7339060466800023,1.3743453087750346
2017-01-11,1.755732447807481,1.7339060466800023,1.3642724173298935
2017-01-12,1.755732447807481,1.7339060466800023,1.3574228511471977
2017-01-13,1.755732447807481,1.7339060466800023,1.3598403450940315
2017-01-16,1.755732447807481,1.7339060466800023,1.358228682462809
2017-01-17,1.755732447807481,1.7339060466800023,1.360243260751837
2017-01-18,1.755732447807481,1.7339060466800023,1.3691074052235612
2017-01-19,1.7541522886044543,1.7337410050640372,1.3642724173298935
2017-01-20,1.7573152979903677,1.7339847460987576,1.375956971406257
2017-01-23,1.764165402600225,1.734076393501297,1.3763598870640628
2017-01-24,1.762059722149527,1.733403644722608,1.377178905146219
2017-01-25,1.748368708992743,1.7284659709790753,1.381273995557002
2017-01-26,1.7430926057592684,1.7253832686986164,1.3870071221320976
2017-02-03,1.7605169316934013,1.708283444983248,1.3788169413105322
2017-02-06,1.7747380108723756,1.7189948632951957,1.378407432269454
2017-02-07,1.785776736745258,1.7244517431897044,1.3759503780229845
2017-02-08,1.785776736745258,1.7241899221906576,1.3853690859677847
2017-02-09,1.7952239024356078,1.7286910066760082,1.3902831944607241
2017-02-10,1.7805476194375942,1.7279651763877835,1.397654357200133
2017-02-13,1.7842242664393824,1.7351553781940487,1.4050255199395418
2017-02-14,1.7847492312842341,1.7355485518963163,1.4066635561038552
2017-02-15,1.7779251901057942,1.7283775562526265,1.4017494476109158
2017-02-16,1.7857742930560734,1.7334036428678634,1.40789208322709
2017-02-17,1.819574437404138,1.766212544625615,1.3997019024055246
2017-02-20,1.8294328128389898,1.775781807638292,1.4226344087059077
2017-02-21,1.8294328128389898,1.775781807638292,1.4230439177469856
2017-02-22,1.837882848926006,1.78398403307773,1.4271390081577684
2017-02-23,1.8362287543619724,1.7822113452852133,1.4209963725415944
2017-02-24,1.8555363075294147,1.7802942759390907,1.4197678454183598
2017-02-27,1.8586763563982018,1.7778313994612251,1.4087111013092461
2017-02-28,1.8546851911884579,1.7738773577356466,1.4107586465146373
2017-03-01,1.8428624623272574,1.7723103857906588,1.4123966826789505
2017-03-02,1.8457020038716754,1.7750412184344042,1.407482574186011
2017-03-03,1.8400229207828394,1.7695795531469136,1.4021589566519939
2017-03-06,1.8528008577327202,1.7818683000437672,1.4091206103503244
2017-03-07,1.8471217746438844,1.7764066347562768,1.4111681555557156
2017-03-08,1.8357636084662126,1.7654833041812958,1.4128061917200285
2017-03-09,1.834111421218593,1.7637676165600529,1.4001114114466024
2017-03-10,1.8243583915045796,1.7550238521623651,1.4013399385698373
2017-03-13,1.839550074764692,1.7587431983412825,1.4164917730897333
2017-03-14,1.8346770944341895,1.7588302985179687,1.4132157007611073
2017-03-15,1.8346770944341895,1.7586741237501864,1.4156727550075767
2017-03-16,1.8568909773051532,1.7703127847197346,1.4242724448702204
2017-03-17,1.8590517231696535,1.768118530200759,1.4083015922681679
2017-03-20,1.8655320777602233,1.7711887332172787,1.4091206103503242
2017-03-21,1.857438663106166,1.7686227612736656,1.4189488273362028
2017-03-22,1.8709423974798929,1.7643119481814968,1.4115776645967941
2017-03-23,1.8725599269301638,1.7657377985967742,1.4156727550075767
2017-03-24,1.8693255664950201,1.7595748316981354,1.4291865533631598
2017-03-27,1.8838864868831529,1.7591704401945787,1.4226344087059075
2017-03-28,1.8799307020379958,1.7547810945871365,1.420586863500516
2017-03-29,1.875219096268477,1.7503831469816549,1.4177203002129684
2017-03-30,1.8738729231914715,1.7491265905229458,1.404206501857385
2017-03-31,1.8574627368395071,1.7338088531521685,1.4144442278843419
2017-04-05,1.8567197517447713,1.733043759594295,1.4377862432258033
2017-04-06,1.857783774525141,1.732729505639895,1.4361482070614904
2017-04-07,1.8710821551588215,1.7418865411187932,1.4390147703490381
