date,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__stressbond_511260_vr90_vb-1_cap20_nav,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__twotier_511260_wcap25_ecap15_evr890_evb-15_evsna_nav,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__twotier_511260_wcap25_ecap10_evr890_evb-15_evsna_nav,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__twotier_511260_wcap25_ecap15_evr885_evb-20_evsna_nav,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__twotier_511260_wcap25_ecap10_evr885_evb-20_evsna_nav,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__twotier_511260_wcap30_ecap15_evr890_evb-15_evsna_nav,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__twotier_511260_wcap30_ecap10_evr890_evb-15_evsna_nav,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__twotier_511260_wcap25_ecap15_evr890_evb-15_evs95_nav,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__twotier_511260_wcap30_ecap15_evr890_evb-15_evs95_nav,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__twotier_511260_wcap25_ecap15_evr895_evb-15_evsna_nav,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__twotier_511260_wcap25_ecap10_evr895_evb-15_evsna_nav,hs300_benchmark
2020-08-26,2.5820880561225548,2.552981002676487,2.541911076525348,2.5530585197206856,2.5364044454819052,2.558608245204368,2.547513898500139,2.581854759386305,2.5845052259501657,2.563618250452399,2.552121097369649,2.0400262682866313
2020-08-27,2.6557436146494338,2.625806265631703,2.6144205634203406,2.6258859938945207,2.608756852534425,2.631594028514564,2.6201832091396784,2.6555036629885502,2.6582297356475073,2.636746947066381,2.624921831027537,2.055445320492871
2020-08-28,2.6932559696329577,2.6628957558260873,2.6513492306720527,2.6629766102499093,2.6456055199201467,2.6687652708082936,2.657193273711025,2.693012628656994,2.6957772070680615,2.673990974288916,2.661998828590988,2.105985547168878
2020-08-31,2.72455739156709,2.6938443268343906,2.682163606245613,2.6939261209603664,2.6763531412320476,2.6997820581937546,2.6880755696230256,2.7243112224460675,2.727107931199104,2.705068495578393,2.692936975377403,2.0875683459225365
2020-09-01,2.7703187782067733,2.739089859987385,2.727212951213052,2.7391730279191155,2.721304894224781,2.745127320873952,2.7332242113212843,2.7700684744544297,2.772912156440977,2.7505025487189614,2.7381672687483434,2.1021307841173185
2020-09-02,2.878535973122706,2.8460871570502086,2.8337462995917235,2.8461735737778358,2.82760745567752,2.8523604597780463,2.8399923780580236,2.878275891733879,2.881230656708506,2.8579456605994498,2.8451285265521733,2.1004175560944027
2020-09-03,2.8859704531117183,2.853437830522293,2.8410650999662757,2.853524470440959,2.834910401078342,2.859727335494616,2.847327310364155,2.8857097000029968,2.8886720963365096,2.86532696137936,2.85247672414092,2.0918514159798254
2020-09-04,2.8686086759878173,2.8362717671632525,2.823973470006266,2.836357885862806,2.817855797315271,2.8425234349555613,2.8301980074262,2.8683494915498193,2.8712940663339674,2.848089373920024,2.83531644272423,2.068294530664737
2020-09-07,2.7086102776394885,2.6780769796255495,2.6664646274927137,2.678158295002115,2.660688171726973,2.68397995683411,2.6723419875419645,2.7083655493715857,2.7111458887013744,2.689235452158395,2.677174938989726,2.0267487511090363
2020-09-08,2.8252108410535297,2.711233395340578,2.6994772743849356,2.793447958002795,2.775225778873176,2.799520231395715,2.7873812694773275,2.824955577695305,2.827855605388906,2.8050019658806833,2.7924222703688995,2.037028119246529
2020-09-09,2.8058170216217047,2.6889079403505063,2.6772486243212503,2.7683676790173037,2.7503091031991356,2.76846749531637,2.7564631807480895,2.799592415368532,2.7964885687088894,2.7916751834372517,2.7850563755772377,1.9894860416106237
2020-09-10,2.8159238722975415,2.7006324780861046,2.6889223235403246,2.7804386877831964,2.7623013705360435,2.782638069594624,2.770572310190333,2.8117995744258275,2.810802570606408,2.803567435933895,2.796780572617593,1.9911992696335397
2020-09-11,2.7962521877483812,2.6804819408397287,2.66885916060617,2.759692683358653,2.741690696146114,2.760552393931046,2.7485823999271317,2.790819573439553,2.7884933545401567,2.7826488583418234,2.775912634623153,2.006618321839779
2020-09-14,2.7980017573934606,2.684925966575007,2.6732839166968048,2.7642680342011445,2.7462362011264716,2.767978713416393,2.7559765182487164,2.7954465301886064,2.7959948395976792,2.781239412756664,2.7715028929090066,2.018182610994459
2020-09-15,2.811953679649585,2.697234333413077,2.6845982909071724,2.77694012476426,2.75785933769477,2.780528767358295,2.76750247681188,2.8102290172270523,2.8116236976745133,2.7942687312032852,2.783650515492443,2.0331733561949696
2020-09-16,2.8100199530271657,2.696075701051251,2.684138028902685,2.775747253735018,2.757386515421449,2.7793343547805884,2.7670280012667994,2.8075711067260967,2.8082387381992833,2.793068416444013,2.783173271440552,2.0211807600345613
2020-09-17,2.7921485517522506,2.682878909375317,2.674932117768004,2.7621604845510874,2.74792938059768,2.765730027400796,2.7575377985974345,2.7938285656704474,2.794492929211111,2.779396863373723,2.773627694598598,2.0087598568684237
2020-09-18,2.799777574854542,2.6884151035448927,2.6786629581179344,2.7678602784242163,2.751762033300825,2.771437187123439,2.7613838525653573,2.799593707497016,2.8002594419700566,2.7851322249870165,2.7774961898213206,2.0605850045616174
2020-09-21,2.7917602836172395,2.677605948712951,2.6677596051805845,2.7567317029809306,2.7405611345249077,2.7572258786663615,2.7470867135415977,2.7883375432941877,2.7859003394529305,2.7739342052289744,2.7661905415507952,2.0370281192465294
2020-09-22,2.781475944551241,2.670267518095492,2.6630968764948646,2.74917641489121,2.735771162822771,2.749531738993313,2.7421482015502856,2.7806956340695104,2.7781261826481525,2.7663317707810475,2.761355774593829,2.0126146199199826
2020-09-23,2.7740046915017915,2.662498427505669,2.6547536492435566,2.7411777404250923,2.727200253998362,2.74153203071874,2.7335573140747944,2.77260525505789,2.77004327940468,2.758283183145891,2.752704711633074,2.0186109180001863
2020-09-24,2.7663369339552575,2.6572560894687434,2.6516376015018444,2.7357804864075317,2.7239991712180105,2.736134079119741,2.7303487696217936,2.7671461216966033,2.76458919045667,2.7528522492913443,2.7494736927011556,1.9856312785590633
2020-09-25,2.7589286527210515,2.649871363157381,2.6440004924698797,2.728177534542955,2.7161536501476387,2.7285301445928547,2.7224849607675665,2.759456002233424,2.7569061769090544,2.7452018536380227,2.7415548012358273,1.98691619957625
2020-09-28,2.777070629868659,2.6671797453253663,2.661154322015579,2.7459973955545163,2.73377559721885,2.7463523087764057,2.74014798431493,2.7774801673783642,2.774913687150746,2.7631329137912273,2.7593415466939044,1.9911992696335388
2020-09-29,2.758104994651033,2.6489645953159933,2.64298032183484,2.7272439708657457,2.7151056396794004,2.7275964602549,2.7214345074037256,2.7585117352786805,2.755962782487083,2.7442624643553555,2.7404969898963296,1.9959106466965564
2020-09-30,2.7704547185076795,2.660825630817408,2.654814562081862,2.739455511033801,2.7272628291108005,2.739809578733653,2.733620035048817,2.770863280362018,2.7683029143489652,2.756550206733066,2.7527678719406414,1.9899143486163522
2020-10-09,2.89792647550024,2.7832532294153145,2.7769655846043664,2.8655009594078975,2.8527472783908516,2.865871318163327,2.859396986568688,2.8983538357478764,2.895675664396932,2.8833822014027874,2.8794258371059986,2.0297469001491377
2020-10-12,2.9162291690297155,2.8008316708642536,2.7945043146123942,2.8835988602041582,2.870764629622794,2.8839715580675165,2.877456335957543,2.9166592283947055,2.913964142277334,2.901593036359016,2.8976116844982474,2.0931363369970106
2020-10-13,2.8756202336907464,2.7618296632630104,2.755590416410655,2.8434443068853885,2.8307887949196044,2.843811814874235,2.8373873182244527,2.876044304413578,2.8733867477808697,2.8611879113966623,2.8572620004669402,2.099989249088673
2020-10-14,2.871544952580113,2.7579156442539574,2.751685239558346,2.8394146249624335,2.826777048177469,2.8397816121250776,2.8333662201649674,2.871968422316978,2.869314631929276,2.8571330835328586,2.8532127363387323,2.0897098809511796
2020-10-15,2.871544952580113,2.7579156442539574,2.751685239558346,2.8394146249624335,2.826777048177469,2.8397816121250776,2.8333662201649674,2.871968422316978,2.869314631929276,2.8571330835328586,2.8532127363387323,2.0845701968824333
2020-10-16,2.906197136568658,2.7911966138740585,2.7848910241705855,2.873679078289398,2.8608889983595573,2.874050494046019,2.8675576847561333,2.9066257164993305,2.9039399016668432,2.891611353218792,2.8876436974870967,2.078573898802229
2020-10-19,2.898996589313599,2.78428099797744,2.7779910313354796,2.8665590994900496,2.853800708936601,2.866929595007409,2.8604528726441534,2.8994241073720386,2.89674494705599,2.8844469444695977,2.880489119210938,2.065296381624634
2020-10-20,2.9083099327502446,2.7932258050371925,2.7869156311898293,2.8757682339448483,2.862968855667109,2.8761399197195567,2.8696423901777295,2.9087388242571794,2.9060510568457527,2.8937135455817393,2.8897430053768005,2.0781455917965004
2020-10-21,2.8664547120646526,2.753026828587676,2.746807468211041,2.8343813402314426,2.821766165430926,2.8347476768547586,2.828343657131064,2.866877431138426,2.864228344988886,2.8520683901987725,2.8481549924031233,2.0807154338308735
2020-10-22,2.8638749028237944,2.750549104441947,2.744335341489651,2.831830397025234,2.819226575882038,2.832196403945589,2.825798147839646,2.8642972414504015,2.861650539478396,2.8495015286475933,2.8455916529099605,2.073862521739211
2020-10-23,2.7821832011602505,2.6720900081212777,2.666053492041325,2.751052761197831,2.738808462600691,2.7514083278129498,2.7451925812253024,2.7825934926261904,2.7800222875230167,2.768219825826507,2.7644214788438437,2.049877329418394
2020-10-26,2.790094622585351,2.679688368333945,2.673634686805424,2.7588756600448394,2.746596543536997,2.759232237749859,2.7529988160534318,2.7905060807568813,2.787927564170002,2.776091540971038,2.772282393001694,2.0344582772121544
2020-10-27,2.800036573640354,2.6877825486824833,2.6802596061744026,2.7672090309753847,2.753402252907034,2.7675666857475316,2.7598203894229183,2.7989349935171295,2.796348688346125,2.784476913636831,2.779151748569346,2.040454575292359
2020-10-28,2.823669950242804,2.693343414512304,2.6857068618190088,2.7904633879038436,2.776439149939692,2.7908240482428397,2.78291098509329,2.8224559608998714,2.8198479216050982,2.8078763819400767,2.802404083967245,2.057586855521514
2020-10-29,2.860276972999154,2.7269509206147298,2.7192190791105615,2.8266399094314294,2.8124338564508844,2.827005245494384,2.8189895946883827,2.8590472450832696,2.85640539427529,2.8442786514765213,2.8387354087615804,2.076432363773584
2020-10-30,2.815352491250341,2.6841205031343525,2.676510100559287,2.7822437428292255,2.768260814942464,2.782603340799874,2.7747135865282777,2.8141420778588317,2.8115417208570554,2.799605444800032,2.7941492661381626,2.0374564262522568
2020-11-02,2.8307359893163335,2.6958370300170427,2.6852521515807637,2.794388590114952,2.7773025433035583,2.794749757776412,2.783776391013247,2.832612054041511,2.833085159168743,2.811826078119818,2.8032755516848145,2.049449022412665
2020-11-03,2.8641779826775844,2.7275488489379045,2.7167035003386792,2.8272596961861107,2.8098320436874475,2.827625112354937,2.8163817171411,2.8662196295636617,2.8668417903542616,2.8449023058121607,2.8361092641496475,2.071292679704838
2020-11-04,2.876930333446407,2.739692877650896,2.7287992416580855,2.839847673462095,2.8223424267848984,2.8402147165951637,2.8289212617410158,2.878981070478905,2.8796060013531672,2.857568834333141,2.8487366428858434,2.087140038916807
2020-11-05,2.925389266367934,2.785840186760265,2.7747630586718306,2.887681987110837,2.869881882555212,2.888055212708026,2.8765715312206965,2.9274745459568305,2.92811000314901,2.9057016427128666,2.896720682083389,2.119691371352201
2020-11-06,2.8718293931388783,2.7348352661657,2.7239609451303233,2.8348124825517016,2.8173382735459183,2.835178874899073,2.8239054439010496,2.873876494112808,2.874500316953605,2.852502222924749,2.8436856913913653,2.1205479853636584
2020-11-09,2.968747258981931,2.827129884384436,2.815888579157812,2.9304811098491834,2.9124171850865443,2.9308598671247967,2.91920598286041,2.9708634450686575,2.9715083205452895,2.9487678396841988,2.9396537697864558,2.1620937649193595
2020-11-10,2.9285905286200222,2.7888887400358087,2.777799490212869,2.8908419861740895,2.873022402910639,2.8912156201931696,2.879719372078731,2.9306780901366296,2.931314242711521,2.908881360739314,2.899890572217672,2.15052947576468
2020-11-11,2.8509354705899153,2.7149380409433537,2.7041428357572777,2.814187875605071,2.7968407997675895,2.814551602274131,2.803360190839908,2.8529676779321753,2.8535869621655774,2.831748914716773,2.822996527636904,2.1303990464954228
2020-11-12,2.8568602215617735,2.720580165068066,2.709762525525591,2.8200362585386674,2.8026531323922654,2.8204007410964373,2.8091860719187633,2.8588966521923367,2.859517223408521,2.837633792613029,2.8288632165161185,2.129114125478236
2020-11-13,2.8402060398074704,2.70472043339333,2.6939658557163724,2.8035967435603135,2.786314953048086,2.803959101352329,2.7928098085404254,2.842230598983632,2.842847552554911,2.8210916921008464,2.8123722444306285,2.1072704681860635
2020-11-16,2.848438398315398,2.7125600858549244,2.7017743359539104,2.8117229897484988,2.7943911078368586,2.8120863978372923,2.8009047887165535,2.850468825691516,2.8510875675073484,2.829268647528589,2.8205239264739026,2.1299707394896936
2020-11-17,2.8414071996532684,2.7058642946249334,2.695105168698066,2.8047824208615286,2.7874933216567155,2.8051449318993384,2.7939909239073923,2.8434326150416744,2.844049829530593,2.822284768241934,2.813561633004591,2.126115976438134
2020-11-18,2.813818525961033,2.6795916762233936,2.668937016145154,2.7775493558519413,2.7604281253413627,2.77790834708494,2.7668626390532696,2.8158242755569933,2.8164354971952092,2.794881764002663,2.786243326140503,2.1231178273980316
2020-11-19,2.813818525961033,2.6795916762233936,2.668937016145154,2.7775493558519413,2.7604281253413627,2.77790834708494,2.7668626390532696,2.8158242755569933,2.8164354971952092,2.794881764002663,2.786243326140503,2.141106721638644
2020-11-20,2.809999354593301,2.675954689789256,2.6653144911883038,2.7737794123127752,2.756681420299187,2.7741379162901016,2.763107200501698,2.8120023818028113,2.8126127738352236,2.791088295336936,2.782461582351217,2.1475313267245775
2020-11-23,2.8366501362423864,2.701334156166657,2.690593043090706,2.800086674390768,2.782826520470969,2.800448578515217,2.789313244482888,2.838672160694978,2.839288341847858,2.8175597194676043,2.8088511884402703,2.172373133056852
2020-11-24,2.8597856252854874,2.723366019022517,2.7125373022972106,2.8229239547967735,2.8055230284578485,2.8232888105819858,2.8120626576660714,2.861824141205945,2.862445347882462,2.8405395086157914,2.8317599515138667,2.1586673088735275
2020-11-25,2.8573532730471243,2.7210496966472726,2.710230190141478,2.8205229547569566,2.803136828542123,2.820887500218983,2.809670895556592,2.8593900551352562,2.860010733452781,2.8381235259033635,2.829351436135766,2.1321122745183376
2020-11-26,2.8831883919515446,2.7456524096267394,2.7347350771924184,2.846025067707479,2.828481742646327,2.846392909253139,2.8350748882493066,2.8852435898610334,2.8858698801196105,2.8637847766310176,2.8549333729107764,2.13511042355844
2020-11-27,2.902320515349626,2.7638718783426435,2.7528821011968025,2.8649105844990324,2.8472508462819386,2.8652808669499974,2.853887742364633,2.9043893510429384,2.905019797208408,2.88278814244818,2.873878003007202,2.1655202209651905
2020-11-30,2.8930360702123465,2.755030326665209,2.7440757055203826,2.855745812722684,2.8381425675323766,2.8561149106500645,2.844758232363307,2.8950982877560123,2.8957267171411836,2.8735661808455912,2.864684544700637,2.1548125458219682
2020-12-01,2.914026718756753,2.7750196637881186,2.763985560536326,2.8764658988993568,2.858734931992464,2.8768376748454982,2.8653985972948655,2.916103898880432,2.9167368878839555,2.894415564091198,2.8854694865434087,2.202354623457873
2020-12-02,2.9010044055362942,2.7626185505717653,2.751633756939451,2.863611438896527,2.845959708807635,2.8639815534362074,2.852593595269573,2.9030723030785843,2.90370246335682,2.8814808899431696,2.872574790966329,2.197643246394856
2020-12-03,2.9024392721647683,2.7639849701324715,2.7529947433082,2.865027810578951,2.847367349762732,2.865398108181091,2.8540045174131725,2.9045081925104603,2.9051386644724535,2.8829061000399467,2.873995596014914,2.196786632383398
2020-12-04,2.902351361141792,2.7639012527060483,2.7529113587611214,2.8649410326993587,2.8472811067949952,2.865311319085677,2.8539180734144605,2.90442021882264,2.9050506716884765,2.8828187806507595,2.8739085465130354,2.201498009446416
2020-12-07,2.8831454939048062,2.745611557934314,2.734694387935523,2.8459827226020695,2.8284396585624942,2.8463505586747315,2.8350327060681484,2.8852006612356567,2.8858269421758598,2.8637421672845247,2.8548908952615157,2.182652501194345
2020-12-08,2.8683998913529156,2.7315693610071157,2.7207080259462884,2.831427185885051,2.813973844355289,2.8317931406913868,2.820533172279906,2.8704445477051483,2.8710676255847187,2.8490958013972882,2.840289798452654,2.175799589102683
2020-12-09,2.881608876575534,2.7441482414598974,2.7332368899370176,2.8444659117510023,2.826932197560843,2.8448335517796965,2.8335217311990664,2.8836629485729226,2.8842888957269373,2.8622158912606057,2.853369336660982,2.15010116875895
2020-12-10,2.880001604692185,2.742617640847131,2.731712375337053,2.842879357059189,2.8253554226299324,2.8432467920296998,2.831941280831067,2.882054530992045,2.882680129012189,2.860619436181815,2.851777815915434,2.1458180987016613
2020-12-11,2.8657866062845554,2.7290807367933763,2.718229297062981,2.8288475851782846,2.8114101446938933,2.82921320657775,2.8179634966756946,2.8678293998316993,2.8684519100497927,2.8465001035175876,2.8377021233720328,2.1218329063808445
2020-12-14,2.8798317159237947,2.742455856238258,2.7315512340202264,2.8427116580996237,2.8251887573918877,2.843079071395468,2.831774227099024,2.8818845211233333,2.8825100822399987,2.860450690750544,2.851609592043587,2.140678414632915
2020-12-15,2.8733551374735455,2.7362882283171333,2.7254081299769637,2.8363185605573893,2.81883506786106,2.8366851475615373,2.825405727219746,2.8754033260304364,2.8760274802955745,2.8540176991284025,2.845196483551784,2.1471030197188474
2020-12-16,2.888815824268167,2.7510113980103226,2.7400727570310837,2.8515799643228514,2.8340023980464317,2.851948523824858,2.8406084122086552,2.8908750335309086,2.8915025461882893,2.869374336801575,2.860505656834148,2.151386089776136
2020-12-17,2.9085985576384883,2.769850440821001,2.7588368915640835,2.8711077049439204,2.8534097667476215,2.871478788357039,2.860061019175197,2.9106718684536568,2.911303678344348,2.889023934040599,2.880094520976354,2.181795887182887
2020-12-18,2.9039331182744625,2.76540755569162,2.7544116723467296,2.8665024015170086,2.848832851101246,2.8668728897063005,2.8554734348118154,2.906003103465383,2.9066338999227397,2.884389892690998,2.875474802550451,2.1693749840167493
2020-12-21,2.9059517272535995,2.767329871494199,2.7563263445886794,2.8684949913084217,2.8508131582705483,2.868865737034907,2.857458358045386,2.908023151351865,2.9086543862943177,2.8863949166015272,2.8774736293206624,2.1886487992745485
2020-12-22,2.849757090557421,2.7138158728655744,2.7030251296725414,2.8130246844930613,2.7956847787399277,2.8133882608226113,2.80220147514576,2.851788457925372,2.852407486189397,2.8305784650827635,2.8218296956358695,2.1556691598334248
2020-12-23,2.8772120414894857,2.7399611474488226,2.7290664447548667,2.840125750383676,2.8226187895986605,2.8404928294574847,2.829198268752066,2.879262979329459,2.87988797139674,2.8578486465047894,2.8490155902122987,2.173229747068308
2020-12-24,2.8632501700834374,2.7266652955454482,2.715823460153529,2.826343842782825,2.8089218357418044,2.826709140579915,2.8154693875153245,2.865291155604996,2.8659131148548314,2.8439807373187174,2.835190544045809,2.173229747068308
2020-12-25,2.892617465860964,2.754631690887797,2.7436786548086123,2.855332604039958,2.8377319059299007,2.855701648561161,2.8443466135152184,2.8946793850145593,2.895307723469901,2.8731503936662777,2.864270042638911,2.1912186413089207
2020-12-28,2.8860977646466597,2.7484229972765606,2.737494648361672,2.8488969395715276,2.8313359118617893,2.849265152299367,2.837935710487459,2.8881550364187856,2.888781958655412,2.866674569492655,2.857814233982743,2.197214939389126
2020-12-29,2.859068619292274,2.722683216178806,2.711857214431405,2.8222161907685606,2.8048196271931816,2.8225809550770617,2.8113576167843313,2.861106624115635,2.8617276750430958,2.8398273280125927,2.831049972122886,2.1903620272974638
2020-12-30,2.9630468758532897,2.821701425142356,2.8104817046924286,2.9248542027331093,2.90682496306926,2.9252322327452025,2.9136007254632434,2.965158998585877,2.965802635817226,2.943105819654451,2.9340092499632746,2.217773675664111
2020-12-31,3.0385850774581025,2.893636247658321,2.882130498150871,2.9994187424409438,2.9809298757790854,2.9998064097313057,2.987878375536731,3.0407510454248263,3.041411091171119,3.0181356555173524,3.008807183144904,2.2644591392885585
2021-01-04,3.1259770145107684,2.9768593499781058,2.965022686669967,3.0856842269516696,3.066663606914375,3.0860830438378377,3.0738119506250285,3.1282052773059665,3.1288843064523757,3.104939452185776,3.0953426861010933,2.2845895685578155
2021-01-05,3.1347694957524186,2.985232405785047,2.9733624493210025,3.0943633760807856,3.0752892564674847,3.0947633147250393,3.0824577064289818,3.1370040260149517,3.1376849650765664,3.113672760768365,3.1040490017194386,2.326991962124974
2021-01-06,3.1644220151031175,3.013470418755001,3.001488181590823,3.1236336844756,3.1043791382945094,3.1240374062332226,3.111615396304249,3.1666776823111067,3.1673650625348957,3.1431257211584454,3.133410928717172,2.347979005405689
2021-01-07,3.2285521838530538,3.0745414028258167,3.0623163336728347,3.1869372370176836,3.167292478251197,3.1873491405994496,3.1746753862479067,3.230853564407114,3.2315548750768226,3.206824299267847,3.19691262686693,2.3980909250759668
2021-01-08,3.2101118970920535,3.0569807682447103,3.0448255241303266,3.168734639322707,3.1492020840964994,3.1691441902647344,3.1565428236744144,3.212400133018136,3.2130974380626847,3.1885081140854012,3.1786530534630604,2.386098328915558
2021-01-11,3.161658120595257,3.010838369584491,2.998866598040679,3.120905415634123,3.101667686911066,3.1213087847698944,3.108897624571094,3.16391181764055,3.164598597487267,3.1403804274281013,3.130674120157689,2.359114987554639
2021-01-12,3.2640670660985656,3.1083621279255724,3.096002579951531,3.2219943444302834,3.202133488399573,3.222410779054563,3.209597610232455,3.266393762414839,3.267102787677478,3.2421001693436478,3.232079466065072,2.427644108471259
2021-01-13,3.2291846240411597,3.0751436738849214,3.0629162099665472,3.1875615252654446,3.167912918292634,3.187973509534888,3.175297272525135,3.231486455412016,3.232187903461276,3.207452483186693,3.1975388691910305,2.4182213543452233
2021-01-14,3.1725431966407682,3.0212041976922754,3.009191209281021,3.1316501867270934,3.1123462256246626,3.1320549445973667,3.1196010547872604,3.1748046527994087,3.1754937971177326,3.1511922478275673,3.141452523315718,2.3741057327551496
2021-01-15,3.17854390420412,3.0269186550710487,3.0148829446900844,3.137573547197382,3.1182330736132573,3.1379790706470225,3.125501624924153,3.1808096377945345,3.181500085595039,3.157152571133846,3.147394424417815,2.3668245136577584
2021-01-18,3.2368128754312995,3.0824080367926805,3.0701516881311,3.195091451072484,3.1753964285084626,3.1955044085658035,3.1827982266833192,3.2391201443817303,3.239823249450542,3.2150293970867274,3.2050923643186664,2.392094626995762
2021-01-19,3.1671757713992186,3.016092813334218,3.004100148938503,3.1263519457834428,3.107080643832255,3.126756018869467,3.1143231990080986,3.169433401543171,3.1701213799417958,3.145860944906342,3.1361376984185725,2.359552073572094
2021-01-20,3.2748500534556344,3.118630737254937,3.106230358977216,3.232638342723513,3.21271187549207,3.233056153057665,3.2202006553756974,3.2771844361142697,3.2778958036726666,3.2528105881029563,3.2427567809957596,2.3725690949415617
2021-01-21,3.352663204111685,3.1927319875221185,3.1800369659821515,3.3094485081579403,3.28904857155495,3.30987624601181,3.296715291053461,3.3550530536364485,3.3557813238774385,3.3301000628013684,3.3198073689071954,2.4133557618992256
2021-01-22,3.4030296588849307,3.240695824466854,3.2278100879074203,3.3591657563462167,3.3384593551740944,3.359599920028737,3.3462412504171923,3.4054554106881745,3.406194621601675,3.380127555571227,3.3696802363926293,2.414657464036173
2021-01-25,3.4092008062187844,3.2465725911723027,3.2336634872647165,3.3652573596759514,3.3445134089479343,3.365692310682803,3.3523094160933358,3.4116309569468903,3.4123715083657395,3.3862571716026912,3.3757909069689087,2.443294911049001
2021-01-26,3.313331302001417,3.155276324858617,3.1427302354702262,3.2706235809770043,3.2504629670439855,3.27104630080718,3.2580397441168896,3.3156931149111544,3.316412841420763,3.2910328610833828,3.2808609163381846,2.391226825571132
2021-01-27,3.345996521193609,3.1863833236369112,3.1737135458145778,3.3028677565302407,3.2825083846665635,3.303294643838598,3.290159859094274,3.3483816185652238,3.349108440659925,3.323478246098476,3.3132060189563703,2.3955658326942877
2021-01-28,3.2336916014289563,3.0794356561083096,3.0671911263018545,3.1920104092374624,3.172334378677079,3.1924229685139136,3.1797290392628614,3.235996645468999,3.236699072530259,3.211929128995834,3.2020016785555843,2.3365553358193694
2021-01-29,3.1895845688924207,3.0374326498172595,3.025355133424925,3.1484719014481044,3.1290642487750038,3.148878833482483,3.136358047381583,3.191858172503071,3.1925510185723676,3.1681189330776265,3.1583268914621945,2.320501009463693
2021-02-01,3.229458958920427,3.0754049222391413,3.063176419538466,3.1878323240608064,3.168182047843636,3.18824434333031,3.175567029412806,3.2317609858430103,3.232462493483681,3.2077249718153027,3.1978105156100987,2.347836754339574
2021-02-02,3.2980668524600802,3.140740031364307,3.1282517415531252,3.255555885032934,3.2354881506359625,3.2559766574014977,3.2430300216518586,3.3004177845460485,3.3011341952903477,3.2758711400032894,3.2657460571994874,2.38254881132482
2021-02-03,3.3022237267848773,3.144698611399609,3.1321945813825436,3.2596591786521465,3.239566150938331,3.260080481361038,3.2471175277075637,3.3045776219791345,3.305294935685551,3.280000038913591,3.269862194483471,2.379945407050927
2021-02-04,3.2934878003345323,3.136379412565544,3.123908461556929,3.251035855342183,3.2309959830856583,3.2514560435083353,3.2385273829310015,3.2958354683749107,3.296550884451033,3.271322904513319,3.2612118794239326,2.3751724992154553
2021-02-05,3.2931146837020795,3.136024094618293,3.123554556433871,3.2506675480570597,3.2306299461018395,3.251087688620426,3.238160492720841,3.295462085776999,3.296177420804199,3.2709522989244126,3.2608424193050753,2.3786437049139795
2021-02-08,3.374100681139874,3.213146838186429,3.20037064260181,3.330609663350208,3.3100792862151143,3.331040136229894,3.3177950279723873,3.3765058117534825,3.377238738673539,3.351393267412653,3.3410347603498196,2.4098845562007
2021-02-09,3.4404356403480088,3.276317438172449,3.2632900620532124,3.396089587346405,3.3751555821460917,3.3965285233407436,3.3830230157060397,3.4428880559291453,3.4436353922228213,3.4172817979259547,3.406719642185027,2.4697628545002495
