date,baseline_threshold_dual_nav,overheat_cap_70_nav,overheat_cap_40_nav,overheat_cap_50_nav,hs300_benchmark
2016-04-11,1.632876889346752,1.6452638592112208,1.656279516316463,1.652761154203092,1.2941650928717159
2016-04-12,1.639929809192754,1.6523702823593756,1.6634335196264298,1.659899960576819,1.2925534302404933
2016-04-13,1.6268897944007266,1.6392313462883987,1.650206613462586,1.6467011517510546,1.3090729722105245
2016-04-14,1.6328986209728438,1.6452857556929725,1.6563015594033526,1.6527831504648165,1.313907960104192
2016-04-15,1.6344008276158728,1.6467993580441158,1.657825295888544,1.6543036501432569,1.3151167070776089
2016-04-18,1.611366992422757,1.6235907886599155,1.6344613364489382,1.6309893217405025,1.2965825868185494
2016-04-19,1.6133699346134627,1.6256089251281067,1.6364929850958603,1.6330166546450897,1.298194249449772
2016-04-20,1.5839019480740335,1.5959173950603125,1.6066026591253142,1.6031898233862847,1.2756309726126565
2016-04-21,1.5995333628275785,1.6116673893986104,1.6224581055684941,1.61901158879827,1.2695872377455717
2016-04-22,1.5829654620397227,1.5949738048625701,1.605652751238158,1.6022419333468942,1.275228056954851
2016-04-25,1.5761254878210322,1.5880819427427935,1.5987147455229311,1.5953186657336667,1.271198900376794
2016-04-26,1.5736799866762363,1.5856178900775604,1.5962341951031904,1.5928433846386572,1.278451382217296
2016-04-27,1.5873801155925005,1.5994219478846872,1.61013067624206,1.606710346090622,1.2724076473502115
2016-04-28,1.5932389580029918,1.605325235350928,1.6160734884265748,1.6126405342192147,1.2716018160346
2016-04-29,1.6161650141916306,1.6284252081213817,1.6393281241574742,1.635845771144834,1.2699901534033773
2016-05-03,1.6365797301603668,1.6489947896976516,1.6600354267784105,1.6565090861487686,1.2945680085295217
2016-05-04,1.6244658905588838,1.636789054762806,1.6477479698814572,1.6442477309589185,1.289733020635854
2016-05-05,1.6234949733288149,1.635810772174976,1.646763137325682,1.6432649904398544,1.289733020635854
2016-05-06,1.6257600371007628,1.6380930186732319,1.6490606643181356,1.6455576368962361,1.2603201776160422
2016-05-09,1.6196937683056105,1.6319807312901227,1.6429074528841126,1.639417496460056,1.2345335755164812
2016-05-10,1.6118076188719128,1.624034757692081,1.634908278019883,1.6314353138930222,1.2333248285430645
2016-05-11,1.6190871414260954,1.631369502551812,1.6422921317407104,1.6388034824164381,1.2381598164367318
2016-05-12,1.6136274995104587,1.625868443907014,1.63675424145009,1.6332773560238762,1.2425918886725937
2016-05-13,1.6269732908597934,1.6393154761498538,1.6502913066049403,1.6467856649834722,1.2381598164367318
2016-05-16,1.634859440293491,1.6472614497478957,1.6582904814691701,1.6547678475505063,1.2429948043303993
2016-05-17,1.6269732908597934,1.6393154761498538,1.6502913066049403,1.6467856649834722,1.240980226041371
2016-05-18,1.6263666639802783,1.638704247411543,1.6496759854615382,1.6461716509398543,1.232921912885258
2016-05-19,1.6014949619201548,1.6136438691407957,1.6244478185820443,1.6209970751515164,1.2305044189384242
2016-05-20,1.6002817081611243,1.6124214116641737,1.6232171762952396,1.6197690470642803,1.238562732094537
2016-05-23,1.5984618275225786,1.610587725449241,1.6213712128650328,1.6179270049334262,1.240577310383565
2016-05-24,1.5911823049683964,1.6032529805895102,1.6139873591442055,1.6105588364100105,1.2329219128852575
2016-05-25,1.5649211240407432,1.5767925828936618,1.5873497991857486,1.5839778614547655,1.2321160815696461
2016-05-26,1.564295155591127,1.5761618658605043,1.5867148592660743,1.5833442703101837,1.2321160815696461
2016-05-27,1.5589822272355878,1.5708086337417964,1.5813257852554445,1.5779666440736997,1.2329219128852575
2016-05-30,1.5464136883493473,1.5581447501829477,1.5685771122580363,1.5652450525245785,1.2337277442008685
2016-05-31,1.5570702587937284,1.5688821611474038,1.5793864142062517,1.576031392745578,1.276839719586072
2016-06-01,1.5585209453702444,1.5703438526018891,1.5808578922319099,1.5774997449748442,1.2716018160345985
2016-06-02,1.5594878447547313,1.5713180868648446,1.5818386493577612,1.5784784187212417,1.2728105630080153
2016-06-03,1.5561042213798275,1.5679087953939252,1.5784065314048734,1.5750535914663641,1.287718442346824
2016-06-06,1.5788351921350263,1.590812202816929,1.6014632857097775,1.598061367316844,1.2800630448485169
2016-06-07,1.5807628047312996,1.592754438241963,1.6034185251276605,1.6000124533051743,1.2800630448485169
2016-06-08,1.5908796866815798,1.6029480666467115,1.6136804036884775,1.6102525330063273,1.2784513822172943
2016-06-13,1.6283970307665878,1.6407500165177455,1.6517354517573217,1.6482267424014883,1.2365481538055076
2016-06-14,1.6250493716725007,1.6373769621519234,1.6483398135305078,1.6448383173803984,1.2417860573569808
2016-06-15,1.631269656348759,1.6436444337773852,1.6546492482234474,1.651134349217261,1.2583055993270122
2016-06-16,1.6537369600405953,1.6662821739642093,1.6774385565506276,1.6738752472138065,1.250650201828705
2016-06-17,1.624199562410774,1.6365207062549456,1.6474778246799355,1.643978159615029,1.255888105380178
2016-06-20,1.625156733423613,1.63748513834703,1.648448714005714,1.6449469865230897,1.2562910210379836
2016-06-21,1.6227641581811785,1.6350744130789445,1.646021848029997,1.6425252758325883,1.2534706114333443
2016-06-22,1.605052572973891,1.6172284681574336,1.6280564178302592,1.6245980088102265,1.2611260089316512
2016-06-23,1.6079326673104424,1.6201304108292676,1.6309777900940294,1.6275131753307086,1.257096852353595
2016-06-24,1.667427975254193,1.6800770489323122,1.69132579336793,1.6877329839815127,1.2438006356460087
2016-06-27,1.6783658272130793,1.691097875206948,1.7024204081978656,1.6988040310065604,1.2595143463004286
2016-06-28,1.673143189561214,1.6858356187353,1.697122918950291,1.6935177949836264,1.2659609968253187
2016-06-29,1.679320218021078,1.6920595060036165,1.7033884774725072,1.6997700438539955,1.2716018160345979
2016-06-30,1.6736235840659537,1.6863196575026855,1.697610198538325,1.6940040394649503,1.2736163943236263
2016-07-01,1.6926285360496693,1.705468780653887,1.7168875322335793,1.7132404231636298,1.2724076473502093
2016-07-04,1.7105132353035593,1.7234891528615301,1.735028557575391,1.7313429123189878,1.293762177213908
2016-07-05,1.714774869025898,1.727783115247981,1.7393512696465852,1.7356564418420501,1.2969855024763535
2016-07-06,1.7232981364705746,1.7363710400208816,1.7479966937889726,1.7442835008881739,1.3034321530012436
2016-07-07,1.7238760672737452,1.7369533549950142,1.7485829075797275,1.7448684694106202,1.305043815632466
2016-07-08,1.714481647288602,1.7274876691367307,1.7390538454130804,1.735359649413832,1.3002088277387982
2016-07-11,1.726711146007259,1.7398099405763894,1.7514586190703483,1.7477380721531353,1.3034321530012432
2016-07-12,1.7159118648765541,1.7289287363253336,1.7405045610856797,1.7368072833945976,1.3364712369413057
2016-07-13,1.7032144697818867,1.7161350190575613,1.7276251850940898,1.7239552664979467,1.3392916465459446
2016-07-14,1.6937914298384185,1.7066404961305486,1.7180670927837491,1.714417478024929,1.3372770682569164
2016-07-15,1.6952068544315984,1.708066658105031,1.7195028034462427,1.7158501388700753,1.338888730888139
2016-07-18,1.6889683163161402,1.701780794570162,1.713174853703181,1.7095356313138017,1.3340537429944714
2016-07-19,1.6802964765766737,1.6930431704361566,1.704378727906457,1.7007581907422724,1.3272041768117757
2016-07-20,1.6750489933178563,1.6877558798793026,1.6990560369611099,1.6954468065564297,1.3243837672071361
2016-07-21,1.694794168091741,1.7076508411352478,1.7190842024262707,1.7154324270659362,1.3316362490476377
2016-07-22,1.6717581308555425,1.6844400530033121,1.6957180093835833,1.6921158698048455,1.3199516949712737
2016-07-25,1.6865670119359562,1.699361273945271,1.710739133482454,1.7071050851869753,1.3195487793134684
2016-07-26,1.696439599322898,1.709308754573243,1.7207532162150339,1.717097895441728,1.3364712369413054
2016-07-27,1.691503305629427,1.704335014259257,1.715746174848744,1.7121014903143517,1.3118933818151612
2016-07-28,1.7128939116344684,1.725887888953197,1.7374433541026677,1.7337525791996498,1.3155196227354125
2016-07-29,1.7046667554786834,1.7175983217632202,1.729098285158851,1.725425237320689,1.3110875504995503
2016-08-01,1.7128939116344684,1.725887888953197,1.7374433541026677,1.7337525791996498,1.300208827738798
2016-08-02,1.7277027927148818,1.7408091098951557,1.7524644782015384,1.7487417945817796,1.303432153001243
2016-08-03,1.699730461785212,1.712624581449234,1.7240912437925608,1.7204288321933126,1.3050438156324653
2016-08-04,1.707957617940997,1.7209141486392108,1.7324363127363773,1.7287561740722732,1.3090729722105219
2016-08-05,1.7030213242475256,1.7159404083252243,1.727429271370087,1.7237597689448965,1.3143108757619955
2016-08-08,1.726057361483724,1.7391511964571598,1.7507954644127741,1.7470763262059867,1.3251895985227478
2016-08-09,1.7326390864083523,1.7457828502091415,1.7574715195678277,1.7537381997091557,1.3312333333898323
2016-08-10,1.7244119302525673,1.7374932830191647,1.749126450624011,1.745410857830195,1.327204176811776
2016-08-11,1.7244119302525673,1.7374932830191647,1.749126450624011,1.745410857830195,1.3255925141805533
2016-08-12,1.7326390864083523,1.7457828502091415,1.7574715195678277,1.7537381997091557,1.3489616223332805
2016-08-15,1.7259750899221666,1.7390683007852605,1.7507120137233365,1.7469930527871977,1.3888502724560388
2016-08-16,1.719246941595133,1.7322891128660114,1.7438874366045662,1.740182972819022,1.3848211158779822
2016-08-17,1.7111684420878202,1.7241493300307267,1.7356931548777375,1.7320060978463612,1.381597790615537
2016-08-18,1.7183456603000022,1.7313809944698626,1.742973238015987,1.7392707162225078,1.3795832123265088
2016-08-19,1.7188236424030061,1.7318626025350834,1.7434580706273959,1.7397545189252122,1.3779715496952862
2016-08-22,1.7083087671488204,1.7212679616575661,1.7327924946652682,1.729111599379476,1.368301573907951
2016-08-23,1.7107021944933372,1.7236795454917624,1.7352202249555173,1.7315341725484839,1.3691074052235621
2016-08-24,1.7111807125896992,1.7241616936163757,1.7357056012422185,1.7320185177715746,1.3634665860142832
2016-08-25,1.6996970811036025,1.7125909475424734,1.7240573846942104,1.7203950450203636,1.3562141041737819
2016-08-26,1.701614257931072,1.7145226680331804,1.7260020387763468,1.722335568158913,1.3546024415425593
2016-08-29,1.6963435062697578,1.709211932560216,1.720655745942404,1.717000632220934,1.3541995258847537
2016-08-30,1.6992206966690844,1.7121109492656181,1.7235741726493023,1.7199128594416617,1.3598403450940326
2016-08-31,1.692989421899917,1.7058324041766328,1.7172535903518578,1.7136057036806627,1.3654811643033113
2016-09-01,1.6891512595548375,1.7019651256124348,1.7133604189107483,1.709720802333317,1.3509762006223085
2016-09-02,1.6920315174752152,1.7048672331090389,1.716281957102852,1.7126361344296581,1.3570199354893928
2016-09-05,1.7064266810411157,1.7193715980840893,1.7308834342281512,1.7272065942759225,1.3598403450940324
2016-09-06,1.7053692950350614,1.7183061907699513,1.7298108936134278,1.7261363320123029,1.3715248991703959
2016-09-07,1.7063712746443653,1.719315771375574,1.7308272337389352,1.727150513170947,1.3723307304860073
2016-09-08,1.7023328459280465,1.7152467072236413,1.726730925680084,1.7230629067200893,1.3703161521969789
2016-09-09,1.6943190949053324,1.7071721640536028,1.7186023204224694,1.7149515687029924,1.363466586014283
2016-09-12,1.684879991312545,1.6976614556187637,1.7090279342362718,1.7053975209664853,1.3364712369413052
2016-09-13,1.6872430768543583,1.700042467477977,1.711424887860727,1.7077893828472241,1.3364712369413052
2016-09-14,1.6806287532769102,1.6933779677804783,1.704715766844262,1.7010945137230067,1.3284129237851925
2016-09-19,1.672589164446602,1.685277390797779,1.6965609534678703,1.6929570232598927,1.336874152599111
2016-09-20,1.674956594261813,1.687662779885957,1.6989623136284757,1.6953532823161699,1.3352624899678882
2016-09-21,1.678269825250109,1.691001144975099,1.7023230303209234,1.698706859985181,1.3405003935193616
2016-09-22,1.6882046149133232,1.7010112997445077,1.712400206821766,1.708762629980865,1.3493645379910857
2016-09-23,1.6896217856288853,1.7024392210874202,1.7138376886323194,1.7101970582116988,1.3461412127286405
2016-09-26,1.690094076833813,1.7029150950835312,1.7143167487828805,1.710675100715741,1.3235779358915247
2016-09-27,1.6877327857729205,1.7005358913181334,1.7119216153581054,1.7082850551681117,1.3304275020742202
2016-09-28,1.6778118932603294,1.6905397391228414,1.701858535183852,1.6982433515548072,1.328412923785192
2016-09-29,1.675446279029437,1.6881561793919666,1.6994590166287813,1.6958489301920228,1.3344566586522761
2016-09-30,1.680652468032071,1.693401862435275,1.7047398214827125,1.7011185172632408,1.3384858152303327
2016-10-10,1.6305225597348076,1.642891669704177,1.6538914441131263,1.6503781548770562,1.353796610226947
2016-10-11,1.627663038987008,1.640010456691908,1.6509909403017475,1.6474838124790254,1.3570199354893921
2016-10-12,1.624802261767258,1.6371279776761187,1.6480891620104814,1.644588198308429,1.353796610226947
2016-10-13,1.629095317284588,1.6414536002226392,1.6524437462183623,1.6489335322635925,1.353796610226947
2016-10-14,1.6243283960928263,1.636650517266611,1.6476085048248925,1.6441085621618703,1.3578257668050033
2016-10-17,1.629098817226726,1.641457126715265,1.6524472963221757,1.6489370748260754,1.3453353814130284
2016-10-18,1.6319589760865243,1.6443389826802368,1.6553484473910662,1.6518320631066772,1.3622578390408653
2016-10-19,1.6319589760865243,1.6443389826802368,1.6553484473910662,1.6518320631066772,1.361452007725254
2016-10-20,1.6419651479107047,1.6544210611141887,1.6654980291122963,1.6619600845155067,1.359437429436226
2016-10-21,1.6372075524078846,1.6496273745915833,1.6606722470648863,1.6571445536657694,1.3662869956189219
2016-10-24,1.6414925012909587,1.6539448290070902,1.6650186084530605,1.6614816822686025,1.3828065375889529
2016-10-25,1.646250450570063,1.6587388719897196,1.6698447493471273,1.6662975712027144,1.3791802966687021
2016-10-26,1.6509441305009076,1.6634681580781603,1.6746056997753704,1.671048408152257,1.3751511400906455
2016-10-27,1.6494432722004522,1.661955914298089,1.6730833309573927,1.6695292732357547,1.3731365618016174
2016-10-28,1.6434602506715172,1.6559275056932141,1.6670145599014072,1.6634733938046113,1.371121983512589
2016-10-31,1.6496195251244843,1.6621335042731094,1.6732621099637404,1.6697076724696807,1.3683015739079494
2016-11-01,1.6548263586327683,1.6673798367112742,1.6785435685604695,1.6749779118949795,1.376762802721868
2016-11-02,1.666650769912745,1.6792939477274318,1.6905374490074894,1.6869463142665047,1.3674957425923382
2016-11-03,1.6661786308844413,1.6788182270623533,1.6900585432145696,1.6864684257922082,1.3779715496952847
2016-11-04,1.6572073538070613,1.669778894065064,1.680958688500839,1.6773879015017223,1.3735394774594225
2016-11-07,1.6515336053774794,1.664062104698793,1.6752036230908505,1.671645061325397,1.3747482244328393
2016-11-08,1.654372918166094,1.666922956454722,1.67808362931966,1.6745189496829767,1.3820007062733408
2016-11-09,1.686064979786431,1.6988554333903811,1.7102299061357908,1.7065969395696843,1.3767628027218677
2016-11-10,1.661583198579061,1.6741879339038053,1.685397248510922,1.6818170328729658,1.390864850745065
2016-11-11,1.6407912580920425,1.6532382661919625,1.6643073149355279,1.6607718997207694,1.4029523204792342
2016-11-14,1.6000233135067292,1.6121610568333467,1.6229550782914093,1.619507505823771,1.4049668987682622
2016-11-15,1.612427519589823,1.6246593609638476,1.6355370632442463,1.6320627634164415,1.4033552361370398
2016-11-16,1.618617717524018,1.630896517609851,1.6418159799875982,1.6383283421316615,1.4037581517948456
2016-11-17,1.6157634320559375,1.6280205795920235,1.6389207864887223,1.635439298765669,1.4069814770572906
2016-11-18,1.6019616236525138,1.6141140709592783,1.6249211685776255,1.6214694196304096,1.402146489163623
2016-11-21,1.6124545617158872,1.6246866082309133,1.6355644929419597,1.632090134846448,1.4085931396885134
2016-11-22,1.6153116240622276,1.6275653441923412,1.6384625031177151,1.6349819889059765,1.4226951877117107
2016-11-23,1.616263557247679,1.628524498722989,1.6394280795468088,1.6359455142033061,1.4251126816585442
2016-11-24,1.599118469001173,1.6112493481963328,1.6220372654239594,1.6185916426260403,1.4291418382366008
2016-11-25,1.6167011079329592,1.6289653686585985,1.6398719012715868,1.6363883931370116,1.4448555488910206
2016-11-28,1.622290583765684,1.6345972461378588,1.6455414862777116,1.6420459344917553,1.4513021994159105
2016-11-29,1.57882659886569,1.5908035443592328,1.6014545692804676,1.5980526694034618,1.4625838378344687
2016-11-30,1.5644736297850927,1.576341693955967,1.5868958913779179,1.5835249178634303,1.4492876211268826
2016-12-01,1.5792615373226777,1.5912417822502407,1.6018957413381205,1.5984929042986142,1.4629867534922743
2016-12-02,1.561863999043166,1.5737122666099186,1.5842488590319996,1.5808835084925155,1.4468701271800488
2016-12-05,1.529170936552919,1.5407711952327272,1.5510872348571894,1.5477923281051005,1.417860199818043
2016-12-06,1.5277749646062748,1.5393646334721496,1.5496712556393661,1.5463793567899797,1.415442705871209
2016-12-07,1.5254478130988778,1.5370198282421845,1.5473107510610884,1.5440238665283044,1.4218893563960993
2016-12-08,1.534774253197663,1.5464170185201167,1.5567708590438465,1.5534638788175597,1.4251126816585442
2016-12-09,1.509261820292365,1.5207110488334308,1.5308927782723392,1.527640769720855,1.4331709948146572
2016-12-12,1.5267176954380952,1.538299343882216,1.5485988335370549,1.5453092127870214,1.3952969229809273
2016-12-13,1.5240020983692697,1.5355631463509336,1.545844316139565,1.5425605466903274,1.393282344691899
2016-12-14,1.5309609976772882,1.542574835723274,1.5529029513956443,1.5496041875963513,1.3836123689045636
2016-12-15,1.524379050137833,1.5359429576677137,1.5462266704352157,1.542942088767476,1.3678986582501438
2016-12-16,1.5296446081693966,1.5412484601121614,1.551567695203558,1.5482717678305757,1.3678986582501438
2016-12-19,1.5296446081693966,1.5412484601121614,1.551567695203558,1.5482717678305757,1.3638695016720872
2016-12-20,1.5401757242325251,1.5518594650010578,1.5622497447402435,1.5589311259567762,1.3537966102269463
2016-12-21,1.5980968625797314,1.6102199918899867,1.6210010171920135,1.6175575956508772,1.368704489565755
2016-12-22,1.609944368150751,1.6221573723899951,1.6330183229207849,1.6295493735428528,1.3662869956189212
2016-12-23,1.607311589134969,1.6195046211677713,1.6303478105366136,1.6268845340113027,1.355408272858169
2016-12-26,1.6994588546873421,1.7123509139456123,1.723815743982611,1.7201539176155543,1.3602432607518364
2016-12-27,1.6915605176399964,1.7043926602789408,1.7158042068300974,1.7121593990209045,1.3582286824628083
2016-12-28,1.6744474540374126,1.6871497773344843,1.6984458763329835,1.694837942065829,1.350976200622307
2016-12-29,1.6533852219111553,1.6659277675566915,1.677081777259612,1.6735192258134282,1.3517820319379181
2016-12-30,1.6599671694506106,1.6725596456122516,1.6837580582200404,1.6801813246423034,1.3529907789113351
2017-01-03,1.6349557688006806,1.6473585090011231,1.6583881905704125,1.654865349092578,1.3683015739079494
2017-01-04,1.6059951996270778,1.6181782455566591,1.6290125543445277,1.6255521142455278,1.380389043642119
2017-01-05,1.5821913230727365,1.5941937932936041,1.6048675171999003,1.601458367346948,1.3775686340374793
2017-01-06,1.5793281089843545,1.5913088589231486,1.6019632671144497,1.5985602866328914,1.3731365618016174
2017-01-09,1.5860201772427627,1.598051693071128,1.60875124705985,1.6053338471694714,1.3779715496952851
2017-01-10,1.6020811410629425,1.6142344950262786,1.6250423989288105,1.6215903924572637,1.3743453087750346
2017-01-11,1.6449103779167555,1.657388633573347,1.668485470579372,1.664941179891376,1.3642724173298935
2017-01-12,1.6850627874672055,1.697845638461224,1.7092133502517735,1.7055825431108564,1.3574228511471977
2017-01-13,1.6582945144335721,1.6708743018693057,1.6820614304701722,1.678488300964536,1.3598403450940315
2017-01-16,1.6623097553886168,1.674920002358093,1.686134218437412,1.6825524372864837,1.358228682462809
2017-01-17,1.6716786509503885,1.6843599701652643,1.6956373903609723,1.6920354220376959,1.360243260751837
2017-01-18,1.6502640325234823,1.6627829008917303,1.6739158545356918,1.67036002832064,1.3691074052235612
2017-01-19,1.6247090314650987,1.6370340401308412,1.647994595518192,1.6444938326996017,1.3642724173298935
2017-01-20,1.6276386345270943,1.6399858671002732,1.650966186073597,1.6474591108351984,1.375956971406257
2017-01-23,1.633983252892567,1.6463786156077103,1.6574017364241085,1.653880990427659,1.3763598870640628
2017-01-24,1.6320329558357762,1.6444135236383166,1.6554234874287497,1.6519069437400915,1.377178905146219
2017-01-25,1.6193522365674218,1.6316366086993261,1.6425610262638193,1.6390718057386742,1.381273995557002
2017-01-26,1.6144654701047514,1.6267127713286758,1.6376042219597415,1.6341255309571165,1.3870071221320976
2017-02-03,1.630604011721853,1.64297373958429,1.6539740634817928,1.650460598741012,1.3788169413105322
2017-02-06,1.6437756821231964,1.656245330001276,1.6673345121621244,1.6637926664047389,1.378407432269454
2017-02-07,1.6539998329783125,1.6665470410505248,1.6777051970211851,1.6741413212716767,1.3759503780229845
2017-02-08,1.6539998329783125,1.6665470410505248,1.6777051970211851,1.6741413212716767,1.3853690859677847
2017-02-09,1.662749868832423,1.675363454493261,1.6865806396505405,1.6829979101865602,1.3902831944607241
2017-02-10,1.649156585233209,1.6616670525295205,1.6727925351512078,1.6692390951543783,1.397654357200133
2017-02-13,1.6525619233148112,1.6650982234344482,1.6762466790291009,1.672685901545552,1.4050255199395418
2017-02-14,1.6530481496990157,1.665588138321814,1.676739874079937,1.6731780489237191,1.4066635561038552
2017-02-15,1.6467276714795782,1.659219713087054,1.6703288098555136,1.66678060344254,1.4017494476109158
2017-02-16,1.6539975696150264,1.666544760517412,1.67770290121905,1.6741390303464136,1.40789208322709
2017-02-17,1.685303517304901,1.6980881944704231,1.7094575302642059,1.705826204422371,1.3997019024055246
2017-02-20,1.6944344187144473,1.7072883627067177,1.7187192970690426,1.7150682968611917,1.4226344087059077
2017-02-21,1.6944344187144473,1.7072883627067177,1.7187192970690426,1.7150682968611917,1.4230439177469856
2017-02-22,1.7022609056369158,1.7151742211949703,1.7266579543303313,1.722990090380181,1.4271390081577684
2017-02-23,1.7007288708218427,1.713630564395895,1.725103962171434,1.7214393992988388,1.4209963725415944
2017-02-24,1.7186116716541422,1.7316490237805613,1.7432430618832035,1.7395399669146863,1.4197678454183598
2017-02-27,1.7215200085126363,1.7345794232215177,1.7461930814448126,1.7424837198788055,1.4087111013092461
2017-02-28,1.7178233613033458,1.7308547333239634,1.7424434533548188,1.738742056959715,1.4107586465146373
2017-03-01,1.7068730609889773,1.7198213642608817,1.731336211757776,1.7276584099900487,1.4123966826789505
2017-03-02,1.7095030657054473,1.7224713201380173,1.7340039100809774,1.7303204414384157,1.407482574186011
2017-03-03,1.7042430562725075,1.7171714083837464,1.7286685134345745,1.724996378541682,1.4021589566519939
2017-03-06,1.716078077496622,1.7290962098308558,1.7406731558889812,1.7369755200593324,1.4091206103503244
2017-03-07,1.7108180680636822,1.723796298076585,1.7353377592425783,1.731651457162599,1.4111681555557156
2017-03-08,1.7002980491978026,1.7131964745680435,1.7246669659497722,1.7210033313691318,1.4128061917200285
2017-03-09,1.6987677809535247,1.7116545977409323,1.7231147656804173,1.7194544283708995,1.4001114114466024
2017-03-10,1.6897344515422503,1.7025527416820438,1.7139519692897975,1.710311096107775,1.4013399385698373
2017-03-13,1.703805102737249,1.7167301325421471,1.728224283086114,1.7245530918523155,1.4164917730897333
2017-03-14,1.6992917117366204,1.7121825030519693,1.723646205515025,1.7199847392911174,1.4132157007611073
2017-03-15,1.6992917117366204,1.7121825030519693,1.723646205515025,1.7199847392911174,1.4156727550075767
2017-03-16,1.719866376980238,1.732913247274968,1.7445157498269084,1.740809951343073,1.4242724448702204
2017-03-17,1.7218676760370877,1.7349297281445242,1.7465457317903432,1.7428356211046356,1.4083015922681679
2017-03-20,1.7278698291561714,1.7409774134713898,1.7526339086331857,1.7489108650997718,1.4091206103503242
2017-03-21,1.720373647684778,1.7334243661244422,1.7450302908083128,1.7413233993075818,1.4189488273362028
2017-03-22,1.732880907936939,1.7460265061907774,1.7577168069174243,1.7539829660055648,1.4115776645967941
2017-03-23,1.734379075868873,1.747536039193248,1.7592364468081312,1.755499377791737,1.4156727550075767
2017-03-24,1.7313833869289053,1.7445176250197585,1.7561978232224245,1.752467209021172,1.4291865533631598
2017-03-27,1.7448698208119433,1.758106366707615,1.7698775466200458,1.7661178731808753,1.4226344087059075
2017-03-28,1.7412059431622027,1.7544146949588026,1.7661611577476533,1.7624093788707704,1.420586863500516
2017-03-29,1.7368420184926232,1.7500176656481288,1.7617346886806164,1.7579923127583124,1.4177203002129684
2017-03-30,1.7355951828727434,1.7487613715593648,1.7604699832328916,1.7567302938690386,1.404206501857385
2017-03-31,1.7203959449575035,1.7334468325438108,1.7450529076487649,1.7413459681040697,1.4144442278843419
2017-04-05,1.7197077865795205,1.7327534538107934,1.7443548864857055,1.7406494297168282,1.4377862432258033
2017-04-06,1.7206932924744087,1.7337464357327481,1.7453545167931472,1.7416469365533422,1.4361482070614904
2017-04-07,1.7330103525493867,1.7461569327673419,1.7578481067487175,1.7541139869223712,1.4390147703490381
2017-04-10,1.7276004585790303,1.7407059994546945,1.7523606773981006,1.7486382142778458,1.435329188979334
2017-04-11,1.7305536217560884,1.7436815652657283,1.7553561657355332,1.7516273394304576,1.439014770349038
2017-04-12,1.7443291729740473,1.75756161752655,1.7693291501393982,1.765570641634879,1.4336911528150205
2017-04-13,1.7497303329748117,1.7630037506138951,1.7748077203439119,1.7710375739523978,1.4390147703490384
2017-04-14,1.7526741484666726,1.7659698978283875,1.7777937270237756,1.774017237588911,1.4271390081577688
2017-04-17,1.7492411385920965,1.7625108452128442,1.7743115147567825,1.7705424224330881,1.4222248996648295
2017-04-18,1.7448251020570813,1.7580613087172157,1.7698321869495424,1.7660726098659358,1.4189488273362034
2017-04-19,1.7436687549702754,1.7568961896056414,1.7686592669295922,1.764902181428668,1.4078920832270903
2017-04-20,1.7404259361621932,1.7536287708420366,1.7653699715748756,1.7616198733801651,1.4156727550075772
2017-04-21,1.736007365379271,1.7491766808737494,1.7608880731985221,1.7571474957044468,1.4169012821308122
2017-04-24,1.72502701746986,1.7381130362751989,1.7497503533599732,1.7460334352368694,1.4017494476109162
2017-04-25,1.7260843575593916,1.7391783973244923,1.7508228474000915,1.7471036510248206,1.4062540470627771
2017-04-26,1.7196891750447434,1.7327347010893035,1.7443360082077293,1.7406305915411517,1.4095301193914032
2017-04-27,1.7236283342144951,1.736703742637969,1.7483316239745617,1.744617719596221,1.4103491374735595
2017-04-28,1.7285494714999041,1.741662211567699,1.7533232917089643,1.7495987837492435,1.4050255199395423
2017-05-02,1.7167471422492646,1.7297703500946904,1.7413518097741094,1.7376527323097037,1.4029779747341509
2017-05-03,1.7167471422492646,1.7297703500946904,1.7413518097741094,1.7376527323097037,1.39601632103582
2017-05-04,1.6955648963047258,1.7084274160763055,1.719865976827112,1.7162125407776188,1.3906927035018026
2017-05-05,1.6965532037124078,1.7094232207632716,1.7208684487990331,1.7172128832421885,1.3816835045980809
2017-05-08,1.6921064679764308,1.704942752183186,1.7163579818054573,1.7127119976363117,1.3698077424068111
2017-05-09,1.6935896876707859,1.7064372235510603,1.7178624592182892,1.7142132791535971,1.3710362695300458
2017-05-10,1.6861752125697098,1.6989665023972433,1.7103417187912118,1.7067085147063723,1.3661221610371064
2017-05-11,1.6886494241802301,1.7014594833251921,1.7128513911592105,1.7092128558871593,1.3730838147354372
2017-05-12,1.6926067132006453,1.705446792257188,1.7168653966163394,1.7132183345681105,1.3841405588445503
2017-05-15,1.6980448070583178,1.7109261393809059,1.7223814300191227,1.7187226505024658,1.3898736854196463
2017-05-16,1.7015026437563274,1.714410207155645,1.7258888249311617,1.7222225948089436,1.4062540470627771
2017-05-17,1.7069336278930902,1.719882390624259,1.7313976467154901,1.7277197144441694,1.3968353391179769
2017-05-18,1.7182802965178134,1.7313151348393918,1.7429069374306512,1.739204556476602,1.3906927035018026
2017-05-19,1.7148326542173835,1.7278413387967186,1.7394098830237676,1.735714930709397,1.3931497577482723
2017-05-22,1.7177892622418962,1.7308203755877474,1.742408865580705,1.738707542658896,1.3943782848715074
2017-05-23,1.724192491033049,1.7372721791383254,1.7489038663699665,1.7451887464021407,1.4005209204876814
