date,nav,strategy_return,current_momentum,signal,holding,exposure,trade_cost_rate,turnover,drawdown,holding_for_return,exposure_for_return,weight_510300,weight_159949,weight_159954,weight_159941,weight_518880,weight_513880,weight_512890,weight_159985,weight_511260,return_weight_510300,return_weight_159949,return_weight_159954,return_weight_159941,return_weight_518880,return_weight_513880,return_weight_512890,return_weight_159985,return_weight_511260,effective_momentum,signal_asset_momentum,base_target_exposure,target_exposure,asset_momentum_percentile,asset_momentum_percentile_cap,asset_momentum_percentile_cap_triggered,asset_momentum_percentile_cap_code,boll_hot_cap_triggered,boll_extreme_hot_cap_triggered,extra_cap_triggered,extra_cap_reason,ma_trend_triggered,target_weight_510300,target_weight_159949,target_weight_159954,target_weight_159941,target_weight_518880,target_weight_513880,target_weight_512890,target_weight_159985,target_weight_511260
2015-03-23,1.243495684184854,0.020170674941815347,0.18397358943577435,510300,510300,1.0,0.0,0.0,-0.08408282025390046,510300,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18397358943577435,0.18397358943577435,1.0,1.0,,1.0,False,,False,False,False,,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-24,1.2422348520589375,-0.0010139416983524496,0.15945866431303313,510300,510300,1.0,0.0,0.0,-0.08501150687468251,510300,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15945866431303313,0.15945866431303313,1.0,1.0,,1.0,False,,False,False,False,,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-25,1.2346698593034404,-0.006089824917533515,0.14498684595147626,510300,510300,1.0,0.0,0.0,-0.09058362659937347,510300,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14498684595147626,0.14498684595147626,1.0,1.0,,1.0,False,,False,False,False,,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-26,1.2356154833978774,0.0007658922644879773,0.14119359534206688,510300,510300,1.0,0.0,0.0,-0.08988711163378726,510300,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14119359534206688,0.14119359534206688,1.0,1.0,,1.0,False,,False,False,False,,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-27,1.2450717243422489,0.007653061224489832,0.14260919872722,510300,510300,1.0,0.0,0.0,-0.08292196197792334,510300,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14260919872722,0.14260919872722,1.0,1.0,,1.0,False,,False,False,False,,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-30,1.2847879363086092,0.03189873417721523,0.1692484222604702,510300,510300,1.0,0.0,0.0,-0.053668333423295134,510300,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1692484222604702,0.1692484222604702,1.0,1.0,,1.0,False,,False,False,False,,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-31,1.270603574892052,-0.011040235525024533,0.14614728461757198,510300,510300,1.0,0.0,0.0,-0.06411605790709096,510300,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14614728461757198,0.14614728461757198,1.0,1.0,,1.0,False,,False,False,False,,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-04-01,1.291407304969669,0.016373108409823756,0.183078255847531,510300,510300,1.0,0.0,0.0,-0.0487927286641906,510300,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.183078255847531,0.183078255847531,1.0,1.0,,1.0,False,,False,False,False,,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-04-02,1.2895160567807946,-0.0014644862094216338,0.1472237801458216,510300,510300,1.0,0.0,0.0,-0.05018575859536345,510300,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1472237801458216,0.1472237801458216,1.0,1.0,,1.0,False,,False,False,False,,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-04-03,1.3103197868584122,0.016132974822781865,0.1680247260466421,510300,510300,1.0,0.0,0.0,-0.034862429352462754,510300,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1680247260466421,0.1680247260466421,1.0,1.0,,1.0,False,,False,False,False,,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-04-07,1.333329973156383,0.017560740918932005,0.179258433231112,510300,510300,1.0,0.0,0.0,-0.017913898523193916,510300,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.179258433231112,0.179258433231112,1.0,1.0,,1.0,False,,False,False,False,,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-04-08,1.3440470462266707,0.008037825059101555,0.2221266838635707,510300,510300,1.0,0.0,0.0,-0.010020062246548167,510300,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2221266838635707,0.2221266838635707,1.0,1.0,,1.0,False,,False,False,False,,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-04-09,1.33427559725082,-0.0072701688555348865,0.20324047754405883,510300,510300,1.0,0.0,0.0,-0.017217383557607602,510300,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20324047754405883,0.20324047754405883,1.0,1.0,,1.0,False,,False,False,False,,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-04-10,1.365481192367246,0.023387668320340227,0.24197247706421976,510300,510300,1.0,0.0,0.0,0.0,510300,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24197247706421976,0.24197247706421976,1.0,1.0,,1.0,False,,False,False,False,,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-04-13,1.3881761706337379,0.016620498614958512,0.27062896710905915,510300,510300,1.0,0.0,0.0,0.0,510300,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27062896710905915,0.27062896710905915,1.0,1.0,,1.0,False,,False,False,False,,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-04-14,1.3888065866966959,0.0004541326067211138,0.2467458970005656,510300,510300,1.0,0.0,0.0,0.0,510300,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2467458970005656,0.2467458970005656,1.0,1.0,,1.0,False,,False,False,False,,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-04-15,1.3771438895319712,-0.008397639582387595,0.24508406953548012,510300,510300,1.0,0.0,0.0,-0.008397639582387484,510300,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24508406953548012,0.24508406953548012,1.0,1.0,,1.0,False,,False,False,False,,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-04-16,1.4222186380334751,0.03273060196841371,0.2840068298235625,510300,510300,1.0,0.0,0.0,0.0,510300,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2840068298235625,0.2840068298235625,1.0,1.0,,1.0,False,,False,False,False,,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-04-17,1.4466601840023923,0.017185505319148975,0.28283957518166525,510300,510300,0.8,9.999999999999998e-05,0.19999999999999996,0.0,510300,1.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28283957518166525,0.28283957518166525,1.0,0.8,,1.0,False,,True,False,True,boll_hot_cap,False,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-04-20,1.4213039185420053,-0.0175274509803921,0.2479155086158975,510300,510300,1.0,9.999999999999998e-05,0.19999999999999996,-0.0175274509803921,510300,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2479155086158975,0.2479155086158975,1.0,1.0,,1.0,False,,False,False,False,,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-04-21,1.4513760504487956,0.021158129175946172,0.24355844860319986,510300,510300,1.0,0.0,0.0,0.0,510300,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24355844860319986,0.24355844860319986,1.0,1.0,,1.0,False,,False,False,False,,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-04-22,1.4909446450629942,0.0272628135223556,0.2613818960899834,510300,510300,1.0,0.0,0.0,0.0,510300,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2613818960899834,0.2613818960899834,1.0,1.0,,1.0,False,,False,False,False,,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-04-23,1.4893619012784265,-0.0010615711252652815,0.22749804330811307,510300,510300,1.0,0.0,0.0,-0.0010615711252652815,510300,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22749804330811307,0.22749804330811307,1.0,1.0,,1.0,False,,False,False,False,,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-04-24,1.4839805724108952,-0.003613177470775941,0.22947810123262458,510300,510300,1.0,0.0,0.0,-0.004670912951167727,510300,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22947810123262458,0.22947810123262458,1.0,1.0,,1.0,False,,False,False,False,,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-04-27,1.514685801831513,0.02069112627986347,0.23739332816136471,510300,510300,1.0,0.0,0.0,0.0,510300,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23739332816136471,0.23739332816136471,1.0,1.0,,1.0,False,,False,False,False,,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-04-28,1.4950597789028703,-0.012957157784744155,0.1972116603295302,510300,510300,1.0,0.0,0.0,-0.012957157784744155,510300,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1972116603295302,0.1972116603295302,1.0,1.0,,1.0,False,,False,False,False,,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-04-29,1.5032900465826236,0.005504975651069222,0.2050241055569646,510300,510300,1.0,0.0,0.0,-0.007523510971787051,510300,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2050241055569646,0.2050241055569646,1.0,1.0,,1.0,False,,False,False,False,,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-04-30,1.5001245590134875,-0.0021057064645189083,0.20985448046974642,510300,510300,1.0,0.0,0.0,-0.009613375130616886,510300,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20985448046974642,0.20985448046974642,1.0,1.0,,1.0,False,,False,False,False,,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-05-04,1.5083548266932405,0.005486389533656766,0.21556122448979487,510300,510300,1.0,0.0,0.0,-0.004179728317659892,510300,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21556122448979487,0.21556122448979487,1.0,1.0,,1.0,False,,False,False,False,,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-05-05,1.4510595016918815,-0.0379853095487932,0.16050632911392326,510300,510300,1.0,0.0,0.0,-0.042006269592476886,510300,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16050632911392326,0.16050632911392326,1.0,1.0,,1.0,False,,False,False,False,,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-05-06,1.435865161360029,-0.010471204188481797,0.11285574092247197,510300,510300,1.0,0.0,0.0,-0.05203761755485947,510300,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11285574092247197,0.11285574092247197,1.0,1.0,,1.0,False,,False,False,False,,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-05-07,1.4108578095638558,-0.017416225749559033,0.10568097246340757,510300,510300,1.0,0.0,0.0,-0.06854754440961386,510300,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10568097246340757,0.10568097246340757,1.0,1.0,,1.0,False,,False,False,False,,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-05-08,1.4326996737908932,0.015481265425173918,0.10471076397363843,510300,510300,1.0,0.0,0.0,-0.054127481713689085,510300,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10471076397363843,0.10471076397363843,1.0,1.0,,1.0,False,,False,False,False,,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-05-11,1.4798654385710173,0.032920901458241,0.14275238328037054,510300,510300,1.0,0.0,0.0,-0.022988505747127186,510300,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14275238328037054,0.14275238328037054,1.0,1.0,,1.0,False,,False,False,False,,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-05-12,1.4969590714443513,0.011550802139037586,0.13759923021409604,510300,510300,1.0,0.0,0.0,-0.011703239289446832,510300,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13759923021409604,0.13759923021409604,1.0,1.0,,1.0,False,,False,False,False,,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-05-13,1.4830309261401533,-0.009304292662296598,0.10756501182032996,510300,510300,1.0,0.0,0.0,-0.020898641588297462,510300,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10756501182032996,0.10756501182032996,1.0,1.0,,1.0,False,,False,False,False,,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-05-14,1.479548889814104,-0.002347918890074574,0.09615384615384537,510300,510300,1.0,0.0,0.0,-0.023197492163009925,510300,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09615384615384537,0.09615384615384537,1.0,1.0,,1.0,False,,False,False,False,,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-05-15,1.4523256967195355,-0.01839965768078733,0.0838648712497041,510300,510300,1.0,0.0,0.0,-0.04117032392894526,510300,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0838648712497041,0.0838648712497041,1.0,1.0,,1.0,False,,False,False,False,,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-05-18,1.4415630389844736,-0.007410636442894414,0.051246537396121505,510300,510300,1.0,0.0,0.0,-0.04827586206896606,510300,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051246537396121505,0.051246537396121505,1.0,1.0,,1.0,False,,False,False,False,,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-05-19,1.4912611938199067,0.034475186649099765,0.06970935513169807,510300,510300,1.0,0.0,0.0,-0.015464994775340135,510300,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06970935513169807,0.06970935513169807,1.0,1.0,,1.0,False,,False,False,False,,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-05-20,1.4982252664720053,0.0046699214604115635,0.0742169768497496,510300,510300,1.0,0.0,0.0,-0.010867293625915098,510300,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0742169768497496,0.0742169768497496,1.0,1.0,,1.0,False,,False,False,False,,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-05-21,1.5289304958926235,0.020494401014156116,0.10551613641565516,510300,510300,1.0,0.0,0.0,0.0,510300,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10551613641565516,0.10551613641565516,1.0,1.0,,1.0,False,,False,False,False,,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-05-22,1.5618515666116368,0.021532091097308692,0.09352836879432602,510300,510300,1.0,0.0,0.0,0.0,510300,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09352836879432602,0.09352836879432602,1.0,1.0,,1.0,False,,False,False,False,,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-05-25,1.6112331726901563,0.03161734900689095,0.10893246187363825,510300,510300,1.0,0.0,0.0,0.0,510300,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10893246187363825,0.10893246187363825,1.0,1.0,,1.0,False,,False,False,False,,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-05-26,1.6349743294586752,0.014734774066797574,0.1503340757238305,510300,510300,1.0,0.0,0.0,0.0,510300,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1503340757238305,0.1503340757238305,1.0,1.0,,1.0,False,,False,False,False,,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-05-27,1.6349743294586752,0.0,0.12649945474372948,510300,510300,1.0,0.0,0.0,0.0,510300,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12649945474372948,0.12649945474372948,1.0,1.0,,1.0,False,,False,False,False,,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-05-28,1.5230391278405155,-0.06846297192642792,-0.008295313148071304,518880,518880,0.5,0.00075,1.5,-0.06846297192642792,510300,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008295313148071304,-0.008295313148071304,1.0,0.5,,1.0,False,,False,False,False,,True,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2015-05-29,1.5198541861260852,-0.002091175240485188,-0.003765690376569153,518880,518880,0.5,0.0,0.0,-0.07041097909513061,518880,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,-0.003765690376569153,-0.003765690376569153,1.0,0.5,,1.0,False,,False,False,False,,True,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2015-06-01,1.5199899899808091,8.93532129355723e-05,0.08148464163822555,510300,510300,1.0,0.00075,1.5,-0.07032791732940313,518880,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.08148464163822555,0.08148464163822555,1.0,1.0,,1.0,False,,False,False,False,,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-06-02,1.5457728576609566,0.016962524654832167,0.07753396029258108,510300,510300,1.0,0.0,0.0,-0.05455833170619406,510300,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07753396029258108,0.07753396029258108,1.0,1.0,,1.0,False,,False,False,False,,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-06-03,1.532881423820883,-0.008339798293250378,0.08257463476603899,510300,510300,1.0,0.0,0.0,-0.06244312451779854,510300,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08257463476603899,0.08257463476603899,1.0,1.0,,1.0,False,,False,False,False,,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-06-04,1.5502698694656338,0.011343633874437709,0.08886081280269575,510300,510300,1.0,0.0,0.0,-0.05180782258586669,510300,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08886081280269575,0.08886081280269575,1.0,1.0,,1.0,False,,False,False,False,,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-06-05,1.5526682757614618,0.0015470895378071337,0.09284659210804014,510300,510300,1.0,0.0,0.0,-0.0503408843883586,510300,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09284659210804014,0.09284659210804014,1.0,1.0,,1.0,False,,False,False,False,,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-06-08,1.5907429757077265,0.024522108515157237,0.11353620146904575,510300,510300,1.0,0.0,0.0,-0.027053240502921683,510300,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11353620146904575,0.11353620146904575,1.0,1.0,,1.0,False,,False,False,False,,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-06-09,1.5778515418676522,-0.008104033169996416,0.1481239092495641,510300,510300,1.0,0.0,0.0,-0.034938033314526606,510300,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1481239092495641,0.1481239092495641,1.0,1.0,,1.0,False,,False,False,False,,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-06-10,1.5763525379327599,-0.0009500285008550158,0.15917107583774293,510300,510300,1.0,0.0,0.0,-0.035854869687969027,510300,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15917107583774293,0.15917107583774293,1.0,1.0,,1.0,False,,False,False,False,,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-06-11,1.5766523387197384,0.00019018638265499987,0.17994166479694895,510300,510300,1.0,0.0,0.0,-0.03567150241328043,510300,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17994166479694895,0.17994166479694895,1.0,1.0,,1.0,False,,False,False,False,,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-06-12,1.5883445694118983,0.007415858528237118,0.17057003977021679,510300,510300,1.0,0.0,0.0,-0.028520178700429888,510300,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17057003977021679,0.17057003977021679,1.0,1.0,,1.0,False,,False,False,False,,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-06-15,1.5502698694656336,-0.023971309928274676,0.10609625668449252,510300,510300,1.0,0.0,0.0,-0.0518078225858668,510300,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10609625668449252,0.10609625668449252,1.0,1.0,,1.0,False,,False,False,False,,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-06-16,1.5094969624365624,-0.026300522142719163,0.06470712624233466,510300,510300,1.0,0.0,0.0,-0.0767457719435003,510300,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06470712624233466,0.06470712624233466,1.0,1.0,,1.0,False,,False,False,False,,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-06-17,1.531982021459947,0.014895729890764597,0.09071504802561403,510300,510300,1.0,0.0,0.0,-0.06299322634186422,510300,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09071504802561403,0.09071504802561403,1.0,1.0,,1.0,False,,False,False,False,,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
