date,hs300_benchmark_nav,baseline_nav,tie_r2_gap003_nav,tie_r2_gap005_nav,tie_downvol_gap003_nav,tie_downvol_gap005_nav,overheat_r2_rank35_cap20_nav,overheat_downvol_rank35_cap20_nav,combo_tie_r2_overheat_downvol_nav,combo_tie_downvol_overheat_r2_nav
2020-09-24,1.9856312785590633,3.6576031777992672,3.608862577675586,3.6442008617197437,3.6766341240178346,3.655285987281734,3.664396877752294,3.648220481068294,3.6348525453906566,3.662075383242133
2020-09-25,1.98691619957625,3.6460632201768832,3.597476399572897,3.6327031892092436,3.662893167819144,3.6416248170508383,3.652835485598676,3.6367101264174178,3.623384367379432,3.6483888385003778
2020-09-28,1.9911992696335388,3.669041812992356,3.6201487835545025,3.655597583070099,3.685977828053261,3.6645754377078417,3.675856759278459,3.659629773208073,3.6462200312075326,3.6713820880656853
2020-09-29,1.9959106466965564,3.64460416169398,3.5960367842560825,3.631249477058902,3.6614273744344055,3.6401675346999824,3.6513737170334966,3.6352548107963267,3.6219343843761784,3.6469288493662657
2020-09-30,1.9899143486163522,3.6605571924775617,3.61177722765487,3.647144052195276,3.677454043182172,3.65610114563881,3.667356379272219,3.6511669179360613,3.6377881858225365,3.662892055689454
2020-10-09,2.0297469001491377,3.870703057425303,3.8191227244179946,3.8565198933957916,3.8885699252938335,3.8659911971221144,3.877892573045539,3.860773704469818,3.8466269239188375,3.8731719608456663
2020-10-12,2.0931363369970106,3.895149603051147,3.8432434995195823,3.880876861143555,3.9131293142956896,3.8904079836302543,3.9023845261384587,3.8851575383927854,3.8709214097541147,3.8976340995457446
2020-10-13,2.099989249088673,3.840909051572628,3.7897257484383697,3.826835059769928,3.8586383925996657,3.8362334599243497,3.848043227254024,3.8310561279364888,3.8170182395573646,3.8433589510751336
2020-10-14,2.0897098809511796,3.8354657792231897,3.7843550122138336,3.821411732847314,3.853169994523351,3.830796813745538,3.842589844469608,3.8256268189863576,3.8116088248688866,3.8379122067689155
2020-10-15,2.0845701968824333,3.8354657792231897,3.7843550122138336,3.821411732847314,3.853169994523351,3.830796813745538,3.842589844469608,3.8256268189863576,3.8116088248688866,3.8379122067689155
2020-10-16,2.078573898802229,3.880806750524312,3.8290917774149555,3.8665865641930632,3.898720256263768,3.8760825908559378,3.8880150329314294,3.8708514789867383,3.8566677711057857,3.8832820985213012
2020-10-19,2.065296381624634,3.8721323872734477,3.8205330072588,3.8579439858440665,3.89000585281872,3.86741878702729,3.8793245577574433,3.862199367717776,3.8480473632022094,3.8746022023827984
2020-10-20,2.0781455917965004,3.880971037558689,3.829253875188153,3.8667502492412065,3.8988853016344716,3.8762466779014386,3.88817962511559,3.8710153445824456,3.856831036259509,3.883446490345123
2020-10-21,2.0807154338308735,3.825221045516735,3.7742467980926606,3.811204538248468,3.8428779719133646,3.8205645510949484,3.832326082004833,3.8154083656675732,3.8014278143602063,3.827660938523977
2020-10-22,2.073862521739211,3.8217783465757695,3.770849975974377,3.8077744541640444,3.8394193817386424,3.817126042998963,3.8288769885310283,3.8119744981384724,3.798006529327282,3.8242160436793053
2020-10-23,2.049877329418394,3.7161070558870386,3.666586842998127,3.702490367873794,3.7332603204924126,3.7115833874321713,3.723009422027866,3.7065742816000817,3.6929925239080945,3.718477351227343
2020-10-26,2.0344582772121544,3.7229475107709558,3.6733361431394562,3.7093057577263164,3.740132350390419,3.718415515335862,3.7298625824995044,3.713397188950667,3.6997904305255633,3.725322169252067
2020-10-27,2.040454575292359,3.728132033779498,3.678451578072965,3.71447128342632,3.7453408047587633,3.7235937271529247,3.735056735337202,3.718568412318784,3.7049427053181434,3.730509999175761
2020-10-28,2.057586855521514,3.761796372438567,3.7116673114598795,3.7480122680512347,3.7791605354181432,3.757217085747492,3.7687836027630204,3.752146393255341,3.7383976486555,3.7641958104199458
2020-10-29,2.076432363773584,3.8105655869137824,3.7597866356475125,3.796602780683857,3.8281548648397012,3.80592693278421,3.817643402081365,3.800790502100726,3.7868635140746676,3.8129961320296117
2020-10-30,2.0374564262522568,3.747976787573412,3.6980318840407467,3.7342433213869577,3.7652771604112174,3.743414323653902,3.7549383491447266,3.7383622591942873,3.724664022895262,3.750367410820145
2020-11-02,2.049449022412665,3.751982245437251,3.7019839658518636,3.738234102313544,3.769301107160756,3.7474149056185504,3.7589512468202613,3.7423574420242915,3.7286445664381485,3.7543754235399036
2020-11-03,2.071292679704838,3.7993472151722574,3.74871775802673,3.785425515688107,3.8168847099562933,3.7947222173215804,3.806404193128182,3.7896009083798736,3.7757149216501724,3.8017706047207502
2020-11-04,2.087140038916807,3.8162632757919024,3.765408398089182,3.8022795918933077,3.833878853811842,3.811617685786948,3.8233516739524394,3.8064735749354384,3.7925257627973235,3.818697455142481
2020-11-05,2.119691371352201,3.880544306146554,3.8288328303265007,3.8663250814730716,3.8984566004629286,3.875820465955346,3.887752101084618,3.8705897078465856,3.856406959156499,3.883019486745059
2020-11-06,2.1205479853636584,3.809496851544045,3.758732142064202,3.795537961411228,3.8270811962696225,3.8048594984008015,3.816572681622737,3.7997245083132127,3.7858014263384634,3.8119267149737888
2020-11-09,2.1620937649193595,3.9369562557579156,3.884493043857007,3.922530324467395,3.9551289432987145,3.9321637445211497,3.944268831297044,3.926856946238748,3.912468021187477,3.9394674183610534
2020-11-10,2.15052947576468,3.884790797424703,3.833022733581495,3.8705560126109946,3.9027226932184953,3.8800617879209995,3.8920064798743956,3.874825305777945,3.8606270368634106,3.8872686866207635
2020-11-11,2.1303990464954228,3.7790580706892607,3.728698983244881,3.7652107153901206,3.796501912341484,3.774457771094445,3.7860773632120703,3.7693638107921688,3.7555519775354442,3.781468518935497
2020-11-12,2.129114125478236,3.7896401664187227,3.7391400637599124,3.775754035838379,3.807132854211651,3.7850269850925904,3.796679114322328,3.779918760713247,3.766068251643929,3.792057364387672
2020-11-13,2.1072704681860635,3.767510630914435,3.7173054226956457,3.75370558814354,3.7849011704720215,3.762924388177578,3.7745084750085214,3.757845993182504,3.744076363911463,3.7699137136993754
2020-11-16,2.1299707394896936,3.775710291361608,3.725395815857228,3.7618752031112788,3.793138679921715,3.7711140670648153,3.7827233656570276,3.766024619383059,3.7522250217069972,3.7781186042480113
2020-11-17,2.126115976438134,3.768123983028513,3.717910601383391,3.754316692791586,3.785517353772325,3.7635369936496543,3.7751229663741874,3.7584577718900105,3.744685900918268,3.7705274570362133
2020-11-18,2.1231178273980316,3.732545129969874,3.6828058660913583,3.718868208996987,3.749774271462028,3.7280014512203437,3.739478028494259,3.7229701877777437,3.709328351639211,3.734925910231579
2020-11-19,2.141106721638644,3.731537342784782,3.6818115085075136,3.7178641145805575,3.748761832408733,3.726994890828514,3.7384683694265655,3.721964985827044,3.7083268329842682,3.7339174802358164
2020-11-20,2.1475313267245775,3.727441704197842,3.677770447706329,3.7137834833741947,3.7446472886688054,3.7229042379190043,3.734365123524582,3.717879853610782,3.704256669650777,3.7298192292717536
2020-11-23,2.172373133056852,3.7628313815453662,3.7126885282107156,3.7490434846418634,3.7802003220474427,3.7582508349234067,3.769820534314923,3.753178747296488,3.7394262199092614,3.7652314797007445
2020-11-24,2.1586673088735275,3.7934827946953162,3.74293148582327,3.779582583823526,3.810993219765082,3.788864935684699,3.8005288799679233,3.7837515316559482,3.769886978414768,3.7959024436603643
2020-11-25,2.1321122745183376,3.789270822382568,3.7387756415397932,3.775386045165417,3.8067618053118073,3.7846580906640326,3.796309084259713,3.7795503641399284,3.7657012049620775,3.7916877847677632
2020-11-26,2.13511042355844,3.8235319909894536,3.7725802516197797,3.8095216728132093,3.8411811208401794,3.818877552677076,3.830633890196358,3.813723644001354,3.7997492659093908,3.8259708066439657
2020-11-27,2.1655202209651905,3.849904986696669,3.7986018052554136,3.83579803167732,3.8676758522689436,3.8452184441722905,3.857055871594745,3.840028986163726,3.8259582191271173,3.852360624199393
2020-11-30,2.1548125458219682,3.83655308490682,3.7854278286461804,3.822495054387848,3.854262319126461,3.831882795836939,3.8436791697349726,3.826711335450111,3.812689367409901,3.8390002059835853
2020-12-01,2.202354623457873,3.8643894946413613,3.8128932951018046,3.8502294649869864,3.8822272195892453,3.8596853199253673,3.8715672833330315,3.854476337604901,3.8403526320834116,3.866854370995704
2020-12-02,2.197643246394856,3.8481591775392756,3.7968792604550043,3.834058619574228,3.8659219845906367,3.843474760212502,3.8553068197390568,3.838287655457679,3.8242232690652753,3.8506137014886903
2020-12-03,2.196786632383398,3.850101017673781,3.798795223956945,3.8359933443509453,3.8678727881099824,3.8454142365181863,3.857252266683429,3.840224514270757,3.826153030773295,3.852556780213622
2020-12-04,2.201498009446416,3.849945903393653,3.7986421767034284,3.835838798445928,3.867716957834257,3.8452593110608144,3.8570968642911616,3.840069797898816,3.825998881318436,3.8524015669948333
2020-12-07,2.182652501194345,3.824507718952307,3.7735429771971494,3.8104938254799112,3.842161352688329,3.8198520928728015,3.8316114304944198,3.81469686897,3.8007189247534434,3.8269471569687177
2020-12-08,2.175799589102683,3.804947599319243,3.754243512403624,3.7910053787137854,3.822510945046138,3.8003157840435775,3.812014979532512,3.7951869260952162,3.781280470886185,3.8073745610372787
2020-12-09,2.15010116875895,3.822469387952605,3.7715318086509306,3.808462963403164,3.8401136129093683,3.817816243161584,3.8295693134609294,3.8126637668157133,3.798693272362395,3.8249075258325025
2020-12-10,2.1458180987016613,3.820337333313906,3.7694281654110458,3.8063387211128195,3.837971716870295,3.81568678390245,3.8274332987044173,3.810537181447768,3.7965744793021132,3.822774111276261
2020-12-11,2.1218329063808445,3.8014810628794775,3.7508231704410107,3.78755154447675,3.819028407340553,3.796853467466509,3.8085420042836957,3.791729282216656,3.7778354966259236,3.8039058134892096
2020-12-14,2.140678414632915,3.820073773845976,3.769168118091922,3.8060761273886086,3.8377069408321143,3.8154235452691014,3.8271692496962455,3.810274298077938,3.7963125591986198,3.8225103836985945
2020-12-15,2.1471030197188474,3.8114826442514063,3.7606914724344622,3.797516477708264,3.829076155243522,3.806842873775268,3.8185621627782904,3.8017052069494466,3.787774867230244,3.8139137743064464
2020-12-16,2.151386089776136,3.8319911218208444,3.780926657507212,3.81794980740481,3.8496792983694452,3.827326386091649,3.8391087331741858,3.822161074977583,3.808155780159189,3.8344353330783605
2020-12-17,2.181795887182887,3.8582327596585992,3.8068186037260934,3.844095289725509,3.8760420655909176,3.8535360796211515,3.8653991127165703,3.8483353962373528,3.8342341925656362,3.8606937089785425
2020-12-18,2.1693749840167493,3.852082612424907,3.800750412312223,3.837967678074042,3.8698635297502033,3.847393419046647,3.859237542085385,3.842201025719597,3.8281222998205178,3.8545396389124043
2020-12-21,2.1886487992745485,3.852227730370497,3.8008935964406616,3.838112264273436,3.870009317549078,3.8475383603381568,3.8593829295757374,3.842345771400179,3.8282665151189708,3.8546848494205563
2020-12-22,2.1556691598334248,3.8527539431357383,3.801412796983766,3.838636548871661,3.870537959272007,3.8480639325373294,3.8599101197383243,3.8428706342937824,3.828789454791804,3.8552113978272757
2020-12-23,2.173229747068308,3.8898719034042113,3.8380361296037746,3.875618500226219,3.907827253192746,3.885136708600006,3.897097023594353,3.879893377408414,3.865676537890509,3.8923530335515264
2020-12-24,2.173229747068308,3.8709960296353754,3.8194117925300444,3.8568117920869573,3.8888642498411112,3.866283812693067,3.8781860894276274,3.8610659251305095,3.8469180738144777,3.8734651199262045
2020-12-25,2.1912186413089207,3.9106994011897447,3.858586083683281,3.8963696811739488,3.9287508891075658,3.9059388527847654,3.9179632067604073,3.9006674472834035,3.886374486700094,3.9131938160245587
2020-12-28,2.197214939389126,3.9018850342934543,3.849889175546553,3.887587612185726,3.919895835771023,3.897135215739063,3.909132467895629,3.891875691514522,3.877614945986805,3.9043738269401915
2020-12-29,2.1903620272974638,3.8642604496191892,3.8127659697117307,3.8501008928160476,3.8820975789051664,3.8595564319914826,3.871437998620244,3.854347623616535,3.840224389733295,3.8667252436629815
2020-12-30,2.217773675664111,4.005917056041717,3.952534884202442,3.991238436201461,4.024408061337325,4.001040597870113,4.013357720649801,3.995640844260619,3.980999878871003,4.008472204854378
2020-12-31,2.2644591392885585,4.1068913346091565,4.052163596644966,4.091842721324703,4.125848429415254,4.101891959053355,4.114519550714277,4.096356097726818,4.081346088021739,4.109510889225628
2021-01-04,2.2845895685578155,4.22500854372036,4.168706795843897,4.209527121272641,4.244510858486986,4.219865382454191,4.232856152919533,4.214170305692756,4.198728597091689,4.227703438650271
2021-01-05,2.326991962124974,4.236892287008948,4.180432178383261,4.221367319738016,4.256449456221388,4.231734659497908,4.244761969293226,4.226023564110819,4.210538422390257,4.2395947619092205
2021-01-06,2.347979005405689,4.278167931165436,4.22115779030036,4.262491720251473,4.2979156255794715,4.272960058242567,4.286114279596405,4.267193325580567,4.251557328195976,4.280896733473811
2021-01-07,2.3980909250759668,4.364869271902148,4.306703763662971,4.348875366936483,4.38501717304245,4.359555856239473,4.372976661010811,4.353672254987575,4.337719378518569,4.36765337611137
2021-01-08,2.386098328915558,4.339938765450771,4.282105476915799,4.324036211709184,4.359971589289081,4.3346556980379995,4.34799984817455,4.328805701723576,4.312943942139167,4.342706967894414
2021-01-11,2.359114987554639,4.274431259889539,4.217470913272662,4.258768741015715,4.2941617061161095,4.269227935668233,4.282370667758004,4.263466239831492,4.2478438993634215,4.277157678785816
2021-01-12,2.427644108471259,4.412883926577376,4.3540785831866415,4.396714084653237,4.433253459673969,4.407512062012272,4.421080498995806,4.401563739673725,4.38543537756998,4.4156986566298615
2021-01-13,2.4182213543452233,4.365724304928154,4.307547402663768,4.3497272669209,4.3858761528352,4.360409848421965,4.373833282191012,4.354525094633057,4.338569093159522,4.368508954514775
2021-01-14,2.3741057327551496,4.289147433346791,4.23199098149625,4.273430990961157,4.308945808299175,4.28392619492424,4.297114175308668,4.278144662503358,4.262468536851211,4.2918832388610655
2021-01-15,2.3668245136577584,4.297260142252021,4.239995581817403,4.2815139729978,4.317095964845289,4.292029028116848,4.3052419529098245,4.28623656021513,4.270530783951491,4.300001122406268
2021-01-18,2.392094626995762,4.376037385899152,4.317723053265418,4.360002558343877,4.39623683819545,4.370710375137027,4.384165518869805,4.3648117198879985,4.348818025806394,4.378828613619126
2021-01-19,2.359552073572094,4.28189089599756,4.22483114353403,4.266201043267082,4.301655775331168,4.276678491058169,4.28984415953243,4.270906740046436,4.255257135840114,4.284622072975464
2021-01-20,2.3725690949415617,4.4274620803422655,4.368462470944899,4.411238820642846,4.447898905076377,4.422072469589195,4.4356857304937725,4.416104496709384,4.3999228538607476,4.4302861089777625
2021-01-21,2.4133557618992256,4.532662247756981,4.472260758756047,4.516053509965277,4.553584668379762,4.527144575386841,4.541081298649816,4.5210347985266255,4.504468666436561,4.535553377652715
2021-01-22,2.414657464036173,4.60075561538904,4.539446725710258,4.583897367524329,4.621992349764168,4.595155052021813,4.6093011441653395,4.588953489085522,4.572138486980224,4.603690178207876
2021-01-25,2.443294911049001,4.609098751827917,4.547678682926793,4.59220993275408,4.630373997479718,4.603488032245447,4.617659777300516,4.597275223224809,4.580429728333431,4.612038636263469
2021-01-26,2.391226825571132,4.479487139798317,4.419794253274894,4.4630732480765065,4.500164108209006,4.474034198221675,4.487807422259782,4.467996098452402,4.451624312601743,4.482344352288356
2021-01-27,2.3955658326942877,4.523649167664872,4.463367785441872,4.507073455913002,4.544529984602558,4.5181424670416375,4.532051477495644,4.51204483931259,4.495511648542037,4.526534548624576
2021-01-28,2.3365553358193694,4.371817552300008,4.313559452453715,4.355798187204969,4.3919975261686846,4.366495678399617,4.3799378472735,4.360602711251812,4.344624439965241,4.374606088425858
2021-01-29,2.320501009463693,4.312186665131335,4.254723196382301,4.296385801595675,4.332091387407183,4.306937380733659,4.320196200589467,4.3011247927084675,4.285364462468348,4.314937166073627
2021-02-01,2.347836754339574,4.366095194359867,4.307913349685765,4.350096797326728,4.386248754264028,4.360780286364848,4.374204860519632,4.354895032637594,4.338937675624428,4.368880080515963
2021-02-02,2.38254881132482,4.45885023416343,4.399432351547332,4.442511960905072,4.4794319442035535,4.453422414177104,4.467132185253769,4.447412131809972,4.431115770441878,4.461694283533967
2021-02-03,2.379945407050927,4.464470156647016,4.404977383896263,4.448111290674301,4.4850778078174605,4.459035495451415,4.472762546285567,4.453017637741036,4.436700736484218,4.467317790649501
2021-02-04,2.3751724992154553,4.452659544721517,4.393324158183837,4.436343955601546,4.473212679014901,4.4472392607469695,4.460929997110514,4.44123732308523,4.424963587664851,4.455499645400018
2021-02-05,2.3786437049139795,4.4521551064373925,4.392826441958804,4.43584136569763,4.472705912282421,4.446735436522537,4.4604246218733685,4.440734178815576,4.424462287033833,4.4549948853631305
2021-02-08,2.4098845562007,4.558360447441143,4.497616508586077,4.541657545417263,4.579401488978885,4.552811492297522,4.566827230646506,4.546667075692009,4.530007020925344,4.561267968770722
2021-02-09,2.4697628545002495,4.568152000478228,4.507277581046683,4.5514132199070225,4.589238239072356,4.562591125941831,4.576636970695734,4.556433510866875,4.5397376695906235,4.571065767287872
2021-02-10,2.519661436416541,4.668490005956819,4.6086015829280615,4.653729394885023,4.690039397073753,4.662806988580246,4.6771613458459305,4.656514123449018,4.641791377156543,4.6714677727275165
2021-02-18,2.501003705786971,4.720490111129491,4.523416526242606,4.567710199003442,4.742279530735949,4.714743793306542,4.729258036978012,4.708380834922839,4.5559928427269485,4.7235010458378
2021-02-19,2.5148885285810696,4.72782799999065,4.530448068934336,4.574810595149013,4.7496512907282105,4.722072749654221,4.736609555369983,4.715699900204052,4.563075024522721,4.730843615124876
2021-02-22,2.4250710811317453,4.668114884703097,4.473227889214371,4.517030110645898,4.68966254428915,4.662432323966807,4.676785527835036,4.656139964478187,4.505442761884228,4.671092412205079
2021-02-23,2.4185625704470115,4.655364810573855,4.461010112104521,4.50469269604124,4.676853616797508,4.649697770678936,4.664011771481724,4.643422597581806,4.493136995934182,4.658334205521838
2021-02-24,2.354779165736622,4.500960465992129,4.3130519239583505,4.355285688948149,4.521736553626409,4.495481384638871,4.509320633407774,4.489414340019019,4.3441132563988045,4.503831375107228
2021-02-25,2.3769081020647165,4.57104278212544,4.380208405495587,4.423099772366557,4.592142364345509,4.565478388600608,4.579533121734371,4.559316876912615,4.411753379180185,4.573958392801842
2021-02-26,2.3122568959296963,4.422901620762431,4.238251921793545,4.279753238909225,4.443317394765571,4.417517561519806,4.431116800231765,4.4115557358861155,4.268774566600567,4.425722740537681
2021-03-01,2.350874059325782,4.4730118875826275,4.2862701579793345,4.32824167367784,4.493658966726681,4.46756682841996,4.481320142790579,4.4615374569308885,4.31713861601181,4.47586496987407
2021-03-02,2.320934910176008,4.444438139339916,4.25888932209684,4.300592722361478,4.464953324257834,4.439027863395713,4.452693321138135,4.433037007731621,4.289560591395946,4.447272996047086
2021-03-03,2.366494484969143,4.526342067435186,4.337373880519457,4.379845808141101,4.547235314591276,4.52083208870786,4.534749379107916,4.514730831099549,4.36861037254335,4.5292291660439465
2021-03-04,2.2940330660124424,4.489255715872202,4.301835830103352,4.343959766164512,4.509977775279382,4.48379088287296,4.497594142667973,4.477739615605914,4.33281638753204,4.492119159186598
2021-03-05,2.2849211510538154,4.422441846252559,4.237811342199616,4.279308345123084,4.442855497971893,4.417058346699797,4.430656171728194,4.411097140816598,4.268330814081882,4.425262672763551
2021-03-08,2.2042156185631185,4.396988943540314,4.213421061093431,4.2546792323453975,4.417285106616659,4.39163642815764,4.405155992322564,4.38570953137305,4.243764881338965,4.399793535078581
2021-03-09,2.1603916466192454,4.3619912023109775,4.179884424572427,4.220814202276078,4.382125818503213,4.356681290162174,4.370093245639824,4.350801568388171,4.209986723817454,4.364773470761747
2021-03-10,2.169503561577872,4.32699346108164,4.146347788051423,4.186949172206759,4.346966530389766,4.3217261521667085,4.3350304989570825,4.315893605403291,4.1762085662959425,4.3297534064449135
2021-03-11,2.2254767534665807,4.418818307390187,4.234339080805637,4.275802083055272,4.439215233132583,4.413880606882028,4.427025902437561,4.407482897267192,4.264833546481769,4.42207903055293
2021-03-12,2.2311174627266834,4.497714415398304,4.3099413912476665,4.352144697641139,4.518475519512488,4.511939302178762,4.5060685535393965,4.486176616383265,4.340980322545661,4.52031986188828
2021-03-15,2.186859590070495,4.515451880698468,4.326938343213151,4.369308085181133,4.5362948595894395,4.529732865623974,4.523838964736454,4.503868580504213,4.358099681564152,4.538146475428121
2021-03-16,2.201178313576908,4.533171944140591,4.343918619822817,4.386454634078829,4.554096717482712,4.547508972174425,4.541591941752938,4.521543187407382,4.375202245135812,4.555955599648441
2021-03-17,2.211158029960166,4.510411248186748,4.32210814976513,4.364430594075087,4.531230959905394,4.524676291142588,4.518788969660456,4.498840878516635,4.353234702482411,4.533080508771547
2021-03-18,2.228514058452789,4.518007730288957,4.329387489806839,4.371781214023003,4.538862506785234,4.532296798580301,4.526399561609357,4.506417873680452,4.360566466191855,4.5407151706810565
2021-03-19,2.1682018594409245,4.474979085238586,4.288155227999154,4.330145202460879,4.49563524481585,4.48913206716525,4.483290994355934,4.463499608216829,4.319037261751933,4.497470264293617
2021-03-22,2.192934200042912,4.515122660553185,4.326622867529295,4.368989520333009,4.535964119789265,4.529402604256671,4.5235091330915695,4.503540204893625,4.357781933917134,4.537815600627232
2021-03-23,2.1734086679887112,4.451841333846063,4.265983444018023,4.30775631051755,4.472390691340922,4.465921138184398,4.460110266475009,4.4404212111319765,4.296705803098393,4.474216222902954
2021-03-24,2.140432213852727,4.407544405151077,4.223535847560132,4.264893063646729,4.427889291427082,4.4214841119338075,4.415731059843417,4.396237915498823,4.253952511525275,4.42969665849596
2021-03-25,2.138696611003465,4.401216272480365,4.217471905209005,4.258769742665183,4.421531948582248,4.415135965326581,4.409391173181762,4.389926016122658,4.247844898443401,4.423336720723532
2021-03-26,2.183822285084285,4.436021002169282,4.250823588140205,4.292448008063684,4.456497334228836,4.45005077166633,4.444260549820869,4.4246414626915636,4.281436770393708,4.458316378471885
2021-03-29,2.188161292207441,4.508794527882474,4.320558925178169,4.362866199351463,4.529606776944432,4.523054457649445,4.517169246429914,4.49722830551746,4.351674320835261,4.531455662854805
2021-03-30,2.207252923549326,4.496138262541049,4.308431040475914,4.35061955738837,4.516892091254762,4.510358164434989,4.504489473106601,4.4846045067651295,4.339459094671512,4.518735787309948
2021-03-31,2.1911985971936496,4.489810129870336,4.302367098124787,4.344496236406824,4.5105347484099285,4.5040100178277624,4.498149586444946,4.478292607388965,4.333351481589638,4.512375849537521
2021-04-01,2.2181004413572154,4.5178348982158525,4.329221873220988,4.371613975705698,4.538688876932562,4.532123419892529,4.526226408514755,4.506245484966248,4.360399656884025,4.540541469956494
2021-04-02,2.2393615762606784,4.483424182291106,4.296247754553341,4.3383169717115795,4.5041193237874015,4.497603873461251,4.491751777488288,4.471923041414453,4.327188068304138,4.505957806279695
2021-04-06,2.227212356315843,4.553243913717219,4.363152613912347,4.4058769690463535,4.5742613377284735,4.567644423214818,4.561701193377983,4.541563667198438,4.394574756798307,4.5761284506489
2021-04-07,2.212025831384798,4.550806872615537,4.36081731572615,4.403518803425097,4.57181304743234,4.565199674501992,4.559259625670976,4.53913287773655,4.392222640480869,4.57367916101449
2021-04-08,2.2167987392202697,4.54161322222956,4.352007486849616,4.394622707967745,4.562576959862669,4.555976947428666,4.550048898828326,4.529962811438083,4.38334936580579,4.564439303476913
2021-04-09,2.185991788645864,4.546524844315604,4.356714055869279,4.399375364104696,4.567511253618829,4.560904103464097,4.554969643852292,4.534861833945045,4.388089830152371,4.569375611303311
2021-04-12,2.149544128811356,4.590729443090008,4.399073177046258,4.442149269337258,4.6119198974242686,4.605248507782977,4.599256349067996,4.578953036507708,4.430754009271605,4.613802381740902
2021-04-13,2.1465068238251472,4.575994576831873,4.3849534699872645,4.427891300926403,4.597117016155788,4.590467039676683,4.584494113996094,4.56425596898682,4.416532616231859,4.598993458261704
2021-04-14,2.1586560437699833,4.646394493398517,4.452414292602453,4.49601270555604,4.667841893327415,4.661089609517862,4.655024792672957,4.634475291586617,4.484479271866196,4.669747203773422
2021-04-15,2.1465068238251477,4.598915479900082,4.406917458745697,4.450070362898843,4.6201437203512015,4.613460434508695,4.607457590774607,4.587118074019312,4.438654783182574,4.622029561451566
2021-04-16,2.153449235222197,4.630022419778366,4.4367257292035704,4.4801705184328675,4.651394247473547,4.644665756066424,4.638622309259731,4.618145216563407,4.468677724044256,4.653292844352092
2021-04-19,2.208120724973959,4.646394493398517,4.452414292602452,4.496012705556039,4.667841893327415,4.6610896095178616,4.655024792672956,4.634475291586616,4.484479271866195,4.669747203773422
2021-04-20,2.2046495192754345,4.582543406279932,4.391228895346815,4.4342281757756705,4.603696074497334,4.597036581057257,4.591055107361382,4.570787998996102,4.422853235360634,4.605575202030235
2021-04-21,2.2098563278232204,4.546885029935246,4.357059204264052,4.399723892221403,4.567873101827612,4.561265428240026,4.55533049848738,4.535221095595554,4.3884374642044515,4.569737607210579
2021-04-22,2.2081207249739583,4.583418901955887,4.392067840353803,4.435075335802298,4.604575611394051,4.59791484565665,4.591932229199236,4.5716612487995505,4.423698222203013,4.606455097934578
2021-04-23,2.2302496613020524,4.5433937550525085,4.353713685021252,4.396345613374508,4.5643657114883025,4.557763111529075,4.551832738845948,4.531738776734516,4.385067851515243,4.566228785231637
2021-04-26,2.2024800157138555,4.550410033273996,4.360437043848965,4.403134807893902,4.571414376310893,4.564801580079717,4.558862049232683,4.538737056390404,4.391839629997378,4.573280327164255
2021-04-27,2.2081207249739583,4.5899163555834,4.398294034758466,4.441362497623052,4.61110305676821,4.604432848730764,4.598441751317576,4.578142034780534,4.429969255830031,4.612985207668443
2021-04-28,2.224608952041949,4.712026806357919,4.515306552115107,4.559520811331333,4.7337771599999146,4.7269294972885465,4.720779012307245,4.699939240713662,4.547824462949139,4.735709383772298
2021-04-29,2.2445683848084665,4.722801257896847,4.525631185999516,4.569946544893828,4.7446013455791824,4.737738025102468,4.7315734765122155,4.710686053001878,4.558223451812589,4.7465379875461675
2021-04-30,2.2250428527542656,4.7982224186693445,4.597903623190383,4.642926679831296,4.8203706446340595,4.813397719799922,4.807134725947011,4.785913739019399,4.6310163738567445,4.822338213963255
2021-05-06,2.195971505029122,4.661746032509588,4.467124927321196,4.510867388039688,4.68326429396333,4.676489700823577,4.670404846017381,4.649787450035315,4.499295848253035,4.68517589949424
2021-05-07,2.1695035615778724,4.4929462917330465,4.30537232979878,4.347530895560593,4.513685386554797,4.507156098405465,4.501291573472837,4.481420724186578,4.336378356058972,4.515527773703616
2021-05-10,2.1690696608655564,4.536044097888759,4.346670865336417,4.389233829810574,4.556982128871869,4.550390209661153,4.54446943029272,4.524407973339446,4.377974311512776,4.558842188799095
2021-05-11,2.180351079385762,4.514495194810903,4.326021597567598,4.368382362685583,4.535333757713333,4.528773154033309,4.522880501882779,4.502914348763012,4.357176333785874,4.537184981251356
2021-05-12,2.1938020014675446,4.564775968659234,4.374203222361509,4.4170357859772285,4.585846623749917,4.579212950498278,4.573254668172643,4.553066139441359,4.405704948481978,4.587718465529414
2021-05-13,2.169937462290188,4.539138161222354,4.349635756033557,4.392227752965271,4.560090474164048,4.553494058565051,4.547569240596915,4.5274940996015465,4.380960554481397,4.561951802849491
2021-05-14,2.22460895204195,4.447233454892339,4.261567937297423,4.303297566786027,4.46776154277204,4.461298685927353,4.455493828761484,4.435825152577756,4.292258497196018,4.469585184817388
2021-05-17,2.2510768954932003,4.583442749069746,4.392090691885399,4.435098411098003,4.604599568584353,4.59793876819159,4.591956120607165,4.571685034739402,4.4237212383046245,4.606479064903679
2021-05-18,2.251944696917832,4.5527956578798285,4.362723072103104,4.405443221127808,4.5738110127765825,4.567194749682137,4.561252104941886,4.541116561253031,4.394142121555188,4.575677941884264
