date,hs300_benchmark,baseline_k25_nav,mh_20_25_30_thr05_nav,mh_15_25_60_thr05_nav,mh_20_60_120_thr05_nav,mh_10_20_25_thr05_nav,mh_25_60_thr05_nav,mh_30_60_120_thr05_nav
2016-01-15,1.2566164817913867,1.457491625897428,1.4261051619855345,1.2384028177362598,1.3033148202408698,1.454311273684298,1.4976364423917734,1.4989389457378943
2016-01-18,1.2574095499401978,1.46318495256109,1.4316758852745408,1.2432403287430425,1.3084058937574359,1.4599921770971276,1.5034865847448666,1.5047941759946832
2016-01-19,1.2934941507111088,1.4619197688580539,1.4304379467658728,1.2421653262970906,1.3072745440870877,1.4587297541164987,1.5021865531108458,1.5034930137153968
2016-01-20,1.2768397195860732,1.4733064221853776,1.4415793933438847,1.2518403483106553,1.3174566911202195,1.4700915609421574,1.5138868378170316,1.5152034742289742
2016-01-21,1.24017439472576,1.4865908510672552,1.4545777476848987,1.2631278739931473,1.3293358626588732,1.4833470022387591,1.5275371699742484,1.5288656781614811
2016-01-22,1.2522618644599293,1.4771019732944854,1.4452932088698887,1.25506535564851,1.3208507401312632,1.4738788298840435,1.5177869327190936,1.5191069610668333
2016-01-25,1.257096852353597,1.4796323407005574,1.4477690858872247,1.2572153605404133,1.3231134394719593,1.476403675845301,1.5203869959871348,1.521709285625406
2016-01-26,1.1861836965798043,1.5049360147612765,1.4725278560605848,1.2787154094594455,1.3457404328789186,1.5016521354578756,1.5463876286675475,1.5477325312111332
2016-01-27,1.1732903955300238,1.5024056473552045,1.4700519790432487,1.2765654045675423,1.3434777335382226,1.499127289496618,1.5437875653995063,1.5451302066525605
2016-01-28,1.1479067090882686,1.493549361433953,1.4613864094825728,1.269040387445881,1.3355582858457868,1.490290328632217,1.534687343961362,1.536022070697556
2016-01-29,1.1805428773705255,1.4948145451369887,1.4626243479912404,1.2701153898918325,1.3366896355161346,1.4915527516128455,1.5359873755953823,1.537323232976842
2016-02-01,1.167649576320745,1.5074663821673486,1.4750037330779207,1.2808654143513487,1.3480031322196144,1.504176981419133,1.548987691935589,1.5503348557697059
2016-02-02,1.1926303471046946,1.5112619332764563,1.4787175486039243,1.2840904216892033,1.3513971812306582,1.5079642503610189,1.5528877868376505,1.5542383426075648
2016-02-03,1.1869895278954157,1.5175878517916364,1.4849072411472646,1.2894654339189615,1.3570539295823985,1.5142763652641629,1.559387945007754,1.560744154003997
2016-02-04,1.2027032385498357,1.5315048725250318,1.4985245647426122,1.3012904608244291,1.369498775956226,1.5281630180510786,1.5736882929819807,1.5750569390761469
2016-02-05,1.1886011905266383,1.5504826280705715,1.5170936423726324,1.3174154975137036,1.3864690210114459,1.5470993627605099,1.5931887674922904,1.5945743732654427
2016-02-15,1.184169118290776,1.6112114458162976,1.5765146907886962,1.369015614919381,1.4407738051881487,1.607695665830689,1.655590285925281,1.6570301626711883
2016-02-16,1.217611117888644,1.5890707310131682,1.5548507668870062,1.3502030721152278,1.420975185957059,1.585603263669686,1.6328397323299197,1.6342598227836769
2016-02-17,1.2301015032806188,1.6023551598950456,1.5678491212280201,1.3614905977977196,1.4328543574957127,1.5988587049662875,1.6464900644871363,1.6479220267161836
2016-02-18,1.228489840649396,1.6048855273011176,1.5703249982453562,1.3636406026896228,1.4351170568364087,1.601383550927545,1.6490901277551775,1.6505243512747563
2016-02-19,1.2252665153869509,1.628291425807283,1.5932268606557143,1.3835281479397277,1.4560470257378464,1.6247383760691765,1.6731407129845592,1.6745958534415541
2016-02-22,1.2506502018287062,1.6162721806284415,1.5814664448233686,1.3733156247031875,1.445299203869541,1.6127453577532038,1.6607904124613635,1.6622348117883339
2016-02-23,1.2409802260413711,1.6175373643314772,1.5827043833320364,1.374390627149139,1.4464305535398887,1.6135939206080931,1.662090444095384,1.66353597406762
2016-02-24,1.2502472861709009,1.6301892013618366,1.5950837684187165,1.385140651608655,1.4577440502433685,1.626052291847366,1.6750907604355905,1.6765475968604837
2016-02-25,1.170469985925384,1.6535950998680018,1.6179856308290743,1.40502819685876,1.478674019144806,1.6493987935153336,1.6991413456649722,1.7006190990272814
2016-02-26,1.181751624343942,1.652329916164966,1.6167476923204065,1.4039531944128085,1.4775426694744582,1.6481368204522004,1.6978413140309518,1.6993179367479951
2016-02-29,1.153950443955353,1.6365151198770165,1.6012734609620565,1.3905156638384133,1.4634007985951085,1.6323621571630331,1.6815909186056939,1.6830534082569155
2016-03-01,1.175707889476858,1.6611862020862176,1.6254132618810824,1.4114782115344697,1.485462117166894,1.656970631894134,1.7069415354690962,1.7084260727029996
2016-03-02,1.228489840649397,1.6414116971036914,1.6062252149967284,1.39481567362222,1.4679261972765005,1.6374100494155666,1.6867910451417765,1.688258057374061
2016-03-03,1.2256694310447573,1.652544200328749,1.6169573619656195,1.4066407005276875,1.480371043650328,1.6483505608299032,1.7010913931160032,1.7025708424462107
2016-03-04,1.240577310383566,1.669720051398272,1.633763338368166,1.4211186077192501,1.4996039880462433,1.665482824969977,1.7231919308943537,1.7246906011940788
2016-03-07,1.2502472861709015,1.6687122988210419,1.632777287315209,1.4202608975071223,1.498549038419134,1.6644776297530957,1.7218918992603331,1.7233894389147926
2016-03-08,1.2458152139350394,1.6737559423729496,1.639187586970958,1.425836855730631,1.5044323566522633,1.6710123852643952,1.7303421048814673,1.731846993730154
2016-03-09,1.2272810936759797,1.647371334387963,1.6253942729408493,1.4138388295967592,1.4884592636887,1.6569512742839585,1.7121416620051784,1.7136307218201448
2016-03-10,1.2107615517059485,1.637890455934017,1.617495621956171,1.4051100656335336,1.4794177495584726,1.6488992711287442,1.7017414089330134,1.7032214235858538
2016-03-11,1.2083440577591147,1.6331489674597357,1.6338065021775776,1.4191373148416961,1.4980658724520668,1.665526826803992,1.7231919308943537,1.7246906011940788
2016-03-14,1.2345335755164812,1.618384426002676,1.620494461269605,1.4045431657914738,1.4828083173573081,1.6519563328549292,1.7056415038350754,1.7071249104237132
2016-03-15,1.2305044189384249,1.6116507002541978,1.594803695420209,1.382137790439317,1.4591544505806548,1.6450829221156882,1.6718406813505389,1.6732946911622677
2016-03-16,1.2385627320945376,1.6211752300535227,1.6042286628270468,1.3922087492716828,1.4677777583756884,1.6533157050603502,1.684190981873735,1.6856557328154884
2016-03-17,1.2587085149848196,1.6341896819196415,1.6171070712356932,1.4032447681461393,1.4795607677829499,1.6665881738620698,1.7010913931160034,1.699017901738015
2016-03-18,1.2764368039282679,1.632718911205914,1.6384073322641386,1.4032447681461393,1.4795607677829499,1.6665881738620698,1.7009212839766918,1.699017901738015
2016-03-21,1.3046408999746626,1.6687954022994789,1.674609514479571,1.3856572907310865,1.4610167887293464,1.7018799670798967,1.6796028972306334,1.6722324982291321
2016-03-22,1.2957767555029385,1.6574570765272156,1.6632316857832923,1.3946941861054196,1.4727799589557762,1.6903168542708302,1.6905568291690942,1.685864828377739
2016-03-23,1.2981942494497725,1.6605493471923785,1.6663347299731865,1.383094111242163,1.4574680379346725,1.6934704304914847,1.6764959791459704,1.6683375467581014
2016-03-24,1.2780484665594904,1.6333091226002048,1.640476028390735,1.3675948464936127,1.4409912086466108,1.6729859749466118,1.6577087868504825,1.6494768155191848
2016-03-25,1.2832863701109638,1.6410438145777906,1.6471992908021722,1.374071223035808,1.4493761965987084,1.6783306166165746,1.6673548333512676,1.6590749609779505
2016-03-28,1.2711989003767945,1.6369235005670815,1.631684069852701,1.3706212207496453,1.4448273501597952,1.6625221649686945,1.6621218640822168,1.6538679779697811
2016-03-29,1.260723093273848,1.6400156819140796,1.6182375450298265,1.3732103517451584,1.4474119023573409,1.6488215068738656,1.6660465910340052,1.6568264685579053
2016-03-30,1.2953738398451327,1.651863459121468,1.6284610577468783,1.3831306778040946,1.4578682741686382,1.659238239383531,1.6810913776825258,1.6687956900033174
2016-03-31,1.2929563458982989,1.6390745908162956,1.6173089508922693,1.3736586544852805,1.4478844291782227,1.6478753627247178,1.6694118874060853,1.6573673615425943
2016-04-01,1.2969855024763552,1.6441823333866175,1.6208887526209363,1.3805592945078127,1.4551579459339061,1.651522821096141,1.677798257955064,1.6656932258391979
2016-04-05,1.3094758878683304,1.6600163353546156,1.636498429952794,1.375390273748345,1.4482026995770383,1.6674275143095556,1.671516330000162,1.6594566209374597
2016-04-06,1.3070583939214966,1.6569516898124226,1.6334772020821122,1.371615525721968,1.4489657525856432,1.6643491865908304,1.6669288662902946,1.6604970326120285
2016-04-07,1.2909417676092707,1.6365207195311346,1.6133356829442314,1.3547028805219434,1.448511887040589,1.643827001799328,1.6649069612016874,1.6599769082478588
2016-04-08,1.2800630448485184,1.6212693577581334,1.6204702918986305,1.360693744918052,1.4562282057494618,1.6510964516543747,1.6737760307952412,1.6688197151229747
2016-04-11,1.2941650928717159,1.632876889346752,1.6368480082022603,1.3704356767882826,1.466654119751715,1.6629175313082427,1.685759485646071,1.6807676850678241
2016-04-12,1.2925534302404933,1.639929809192754,1.6348095922518215,1.3763550287281316,1.4729890700568513,1.6701002063374182,1.6930408224139983,1.6880274606454404
2016-04-13,1.3090729722105245,1.6268897944007266,1.655703355743818,1.3666408236922292,1.4625928295930821,1.6583127710491141,1.681091474070148,1.6761134962128066
2016-04-14,1.313907960104192,1.6328986209728438,1.6618186035951341,1.357755542795159,1.4530837121251396,1.6629396627391226,1.6701617771799087,1.6652161638844882
2016-04-15,1.3151167070776089,1.6344008276158728,1.6633474155579628,1.3573317408309622,1.452630154977383,1.6644695060351105,1.670193736117319,1.66469639293985
2016-04-18,1.2965825868185494,1.611366992422757,1.639905632127918,1.33699829589652,1.453537340085878,1.6410119088299586,1.64665546655194,1.6657360159799373
2016-04-19,1.298194249449772,1.6133699346134627,1.6506987695424402,1.345797830484293,1.4644218630693606,1.651812327271041,1.6487022726011031,1.6782095462088042
2016-04-20,1.2756309726126565,1.5839019480740335,1.6537603437672486,1.3482939006490244,1.4671379468957644,1.6548759668270305,1.6502735597654483,1.6813221450580322
2016-04-21,1.2695872377455717,1.5995333628275785,1.6700811860187683,1.3616001164765554,1.481617026094119,1.6712078190825328,1.6665599911956703,1.6979149927502013
2016-04-22,1.275228056954851,1.5829654620397227,1.6527825537797318,1.3474967184688778,1.4662704978725807,1.6538975172245571,1.6492978313477946,1.6803280590857668
2016-04-25,1.271198900376794,1.5761254878210322,1.6456409007695723,1.3416742017841354,1.459934761153378,1.6467510464711175,1.6421712357802423,1.673067382287248
2016-04-26,1.278451382217296,1.5736799866762363,1.643087540178774,1.3395924729993656,1.457669540422341,1.644195963388928,1.6396232586882635,1.6704714670315657
2016-04-27,1.2724076473502115,1.5873801155925005,1.6573919167430975,1.351254684967957,1.4703597066506582,1.658509989653954,1.6538974759422926,1.6850142423372427
2016-04-28,1.2716018160346,1.5932389580029918,1.663509164878712,1.3562420148317371,1.4757866398239938,1.6646313644715924,1.6600018264878695,1.6912334413862382
2016-04-29,1.2699901534033773,1.6161650141916306,1.6874463805692745,1.3757577820562583,1.4970226052497049,1.6944036117686516,1.6838885730152116,1.7155695980629024
2016-05-03,1.2945680085295217,1.6365797301603668,1.7087614927448862,1.3931357750927582,1.5159323644739116,1.7156350240989375,1.7051587444638245,1.737239950880539
2016-05-04,1.289733020635854,1.6244658905588838,1.696113369186449,1.382823889266757,1.5017561527026986,1.7029360231803667,1.6925372881761576,1.7243810319250947
2016-05-05,1.289733020635854,1.6234949733288149,1.6946767098421713,1.3819973975884503,1.5006341832199173,1.7014935848417183,1.691014004616799,1.7229204290151616
2016-05-06,1.2603201776160422,1.6257600371007628,1.697041084776303,1.3840639357530686,1.5034391069268704,1.7038674705269476,1.692018435327803,1.7261408410320125
2016-05-09,1.2345335755164812,1.6196937683056105,1.6905397710384678,1.37876162813054,1.497829259512964,1.6973400051090743,1.6869676340283168,1.7197000169983108
2016-05-10,1.2333248285430645,1.6118076188719128,1.682308678520303,1.3720485565329006,1.490536457874886,1.6890758028370079,1.6785860585441486,1.7113269457544988
2016-05-11,1.2381598164367318,1.6190871414260954,1.689906610075532,1.3782452380076446,1.4972682747715735,1.6967042972419926,1.684482488504123,1.7190559345949408
2016-05-12,1.2425918886725937,1.6136274995104587,1.6842081614091102,1.374389776399886,1.4930798617150978,1.690982926438254,1.679938361895944,1.7142470994365466
2016-05-13,1.2381598164367318,1.6269732908597934,1.6981377025936968,1.3834834831911031,1.5029588863640397,1.7049684995140593,1.6910537435385637,1.7255894862598862
2016-05-16,1.2429948043303993,1.634859440293491,1.7063687951118616,1.3900503871742367,1.510092897588073,1.713232701786126,1.69908057414338,1.7337802457508746
2016-05-17,1.240980226041371,1.6269732908597934,1.6981377025936968,1.3833451348427839,1.5028085904754032,1.7049684995140593,1.6908846381642098,1.72541692731126
2016-05-18,1.232921912885258,1.6263666639802783,1.6975045416307613,1.382829346201903,1.502248259159044,1.7043327916469773,1.6902112348458966,1.7247735951235976
2016-05-19,1.2305044189384242,1.6014949619201548,1.6715449421503954,1.3616820119257829,1.4792746751883163,1.6782687690966132,1.66419673413919,1.6983969754294286
2016-05-20,1.238562732094537,1.6002817081611243,1.6702786202245237,1.3606504346440207,1.4781540125555979,1.676997353362449,1.662935979037569,1.697110311054103
2016-05-23,1.240577310383565,1.5984618275225786,1.6683791373357164,1.3591030687213776,1.4764730186065202,1.6750902297612027,1.6610448463851382,1.695180314491115
2016-05-24,1.2329219128852575,1.5911823049683964,1.6607812057804876,1.3529136050308062,1.46974904281021,1.6674617353562184,1.6548277225751697,1.6874603282391634
2016-05-25,1.2321160815696461,1.5649211240407432,1.6341884453371858,1.3354495483865356,1.446215127523123,1.6407620049387723,1.6336297769104628,1.6604403763573314
2016-05-26,1.2321160815696461,1.564295155591127,1.6333713511145174,1.3395888728294232,1.4505527082761915,1.639941623936303,1.638693332979926,1.665420475155247
2016-05-27,1.2329219128852575,1.5589822272355878,1.627172684772971,1.3350391306137153,1.4456260915904213,1.6337180233206448,1.6331277207336028,1.6597640875900728
2016-05-30,1.2337277442008685,1.5464136883493473,1.6140543933608478,1.3242760244444265,1.4339714316272116,1.6205469632876721,1.619961419729239,1.646383043783145
2016-05-31,1.276839719586072,1.5570702587937284,1.625177086126373,1.3334018106739576,1.4438531454865067,1.6317143973338206,1.63112481870623,1.6577285181647363
2016-06-01,1.2716018160345985,1.5585209453702444,1.626691226268727,1.334644110497567,1.4451983502804384,1.6332346281387902,1.6326445002143415,1.659272985728244
2016-06-02,1.2728105630080153,1.5594878447547313,1.6277004181888624,1.3354721177006672,1.4460949448366416,1.6342478795560145,1.6336573855188556,1.6603023912253996
2016-06-03,1.287718442346824,1.5561042213798275,1.6241687938797351,1.3325745416219676,1.442957350225605,1.6307020492090507,1.630112836367788,1.6567000303610593
2016-06-06,1.2800630448485169,1.5788351921350263,1.6478940256784445,1.3520402769619,1.4640355150929254,1.6094461450890771,1.6539248964483741,1.680900465924997
2016-06-07,1.2800630448485169,1.5807628047312996,1.6499059527605395,1.353690993820457,1.4658229678393189,1.6099608608264815,1.655944186669143,1.6829526908357029
2016-06-08,1.2784513822172943,1.5908796866815798,1.660465350858207,1.362354616180908,1.4752042348334904,1.620264610335771,1.6665422294638252,1.6937235880570514
2016-06-13,1.2365481538055076,1.6283970307665878,1.6996237174090585,1.3944827069026349,1.509993631754734,1.6584749322121706,1.7058439056235168,1.7336662758479664
2016-06-14,1.2417860573569808,1.6250493716725007,1.6961296304716535,1.3916159289442447,1.506889386403109,1.6550654389594583,1.702337031221354,1.730102204208925
2016-06-15,1.2583055993270122,1.631269656348759,1.7026219926935544,1.3969426884808733,1.5126573840544126,1.6614006176731786,1.7088531538288996,1.7367246049905858
2016-06-16,1.250650201828705,1.6537369600405953,1.7260720245343155,1.416182631736141,1.5334910535197774,1.6842829118946114,1.7323890067900596,1.760644328487892
2016-06-17,1.255888105380178,1.624199562410774,1.695242650239428,1.3908881922207958,1.499104021420657,1.6541999329857264,1.7014468048682778,1.7211636070973864
2016-06-20,1.2562910210379836,1.625156733423613,1.6962416882653522,1.3917078685035045,1.499837472557237,1.6551747837749633,1.7024494991179242,1.7220057030332436
2016-06-21,1.2534706114333443,1.6227641581811785,1.693744460899485,1.389658979481048,1.4976293938342966,1.652738015598629,1.6999431325384353,1.719470545575705
2016-06-22,1.2611260089316512,1.605052572973891,1.6752581644235904,1.3744916100884819,1.4812835862909721,1.634699282095045,1.6813891809443577,1.7007034629248783
2016-06-23,1.257096852353595,1.6079326673104424,1.6782642351485375,1.376957987557052,1.4839415904831952,1.6376325742647857,1.6844062531195103,1.7037551925032108
2016-06-24,1.2438006356460087,1.667427975254193,1.740361889802299,1.4279069738926204,1.5388490898401264,1.698226811999611,1.7467311693110266,1.7667960411031056
2016-06-27,1.2595143463004286,1.6783658272130793,1.7517781674395045,1.43727363639516,1.5513119570571374,1.7093666955435651,1.758189227605259,1.7811050104524628
2016-06-28,1.2659609968253187,1.673143189561214,1.7463270896907537,1.4328012148957692,1.5452778582142703,1.704047591257574,1.7527182003057804,1.7753851189331815
2016-06-29,1.2716018160345979,1.679320218021078,1.7527743036534034,1.4380909318410713,1.552409065937659,1.710338714775174,1.7591890094229903,1.7833998766745638
2016-06-30,1.2736163943236263,1.6736235840659537,1.7468284968282894,1.433212602178289,1.5458264126545311,1.704536859064276,1.7532214424652304,1.7758377570561559
2016-07-01,1.2724076473502093,1.6926285360496693,1.766664732420378,1.4494875501093414,1.5677685902649574,1.7238928489471919,1.77313027360749,1.7958238090309735
2016-07-04,1.293762177213908,1.7105132353035593,1.7869399609799959,1.4661226766466353,1.5902593223156443,1.7436772035467256,1.7934797043192905,1.8164336833963393
2016-07-05,1.2969855024763535,1.714774869025898,1.7825018900179206,1.4624813923169162,1.5853223323532983,1.7393465806196693,1.7890253911523022,1.811922361381695
2016-07-06,1.3034321530012436,1.7232981364705746,1.8106271793552273,1.4855572232821934,1.6165899354481557,1.7667909418917302,1.8172536118569889,1.8405118630007278
2016-07-07,1.305043815632466,1.7238760672737452,1.805220488083315,1.481121219357903,1.6116014801082243,1.7615151494625998,1.811827133477504,1.8350159334471456
2016-07-08,1.3002088277387982,1.714481647288602,1.795382774251798,1.4730497140752985,1.6028189107343374,1.7519156118633483,1.8019534161288526,1.8250158466163708
2016-07-11,1.3034321530012432,1.726711146007259,1.8081893454810294,1.483557064573504,1.6142519125667363,1.764412129259356,1.8148068561341617,1.8380337922986827
2016-07-12,1.3364712369413057,1.7159118648765541,1.7968804794181974,1.4742785295673337,1.6041559794629876,1.7533770567989981,1.8034566025132002,1.8265382716398464
2016-07-13,1.3392916465459446,1.7032144697818867,1.7990519041133128,1.4633691714862598,1.5922855549489756,1.7554959101588024,1.790111394354829,1.828745536037808
2016-07-14,1.3372770682569164,1.6937914298384185,1.7963457490228898,1.4552730764849526,1.5834762296103921,1.7528552725081423,1.7802075968756876,1.8169912298406832
2016-07-15,1.338888730888139,1.6952068544315984,1.7985106730952283,1.4564891821198984,1.5929833396089021,1.7549677826286703,1.7816952355360296,1.827900351913626
2016-07-18,1.3340537429944714,1.6889683163161402,1.792015900878213,1.4537516964227981,1.5914215912367364,1.7486302522670865,1.776737474880625,1.8261082927450831
2016-07-19,1.3272041768117757,1.6802964765766737,1.7828149735707746,1.4448412654571674,1.5836128493759083,1.7396520842548426,1.7660241396371938,1.817147996902369
2016-07-20,1.3243837672071361,1.6750489933178563,1.779026356444182,1.4417708681110228,1.5898598428645707,1.7359551915439184,1.76227120430706,1.8243162335765402
2016-07-21,1.3316362490476377,1.694794168091741,1.7981972003834679,1.4573074363066794,1.6086008233305582,1.7546618992563323,1.7812614942002318,1.845820943599054
2016-07-22,1.3199516949712737,1.6717581308555425,1.7737556850384495,1.4374993740656175,1.5867363461202397,1.730812125868382,1.75705017291984,1.8207321152394549
2016-07-25,1.3195487793134684,1.6865670119359562,1.7894680877602471,1.450233128363443,1.6007920814697303,1.7461441230463504,1.7726145937429492,1.8368606477563403
2016-07-26,1.3364712369413054,1.696439599322898,1.7999430229081117,1.4587222978953263,1.6101625717027235,1.7563654544983287,1.782990874291688,1.8476130027675965
2016-07-27,1.3118933818151612,1.691503305629427,1.7947055553341795,1.4544777131293847,1.6054773265862268,1.7512547887723395,1.7778027340173186,1.8422368252619683
2016-07-28,1.3155196227354125,1.7128939116344684,1.8174012481545534,1.472870913781799,1.6257800554243793,1.773401006918293,1.8002846752062536,1.8655335944530242
2016-07-29,1.3110875504995503,1.7046667554786834,1.8086721355313329,1.4657966058385627,1.6179713135635514,1.7648832307083109,1.791637774748971,1.8565732986103105
2016-08-01,1.300208827738798,1.7128939116344684,1.8174012481545534,1.472870913781799,1.6257800554243793,1.773401006918293,1.8002846752062536,1.8655335944530242
2016-08-02,1.303432153001243,1.7277027927148818,1.833113650876351,1.4856046680796247,1.6398357907738699,1.7887330040962612,1.8158490960293627,1.8816621269699094
2016-08-03,1.3050438156324653,1.699730461785212,1.8034346679574003,1.461552021072621,1.6132860684470547,1.7597725649823215,1.7864496344746015,1.851197121104682
2016-08-04,1.3090729722105219,1.707957617940997,1.8121637805806208,1.468626329015857,1.6210948103078824,1.7682903411923034,1.795096534931884,1.8601574169473956
2016-08-05,1.3143108757619955,1.7030213242475256,1.8069263130066882,1.464381744249915,1.6164095651913855,1.7631796754663138,1.789908394657514,1.854781239441767
2016-08-08,1.3251895985227478,1.726057361483724,1.831367828351706,1.4841898064909766,1.6382740424017037,1.787029448854264,1.8141197159379054,1.8798700678013658
2016-08-09,1.3312333333898323,1.7326390864083523,1.8383511184502828,1.4898492528455658,1.6445210358903661,1.79384366982225,1.8210372363037317,1.887038304475537
2016-08-10,1.327204176811776,1.7244119302525673,1.8296220058270622,1.4827749449023298,1.6367122940295384,1.785325893612268,1.8123903358464493,1.8780780086328233
2016-08-11,1.3255925141805533,1.7244119302525673,1.8296220058270622,1.4827749449023298,1.6367122940295384,1.785325893612268,1.8123903358464493,1.8780780086328233
2016-08-12,1.3489616223332805,1.7326390864083523,1.8383511184502828,1.4898492528455658,1.6445210358903661,1.7832220695590633,1.8210372363037317,1.887038304475537
2016-08-15,1.3888502724560388,1.7259750899221666,1.8331136508763508,1.4856046680796244,1.6398357907738699,1.7802396772476055,1.8158490960293625,1.8816621269699092
2016-08-16,1.3848211158779822,1.719246941595133,1.8259678579761982,1.4798135250784679,1.6334434282787642,1.7734775037152275,1.8087706033390964,1.8852462453069947
2016-08-17,1.381597790615537,1.7111684420878202,1.8172059893953392,1.4727126708250495,1.625605384147632,1.7649787404354933,1.800091255424975,1.8780780086328235
2016-08-18,1.3795832123265088,1.7183456603000022,1.8189399645760602,1.4690946680431802,1.6216117709204345,1.7723816572076796,1.801808899752671,1.8734641476982294
2016-08-19,1.3779715496952862,1.7188236424030061,1.8178084270693067,1.4673784359543447,1.6197173646459948,1.7728746701860403,1.7979042788308939,1.8712755213574606
2016-08-22,1.368301573907951,1.7083087671488204,1.8066880140291888,1.4570810434213317,1.6083509269993561,1.762029138661788,1.7852874066987472,1.8581437633128468
2016-08-23,1.3691074052235621,1.7107021944933372,1.8092192756950791,1.4579391594657494,1.609298130136576,1.7644978309751493,1.7863388127097595,1.8592380764832313
2016-08-24,1.3634665860142832,1.7111807125896992,1.8097253510169522,1.451932347154825,1.6026677081760368,1.764991396801996,1.778978970632674,1.8750345307870397
2016-08-25,1.3562141041737819,1.6996970811036025,1.7975803923523155,1.4442093027550655,1.594142879941058,1.753146645030378,1.7621389747835492,1.8591444076447765
2016-08-26,1.3546024415425593,1.701614257931072,1.799607976862547,1.444537047144667,1.5925487370611169,1.7551241104036939,1.7625388691489863,1.8591444076447765
2016-08-29,1.3541995258847537,1.6963435062697578,1.794033689570611,1.4400625923699846,1.591036345098096,1.7496876119272586,1.759280264523669,1.8573788384067476
2016-08-30,1.3598403450940326,1.6992206966690844,1.7970765735670557,1.4425051013605765,1.59708591295018,1.7526552799616226,1.7606781649990144,1.8644411153588643
2016-08-31,1.3654811643033113,1.692989421899917,1.7904864479094051,1.4372152378012852,1.602107151060495,1.7462280532650074,1.7542215172853368,1.8644411153588643
2016-09-01,1.3509762006223085,1.6891512595548375,1.786427250861364,1.4339569389979099,1.5850886035720981,1.742269194058172,1.7340250909368613,1.8609099768828057
2016-09-02,1.3570199354893928,1.6920315174752152,1.789473379033348,1.4364020520732883,1.5865082654713125,1.7452400260764596,1.7354185818356949,1.8644411153588643
2016-09-05,1.3598403450940324,1.7064266810411157,1.8046975410669532,1.448622416926092,1.5910153912254918,1.7600878674893752,1.7501828661193024,1.8697378230729513
2016-09-06,1.3715248991703959,1.7053692950350614,1.8052039451472246,1.449028905152518,1.6030816519525457,1.7605817539481587,1.763632775123396,1.8697378230729513
2016-09-07,1.3723307304860073,1.7063712746443653,1.8249523193017103,1.4648808342691935,1.6040235330641512,1.7798419750993448,1.764668987094679,1.8803312385011273
2016-09-08,1.3703161521969789,1.7023328459280465,1.8239423145591012,1.4640701081070242,1.6024195095310871,1.7788569363030253,1.7620784571664716,1.8803312385011273
2016-09-09,1.363466586014283,1.6943190949053324,1.8153560855947524,1.4571779816029553,1.5994102710155358,1.770482947264008,1.7532706554105673,1.876800100025069
2016-09-12,1.3364712369413052,1.684879991312545,1.8052426812181799,1.4490599984185377,1.5602901703133685,1.760619532516019,1.708676884281371,1.830895299836309
2016-09-13,1.3364712369413052,1.6872430768543583,1.8077745783867893,1.4510923406323089,1.5610722849092593,1.7599152847030126,1.7095333795386536,1.8318130585742638
2016-09-14,1.3284129237851925,1.6806287532769102,1.8070514685554346,1.44540377422871,1.5549525755669478,1.7599152847030126,1.7028316736055653,1.8246319923313405
2016-09-19,1.336874152599111,1.672589164446602,1.7976877511645075,1.4384894262408414,1.5743463722216766,1.7599152847030126,1.694685873126833,1.8473893049240315
2016-09-20,1.3352624899678882,1.674956594261813,1.8002322490430134,1.4405255046927037,1.5654349776619312,1.7617013558412038,1.6970845792459084,1.836932384330122
2016-09-21,1.3405003935193616,1.678269825250109,1.8037932877553555,1.4433750076338125,1.5743463722216764,1.765186176608675,1.7004415815927034,1.8473893049240315
2016-09-22,1.3493645379910857,1.6882046149133232,1.814471133856233,1.451919299433759,1.5817725343547968,1.775635481671052,1.710507620553506,1.8561034054189556
2016-09-23,1.3461412127286405,1.6896217856288853,1.8159942995509706,1.4531381194122974,1.599595323474287,1.7771260466084464,1.7282241430042469,1.8770172466067743
2016-09-26,1.3235779358915247,1.690094076833813,1.8165019150085668,1.4370019448298468,1.5832577667814207,1.7776227974251084,1.7105728286374442,1.8578462255179402
2016-09-27,1.3304275020742202,1.6877327857729205,1.8139640150225262,1.4337027630332833,1.5951396261944144,1.7751392168488944,1.706645561344424,1.8717887863098197
2016-09-28,1.328412923785192,1.6778118932603294,1.8033011054870545,1.4252751190798336,1.5951396261944144,1.7647045286602796,1.705109580339214,1.8717887863098197
2016-09-29,1.3344566586522761,1.675446279029437,1.8007585589865438,1.4232655665679126,1.5966248586210383,1.7622164010202932,1.7066972056467922,1.8735316064088043
2016-09-30,1.3384858152303327,1.680652468032071,1.8063541364297222,1.4276881431871913,1.5906839289145414,1.7676922146957799,1.7003467044164786,1.8665603260128645
2016-10-10,1.353796610226947,1.6305225597348076,1.752474843158797,1.3851035654375348,1.5981100910476629,1.7149661155729512,1.6481446969642708,1.8752744265077896
2016-10-11,1.3570199354893921,1.627663038987008,1.7494014492066003,1.3826744470180607,1.6159328801671526,1.7119585023633237,1.6650256198976376,1.8961882676956079
2016-10-12,1.353796610226947,1.624802261767258,1.7463267048066768,1.3750815563759664,1.6085067180340316,1.708949567609994,1.657373847747373,1.8874741672006834
2016-10-13,1.353796610226947,1.629095317284588,1.7509408524303862,1.3774739560678597,1.6070214856074079,1.7134649572932203,1.6558434933173205,1.8857313471016992
2016-10-14,1.3578257668050033,1.6243283960928263,1.7458173971196902,1.373443308061809,1.6099919504606564,1.7084511607832182,1.6589042021774265,1.8892169872996691
