date,current_default_nav,probe_50_d1_nav,probe_50_d2_nav,probe_50_d3_nav,probe_60_d1_nav,probe_60_d2_nav,probe_60_d3_nav,probe_70_d1_nav,probe_70_d2_nav,probe_70_d3_nav,hs300_benchmark
2016-02-22,1.6394368265191073,1.5891222437071062,1.5262465178467122,1.530504455461798,1.599260460809493,1.548543330798685,1.5520726595054064,1.6093622078457641,1.5710121376105723,1.5737532303189927,1.2506502018287062
2016-02-23,1.6407201430173608,1.5903661750133347,1.5274412313636174,1.5317025020022768,1.6005123280977978,1.5497554977895251,1.5532875891801659,1.6106219825681483,1.5722418927085062,1.5749851310863656,1.2409802260413711
2016-02-24,1.6535533079998979,1.602805488075621,1.5393883665326717,1.5436829674070658,1.6130310009808466,1.5618771676979297,1.5654368859277619,1.6232197297919897,1.5845394436878453,1.5873041387600955,1.2502472861709009
2016-02-25,1.6772946632175914,1.625818217240851,1.5614905665954226,1.5658468284059255,1.636190545814487,1.5843022570284782,1.5879130849108147,1.6465255621560966,1.6072899129996225,1.6100943029564958,1.170469985925384
2016-02-26,1.6760113467193378,1.6245742859346226,1.5602958530785174,1.5646487818654469,1.6349386785261824,1.583090090037638,1.5866981552360553,1.6452657874337127,1.6060601579016889,1.608862402189123,1.181751624343942
2016-02-29,1.6599698904911664,1.6090251446067645,1.5453619341171991,1.5496732001094606,1.6192903374223713,1.5679380026521321,1.57151153430156,1.6295186034039106,1.590688219177515,1.5934636425969606,1.153950443955353
2016-03-01,1.6849945622071136,1.6332818050782232,1.5686588476968553,1.5730351076487992,1.6437017495443165,1.591575258973521,1.5952026629593723,1.6540842104904017,1.614668443587226,1.6174857075607338,1.175707889476858
2016-03-02,1.6649366461685329,1.6140008698316792,1.5501407881848208,1.5544653862713762,1.6242978065755909,1.572786670615494,1.5763712530005984,1.6345577022934472,1.5956072395692504,1.5983912456664526,1.228489840649397
2016-03-03,1.6762287020346467,1.6247849705799586,1.5604982017068751,1.5648516950080076,1.6351507072888025,1.5832953947608763,1.586903927875069,1.6454791554784427,1.6062684415226256,1.6090710492220928,1.2256694310447573
2016-03-04,1.6936507198777273,1.641672303862257,1.5767173652859454,1.581116106969879,1.6521457776893584,1.5997515027996594,1.603397541493029,1.662581575436033,1.6229633217707782,1.6257950585987992,1.240577310383566
2016-03-07,1.6926285240452852,1.6406814793861424,1.575765744092261,1.5801618309339862,1.6511486319917714,1.5987859794482904,1.602429817590204,1.6615781312562148,1.6219837890228215,1.6248138167678834,1.2502472861709015
2016-03-08,1.6977444538236584,1.6471228109775415,1.5819522158697468,1.5863655617915604,1.6576310577270357,1.6050628288957283,1.6087209727819514,1.668101503307957,1.628351713298336,1.6311928517601018,1.2458152139350394
2016-03-09,1.6709816978334895,1.633807937888291,1.5691641633655966,1.5735418330521858,1.6416846255075737,1.589622103717678,1.5932450562123919,1.649491894271287,1.6101855593211467,1.6129950015846368,1.2272810936759797
2016-03-10,1.6613649380628008,1.6248115859925485,1.5605237640454224,1.5648773286606195,1.632563216310625,1.580789960533027,1.5843927834415266,1.6402450330861615,1.6011590449132576,1.603952737767667,1.2107615517059485
2016-03-11,1.6565554938921845,1.6221344047593622,1.557952509032804,1.5622989003353625,1.6294659749645608,1.577790941581546,1.5813869293415117,1.6367240465269515,1.5977219612077276,1.600509657058767,1.2083440577591147
2016-03-14,1.6415793448985416,1.607871670215673,1.5442540984678015,1.548562273809223,1.6150579675924617,1.5638398533924034,1.567404044834464,1.6221706926752217,1.5835154044534137,1.5862783127880495,1.2345335755164812
2016-03-15,1.6347491104219183,1.6042044476352058,1.540731974404803,1.5450303236897143,1.6107669947168144,1.5596849595573754,1.5632396814639093,1.6172508406176636,1.5787127893180561,1.5814673180781404,1.2305044189384249
2016-03-16,1.6444101471553605,1.6126360763554841,1.5488299945697468,1.5531509357913242,1.619152101583682,1.5678041506678402,1.5713773772514417,1.6255883597647296,1.5868516307260039,1.5896203600885561,1.2385627320945376
2016-03-17,1.6576111240217564,1.6255819777017575,1.561263674186517,1.5656193030103362,1.6321503122023393,1.580390150796706,1.5839920624875785,1.638638239302787,1.599590539996209,1.6023814961324938,1.2587085149848196
2016-03-18,1.6561192740101367,1.6255819777017575,1.561263674186517,1.5656193030103362,1.6321503122023393,1.580390150796706,1.5839920624875785,1.638638239302787,1.599590539996209,1.6023814961324938,1.2764368039282679
2016-03-21,1.6927128185747546,1.6424730726579078,1.5774864506038322,1.5818873378895846,1.6526310165460825,1.6002213533423564,1.6038684628853273,1.662735350828658,1.6231134327943273,1.6259454315351765,1.3046408999746626
2016-03-22,1.6812119902830176,1.630905760752753,1.5721274787209902,1.5765134154940363,1.6410742362391473,1.5936979061946976,1.597330147965597,1.6511904832401867,1.6153938692164915,1.618212398908357,1.2957767555029385
2016-03-23,1.6843485798171278,1.6339484953810233,1.5746667872372269,1.5779840436801316,1.6441359419037727,1.5963518889392303,1.5991182041013796,1.6542710624999633,1.6181649025990497,1.6203257359964836,1.2981942494497725
2016-03-24,1.6567179443992142,1.6085923734787728,1.5502306173545883,1.553108021479435,1.6186217280318955,1.5715792028911355,1.573987728994691,1.6285995686684929,1.593053715407879,1.5949417391668712,1.2780484665594904
2016-03-25,1.6645634910972371,1.6147554279054326,1.556170068408909,1.5590584968296068,1.6248232082642438,1.577600447504075,1.5800182014752426,1.6348392773395168,1.5991572360477404,1.601052493456088,1.2832863701109638
2016-03-28,1.660384124152152,1.6107011184748345,1.5522628544278119,1.5551440306155193,1.620743620766052,1.5736394263726408,1.576051109874834,1.6307345416098296,1.5951420903785738,1.5970325891963315,1.2711989003767945
2016-03-29,1.6635206230879767,1.6137437652157554,1.5551951101150427,1.5580817289023965,1.6238052379953622,1.5766120628333213,1.5790283020540545,1.63381503188914,1.598155345803138,1.6000494158111063,1.260723093273848
2016-03-30,1.6755382043462483,1.625401749228307,1.566430127793141,1.5693376000495514,1.6355359079518264,1.5880018005467615,1.5904354951273934,1.6456180144516683,1.6097007161850685,1.611608469305776,1.2953738398451327
2016-03-31,1.6625660441369137,1.6142705932802843,1.5557028241942463,1.558590385356605,1.6243353507611835,1.577126768760916,1.5795437967950035,1.6343484124849954,1.5986770848213108,1.6005717731735651,1.2929563458982989
2016-04-01,1.6677469916100731,1.6157349062344692,1.5571140100312506,1.560004190514827,1.6262332770303263,1.5789695349869892,1.581389387155266,1.6366850876225711,1.60096275963127,1.6028601568741945,1.2969855024763552
2016-04-05,1.6838079287768681,1.6308871266389287,1.5646117631084437,1.5675158602734416,1.641566044957593,1.5880931240987501,1.5905269586374307,1.652199021681622,1.6117552081817514,1.6136653962044742,1.3094758878683304
2016-04-06,1.6806993602929725,1.6278762580974415,1.5613328182719728,1.5660689225562663,1.6385354614899792,1.584844227617671,1.588765144160171,1.6491488081031331,1.6085383431560927,1.6115800440001486,1.3070583939214966
2016-04-07,1.6599755704003338,1.6078038011541929,1.5420808723006783,1.5463718886138436,1.6183315717058855,1.565302375242607,1.5688611101062913,1.6288140509132052,1.5887043315265474,1.591469770532469,1.2909417676092707
2016-04-08,1.6445056239118025,1.5942548927175002,1.5290858087700545,1.5333406648333898,1.6046939461016225,1.5521116248894389,1.5556403704143844,1.6150880898100042,1.5753163736766047,1.5780585084212404,1.2800630448485184
2016-04-11,1.656279516316463,1.6042239112381707,1.538647319176549,1.5429287812356332,1.6147282409573382,1.5618171177848041,1.5653679288713191,1.6251873801765437,1.5851669679428255,1.5879262495014246,1.2941650928717159
2016-04-12,1.6634335196264298,1.6111530696669663,1.545293231237782,1.5495931863069168,1.621702770960702,1.5685631076495128,1.5721292558298068,1.6322070865621885,1.5920138133114947,1.5947850130935632,1.2925534302404933
2016-04-13,1.650206613462586,1.5997816786113956,1.53438667371773,1.5386562800437609,1.6102569209470168,1.5574923131804865,1.5610332917687142,1.6206870979190184,1.580777505614935,1.5835291464879162,1.3090729722105245
2016-04-14,1.6563015594033526,1.6016942523218132,1.536221066280792,1.5404957770138317,1.612695679586791,1.5598511590179056,1.5633975004721534,1.6236585820704337,1.583675816652815,1.5864325025818438,1.313907960104192
2016-04-15,1.657825295888544,1.602766960155935,1.5369276997059442,1.5412043767272696,1.6138564644071303,1.5607121624175475,1.564260461373978,1.6249085153744598,1.584695663084882,1.5874541242486395,1.3151167070776089
2016-04-18,1.6344613364489382,1.5801789453988353,1.5148887497914567,1.530344174317733,1.5911121637445296,1.5384090883308628,1.5510332589432418,1.6020084566406285,1.5621279752483392,1.5717935780474122,1.2965825868185494
2016-04-19,1.6364929850958603,1.5821431205951046,1.5167717687470705,1.5318633428897834,1.5930899290195382,1.540321343257315,1.5526506135745997,1.6039997660957441,1.5640697129428678,1.5735112680647891,1.298194249449772
2016-04-20,1.6066026591253142,1.5546446678473314,1.4904095033684748,1.5052387782709669,1.565401215169416,1.5135497742869832,1.5256647556105472,1.5761214337241236,1.5368853852194662,1.5461628413076112,1.2756309726126565
2016-04-21,1.6224581055684941,1.5685743559900407,1.5037636414658964,1.518725787357526,1.5794272824737359,1.5271112502823174,1.539334782398987,1.5902435546826172,1.5506559493682748,1.5600165318921504,1.2695872377455717
2016-04-22,1.605652751238158,1.5523271273217512,1.4881877195131652,1.5029948881130004,1.5630676396392784,1.5112934947576875,1.523390416031412,1.5737718773454632,1.5345943188188398,1.5438579448139074,1.275228056954851
2016-04-25,1.5987147455229311,1.5456195409691262,1.4817572787498365,1.4965004657569565,1.5563136436655283,1.5047632142247838,1.5168078648510293,1.5669716284927357,1.5279633557128323,1.537186953694341,1.271198900376794
2016-04-26,1.5962341951031904,1.5432213725580026,1.4794581984104265,1.4941785100304135,1.5538988823875368,1.5024284380972046,1.5144544003594063,1.5645403303880148,1.5255925824689023,1.5348018692045127,1.278451382217296
2016-04-27,1.61013067624206,1.5566563351484803,1.4923380521393006,1.507186515714316,1.5674268011459824,1.5155082659298424,1.527638923704937,1.578160891367685,1.5388740724989463,1.5481635333592663,1.2724076473502115
2016-04-28,1.6160734884265748,1.5624017795227307,1.4978461049268965,1.5127493725197205,1.5732119981052293,1.5211018373842546,1.5332772680600186,1.5839857066530096,1.5445538845312374,1.5538776317522875,1.2716018160346
2016-04-29,1.6393281241574742,1.5848841013405859,1.5193994970222857,1.5345172165330165,1.5958498745417993,1.542989869946692,1.555340500084151,1.6067786123438454,1.5667793824487175,1.576237294574288,1.2699901534033773
2016-05-03,1.6600354267784105,1.6049036899890985,1.5385919117215145,1.5539005918997493,1.616007978220222,1.5624802683039132,1.5749869064010031,1.6270747632366096,1.5865702799112276,1.5961476604004894,1.2945680085295217
2016-05-04,1.6477479698814572,1.5930243140454339,1.527203370554072,1.542398737037427,1.6040464091734403,1.5509149073246098,1.5633289722307515,1.6150312786826748,1.5748266064847938,1.5843330959267627,1.289733020635854
2016-05-05,1.646763137325682,1.5920721889417833,1.526290585573539,1.541476870029859,1.6030876963401652,1.549987950338536,1.5623945955570238,1.6140660003689309,1.5738853578593266,1.5833861654249013,1.289733020635854
2016-05-06,1.6490606643181356,1.594452857635528,1.5285728892529011,1.5437818821719596,1.605484836820674,1.5523056893296965,1.5647308865410343,1.6164795570049966,1.5762388312916396,1.5857538456722657,1.2603201776160422
2016-05-09,1.6429074528841126,1.5883445563335337,1.5227169721432146,1.5378676998643999,1.5993342723357344,1.5463588525713576,1.5587364492230802,1.6102868720752315,1.5702003073808666,1.579678870025431,1.2345335755164812
2016-05-10,1.634908278019883,1.580611043512434,1.5153029943762253,1.530379954509255,1.5915472515340998,1.53882976452513,1.5511470957249904,1.6024465240089476,1.5625551373449298,1.5719875496844833,1.2333248285430645
2016-05-11,1.6422921317407104,1.5877496707319108,1.5221466661611387,1.5372917194524658,1.5987352707356088,1.5457796919524172,1.5581526528001504,1.6096837683778251,1.5696122173781022,1.5790872299992045,1.2381598164367318
2016-05-12,1.63675424145009,1.5823957003173035,1.5170139123224538,1.5321078957450578,1.5933442563344773,1.540567246381952,1.5528984849937806,1.604255835101167,1.564319407353223,1.5737624697631638,1.2425918886725937
2016-05-13,1.6502913066049403,1.5954831835530106,1.5295606439281282,1.544779464807611,1.6065222915372437,1.5533087799986447,1.5657420062982403,1.617524116444109,1.577257387414039,1.5867785503401524,1.2381598164367318
2016-05-16,1.6582904814691701,1.6032166963741101,1.5369746216951177,1.552267210162756,1.6143093123388783,1.5608378680448722,1.5733313597963303,1.6253644645103928,1.5849025574499758,1.5944698706811002,1.2429948043303993
2016-05-17,1.6502913066049403,1.5954831835530106,1.5295606439281282,1.544779464807611,1.6065222915372437,1.5533087799986447,1.5657420062982403,1.617524116444109,1.577257387414039,1.5867785503401524,1.240980226041371
2016-05-18,1.6496759854615382,1.5948882979513876,1.528990337946052,1.544203484395677,1.605923289937118,1.5527296193797042,1.5651582098753105,1.6169210127467026,1.5766692974112748,1.5861869103139257,1.232921912885258
2016-05-19,1.6244478185820443,1.5704979882848429,1.5056077926809317,1.5205882875063734,1.5813642243319626,1.5289840340031404,1.541222556535181,1.5921937611530381,1.5525576072979357,1.5619296692386289,1.2305044189384242
2016-05-20,1.6232171762952396,1.5693082170815966,1.5044671807167793,1.5194363266825048,1.580166221131711,1.527825712765259,1.5400549636893208,1.590987553758225,1.551381427292407,1.5607463891861753,1.238562732094537
2016-05-23,1.6213712128650328,1.5675235602767275,1.502756262770551,1.5177083854467022,1.5783692163313336,1.5260882309084371,1.538303574420531,1.5891782426660055,1.5496171572841138,1.558971469107495,1.240577310383565
2016-05-24,1.6139873591442055,1.5603849330572512,1.495912590985638,1.5107966205034915,1.5711811971298248,1.5191383034811503,1.5312980173453712,1.5819409982971282,1.5425600772509416,1.5518717887927742,1.2329219128852575
2016-05-25,1.5873497991857486,1.5353997377890831,1.4719597397384412,1.4866054432022537,1.5460231299245435,1.4948135574856458,1.5067785675823113,1.5566106430060571,1.517860297134838,1.5270229076912505,1.2321160815696461
2016-05-26,1.5867148592660743,1.5346320379201888,1.471223759868572,1.4858621404806527,1.5452501183595813,1.494066150706903,1.5060251782985203,1.5558323376845542,1.5171013669862707,1.526259396237405,1.2321160815696461
2016-05-27,1.5813257852554445,1.528808088606015,1.4656404458261418,1.48022327358606,1.5393858732867076,1.4883961494826796,1.5003097924030406,1.5499279329463946,1.5113439468051006,1.5204672212115173,1.2329219128852575
2016-05-30,1.5685771122580363,1.5164828140932223,1.4538244298287837,1.4682896906052112,1.5269753205098224,1.476396676649641,1.4882142715960704,1.5374323899210904,1.4991594684742688,1.508209190900975,1.2337277442008685
2016-05-31,1.5793864142062517,1.5269331263594874,1.463842953699178,1.4784078967738299,1.5374979382235943,1.4865707492843452,1.498469781063608,1.5480270688806095,1.5094904029477016,1.5186024883793843,1.276839719586072
2016-06-01,1.5808578922319099,1.528355734862307,1.4652067825380282,1.4797852954354205,1.5389303897188338,1.4879557530880263,1.499865870921742,1.5494693301249083,1.510896760465976,1.5200173354182471,1.2716018160345985
2016-06-02,1.5818386493577612,1.5293039198858738,1.4661157902356088,1.4807033475768303,1.5398851352107104,1.4888788741446142,1.5007963809618639,1.55043061392801,1.5118341140203555,1.520960347336304,1.2728105630080153
2016-06-03,1.5784065314048734,1.525985786623045,1.462934756362955,1.4774906630567102,1.5365440438673628,1.4856484511708792,1.4975401005537328,1.5470666420419206,1.5085538850244182,1.5176603171367367,1.287718442346824
2016-06-06,1.6014632857097775,1.5482767988907322,1.4843047434799894,1.4990732772489916,1.5589892870878028,1.507350231187983,1.5194155892020702,1.5696655953211653,1.5305902587916747,1.5398297141547403,1.2800630448485169
2016-06-07,1.6034185251276605,1.5501671024986874,1.4861169430904952,1.5009035078812683,1.5608926696588372,1.5091905672199561,1.5212706559267732,1.57158201268287,1.5324589687604397,1.5417097046489392,1.2800630448485169
2016-06-08,1.6136804036884775,1.5600881719546789,1.4956280915262743,1.5105092903317083,1.5708823827446536,1.5188493868501638,1.5310067881247045,1.5816401375640403,1.5422667061605064,1.5515766467586924,1.2784513822172943
2016-06-13,1.6517354517573217,1.5968793669395516,1.530899139489706,1.5461312781309144,1.6079281350814894,1.554668057197651,1.5671121636269654,1.6189395875201995,1.5786376216799383,1.5881671164328206,1.2365481538055076
2016-06-14,1.6483398135305078,1.5935965018680165,1.5277519165891398,1.5429527409952561,1.6046225559491631,1.5514719701490802,1.5638904939807425,1.6156113710407158,1.5753922579936652,1.5849021620084358,1.2417860573569808
2016-06-15,1.6546492482234474,1.5996963927842576,1.5335997708153182,1.5488587801952378,1.6107646518571024,1.557410618838646,1.5698766776897597,1.6217955293987663,1.5814224675936408,1.5909687731548794,1.2583055993270122
2016-06-16,1.6774385565506276,1.6217288412709565,1.5547218775488918,1.5701910476440808,1.6329495423002625,1.5788606698526875,1.5914984224081241,1.6441323469465297,1.6032032312498756,1.6128810170635328,1.250650201828705
2016-06-17,1.6474778246799355,1.592763140685058,1.5269529884144208,1.5421458636458283,1.6037834287611579,1.5506606377228012,1.5630726673661928,1.6147664973215572,1.5745684166045768,1.5840733474753614,1.255888105380178
2016-06-20,1.648448714005714,1.593701785629845,1.5278528502123816,1.5430546788877562,1.6047285681666896,1.5515744708794705,1.5639938151627992,1.6157181092536808,1.5754963390600347,1.5850068713633767,1.2562910210379836
2016-06-21,1.646021848029997,1.5913555187389656,1.525603526914314,1.5407829752751132,1.6023660675142544,1.5492902243268325,1.5616912847024933,1.613339429666999,1.573176874446034,1.5826734052296065,1.2534706114333443
2016-06-22,1.6280564178302592,1.573986741690782,1.5089523969745409,1.5239661699402518,1.584877116334895,1.5323805670111705,1.5446462765803715,1.5957307102281553,1.5560065073798084,1.565399388712351,1.2611260089316512
2016-06-23,1.6309777900940294,1.576811091731947,1.511660049873785,1.5267007634414531,1.5877210079828978,1.5351302592435645,1.5474179783103101,1.5985940774838918,1.5587985938229574,1.568208329671536,1.257096852353595
2016-06-24,1.69132579336793,1.6351548665547029,1.567593163244721,1.5831904000447323,1.6464684619149765,1.5919317966240052,1.6046741750459992,1.657743847154314,1.6164758860673576,1.626233792671691,1.2438006356460087
2016-06-27,1.7024204081978656,1.6458810161249722,1.577876127310212,1.5935756775352214,1.6572688254441155,1.6023744151829644,1.6152003799732169,1.668618173994827,1.6270795068529684,1.6369014225416225,1.2595143463004286
2016-06-28,1.697122918950291,1.6407594627508917,1.5729661874515382,1.5886168847621276,1.6521118361711635,1.5973882430282227,1.6101742967540642,1.6634258685029053,1.6220164588825634,1.631807811325793,1.2659609968253187
2016-06-29,1.7033884774725072,1.6468169346758508,1.5787733753640323,1.5944818530267801,1.6582112195918879,1.6032855940141986,1.6161188521982397,1.6695670218690504,1.6280047340591268,1.6378322349103824,1.2716018160345979
2016-06-30,1.697610198538325,1.641230559208399,1.573417819037709,1.5890730099917778,1.6525861921332017,1.5978468866988147,1.6106366115688748,1.6639034729609434,1.6224821738305164,1.6322763375764109,1.2736163943236263
2016-07-01,1.7168875322335793,1.6598676698878416,1.5912848773092516,1.60711784190084,1.671352252512287,1.6159913509906396,1.6289263104937166,1.682798047529698,1.6409063858825308,1.650811767953432,1.2724076473502093
2016-07-04,1.735028557575391,1.6789172358683597,1.6095473489592667,1.6255620214719904,1.6905336219602936,1.6345373678949409,1.647620776198473,1.7021107752970086,1.6597383416057452,1.6697574033589158,1.293762177213908
2016-07-05,1.7393512696465852,1.6799160373787363,1.6105048817600611,1.626529081531635,1.6918755929258371,1.635834888193453,1.6489286823028901,1.7038004555217978,1.6613859588436106,1.6714149664891174,1.2969855024763535
2016-07-06,1.7479966937889726,1.6878439729186023,1.6145073791362898,1.6305714029520304,1.699944982791693,1.6407134265366208,1.6538462701718268,1.7120123344026015,1.667166487808832,1.6772303897959449,1.3034321530012436
2016-07-07,1.7485829075797275,1.689930951555905,1.6160995529125772,1.6315794841903313,1.702046924037803,1.642413580956539,1.6550732349472248,1.7141291966398844,1.6689775150462764,1.6786820884331715,1.305043815632466
2016-07-08,1.7390538454130804,1.6792088692106788,1.6058459076565637,1.6216332956317348,1.6912479696437375,1.6319929814381267,1.6449015246436185,1.7032535840121568,1.6583883756899134,1.668281806693185,1.3002088277387982
2016-07-11,1.7514586190703483,1.6911867651227444,1.6173005012365558,1.6332005015813715,1.7033117411693173,1.6436340836376855,1.6566347042432714,1.7154029922931766,1.6702177577936004,1.6801817592237815,1.3034321530012432
2016-07-12,1.7405045610856797,1.6806096623089242,1.6071855015007457,1.6229860592873206,1.6926588057384826,1.6333543871254714,1.6462736986151012,1.704674435169385,1.6597718003689224,1.6696734844550127,1.3364712369413057
2016-07-13,1.7276251850940898,1.668173496256895,1.595292659146372,1.6109762960531286,1.6801334785017743,1.6212679003964852,1.6340916116366542,1.6920601947446987,1.6474898302120298,1.6573182438711729,1.3392916465459446
2016-07-14,1.7180670927837491,1.658944320620619,1.5864666969934185,1.6020635641247574,1.670838134222373,1.6122982301314976,1.6250509941448885,1.6826988658664432,1.6383750870296672,1.6481491249562563,1.3372770682569164
2016-07-15,1.7195028034462427,1.6603306250668202,1.5877924351803212,1.603402335905363,1.6722343777885758,1.6136455545577915,1.6264089754770432,1.6841050209075574,1.6397442027012799,1.6495264083475847,1.338888730888139
2016-07-18,1.713174853703181,1.6557105746318517,1.5833742301432978,1.5989406946228437,1.6675812038677729,1.6091554104059784,1.621883315719194,1.6794188156319887,1.635181436224198,1.6449364218200089,1.3340537429944714
2016-07-19,1.704378727906457,1.6503865850224768,1.5782828403326667,1.5937992503543783,1.66128027523417,1.6030752426889117,1.6157550558175622,1.672127812349896,1.6280824844276856,1.637795119877521,1.3272041768117757
2016-07-20,1.6990560369611099,1.646467668425209,1.576605854922477,1.5921057781697272,1.6574183785797747,1.6010312487546998,1.6136948945442062,1.6683241276794865,1.6256606252371282,1.6353588126257297,1.3243837672071361
2016-07-21,1.7190842024262707,1.6642100557755284,1.5939942068243853,1.6096650783901605,1.6752787711269461,1.6186079926015398,1.6314106648206568,1.6863020409217697,1.6434255187788283,1.6532296860157643,1.3316362490476377
2016-07-22,1.6957180093835833,1.6415897249203268,1.572328266149102,1.5877861355770901,1.6525079917135699,1.5966074956147225,1.6092361509298903,1.6633814306568133,1.6210876961934846,1.6307586029048702,1.3199516949712737
2016-07-25,1.710739133482454,1.6561313661843853,1.586256370868927,1.6018511702426355,1.6671463499078834,1.6107506722491052,1.6234911955739546,1.6781161086842855,1.6354477249983486,1.6452042991904452,1.3195487793134684
2016-07-26,1.7207532162150339,1.6658257936937568,1.5955417740154765,1.6112278600196652,1.6769052553707584,1.6201794566720265,1.632994558669997,1.6879392273692664,1.6450210775349239,1.654834763380828,1.3364712369413054
2016-07-27,1.715746174848744,1.660978579939071,1.5908990724422016,1.6065395151311503,1.6720258026393209,1.6154650644605657,1.6282428771219757,1.683027668026776,1.640234401266636,1.6500195312856367,1.3118933818151612
2016-07-28,1.7374433541026677,1.6819831728760437,1.6110174459263928,1.6268556763147155,1.6931700978088842,1.6358940973768958,1.6488334971634013,1.704311091844235,1.6609766650958835,1.6708855370314666,1.3155196227354125
2016-07-29,1.729098285158851,1.6739044832849004,1.6032796099709348,1.6190417681671905,1.6850376765898214,1.6280367770244613,1.6409140279166992,1.6961251596067508,1.6529988713154038,1.6628601502061475,1.3110875504995503
2016-08-01,1.7374433541026677,1.6819831728760437,1.6110174459263928,1.6268556763147155,1.6931700978088842,1.6358940973768958,1.6488334971634013,1.704311091844235,1.6609766650958835,1.6708855370314666,1.300208827738798
2016-08-02,1.7524644782015384,1.696524814140102,1.6249455506462178,1.6409207109802608,1.7078084560031976,1.6500372740112785,1.6630885418074655,1.719045769871707,1.6753366939007472,1.6853312333170414,1.303432153001243
2016-08-03,1.7240912437925608,1.6690572695302144,1.5986369083976597,1.6143534232786754,1.6801582238583836,1.6233223848130005,1.6361623463686776,1.6912136002642602,1.6482121950471158,1.6580449181109558,1.3050438156324653
2016-08-04,1.7324363127363773,1.6771359591213575,1.6063747443531176,1.6221673314262002,1.6882906450774462,1.6311797051654349,1.6440818156153796,1.6993995325017441,1.6561899888275953,1.6660703049362748,1.3090729722105219
2016-08-05,1.727429271370087,1.6722887453666713,1.6017320427798425,1.6174789865376848,1.6834111923460082,1.626465312953974,1.639330134067358,1.6944879731592533,1.6514033125593073,1.661255072841083,1.3143108757619955
2016-08-08,1.7507954644127741,1.6949090762218726,1.6233979834551253,1.639357929350755,1.7061819717593842,1.648465809940791,1.6615046479581241,1.7174085834242092,1.6737411351446505,1.683726155951977,1.3251895985227478
2016-08-09,1.7574715195678277,1.7013720278947875,1.629588252219492,1.645609055868775,1.7126879087346347,1.6547516662227388,1.667840223355486,1.7239573292141968,1.6801233701690343,1.6901464654122325,1.3312333333898323
2016-08-10,1.749126450624011,1.6932933383036444,1.621850416264034,1.6377951477212502,1.7045554875155722,1.6468943458703045,1.6599207541087841,1.7157713969767125,1.6721455763885549,1.6821210785869134,1.327204176811776
2016-08-11,1.749126450624011,1.6932933383036444,1.621850416264034,1.6377951477212502,1.7045554875155722,1.6468943458703045,1.6599207541087841,1.7157713969767125,1.6721455763885549,1.6821210785869134,1.3255925141805533
2016-08-12,1.7574715195678277,1.7013720278947875,1.629588252219492,1.645609055868775,1.7126879087346347,1.6547516662227388,1.667840223355486,1.7239573292141968,1.6801233701690343,1.6901464654122325,1.3489616223332805
2016-08-15,1.7507120137233365,1.696524814140102,1.6249455506462176,1.6409207109802604,1.7078084560031974,1.6500372740112785,1.6630885418074652,1.7190457698717065,1.675336693900747,1.6853312333170414,1.3888502724560388
2016-08-16,1.7438874366045662,1.6899114680630491,1.6186112328730717,1.6345241192792328,1.7011511243457227,1.6436051443765556,1.6566055360818293,1.712344633228316,1.6688059427676036,1.6787615217469567,1.3848211158779822
2016-08-17,1.7356931548777375,1.6818024632239026,1.6108443607214147,1.6266808894749347,1.6929881862509535,1.6357183394632353,1.6486563490607826,1.7041279833152585,1.660798212350217,1.670706019692034,1.381597790615537
2016-08-18,1.742973238015987,1.6873365397459326,1.6161449451552274,1.6320335850001997,1.6985590700963995,1.641100773284699,1.6540813562145618,1.709735523361859,1.666263173066934,1.6762035826704282,1.3795832123265088
2016-08-19,1.7434580706273959,1.6878058962243039,1.616594498686564,1.632487558181006,1.6990315482800145,1.6415572686319266,1.654541462294176,1.7102111104337256,1.6667266676908745,1.6766698423596271,1.3779715496952862
2016-08-22,1.7327924946652682,1.6774807715202555,1.6067050085312344,1.6225008424966179,1.6886377508348536,1.631515069143598,1.644419832215491,1.6997489222016668,1.656530494819356,1.6664128422812368,1.368301573907951
2016-08-23,1.7352202249555173,1.6798310072772016,1.608956083849667,1.624774048580676,1.691003618086461,1.6338009046170041,1.646723747917369,1.7021303567686743,1.6588513781746195,1.6687475713072,1.3691074052235621
2016-08-24,1.7357056012422185,1.6803008900764402,1.6094061414954994,1.6252285308320276,1.6914766260915204,1.6342579118630511,1.6471843699447588,1.7026064771481904,1.659315392546137,1.669214353844629,1.3634665860142832
2016-08-25,1.7240573846942104,1.6690244912335643,1.59860551307302,1.614321719300404,1.6801252275522134,1.6232905046950081,1.636130214089135,1.6911803868436655,1.6481798261228982,1.65801235608377,1.3562141041737819
2016-08-26,1.7260020387763468,1.670907070850042,1.600408663457875,1.6161425968124805,1.6820203282671118,1.6251214985670643,1.6379756905378784,1.6930879572482829,1.6500388939563817,1.659882514539698,1.3546024415425593
2016-08-29,1.720655745942404,1.6657314347277328,1.5954513962144996,1.611136593696694,1.6768102688201738,1.6200876832951916,1.6329020593950647,1.6878436158108365,1.644927897030364,1.6547410269902614,1.3541995258847537
2016-08-30,1.7235741726493023,1.6685567035922884,1.5981574621868773,1.6138692635375926,1.6796543286400807,1.6228355351961867,1.6356716459269007,1.6907063894348264,1.6477178807426414,1.6575476548805625,1.3598403450940326
