date,hs300_benchmark_nav,baseline_nav,confirm60_top2_nav,confirm60_top3_nav,slope_r2_020_nav,tie_r2_gap005_nav,leader_margin005_nav,continuous_transition_nav,extreme_volcap_nav,combo_confirm_tie_volcap_nav
2015-04-21,1.8181087311497373,1.5647456429190991,1.5647456429191,1.5647456429191,1.5647456429191,1.5647456429191,1.5647456429191,1.5920147007417997,1.5448065278392984,1.5448065278392984
2015-04-22,1.8676754904504391,1.5775434535209458,1.5775434535209467,1.5775434535209467,1.5775434535209467,1.5775434535209467,1.5775434535209467,1.6050355407151515,1.5574412595282787,1.5574412595282787
2015-04-23,1.8656928200784113,1.577041051147213,1.577041051147214,1.577041051147214,1.577041051147214,1.577041051147214,1.577041051147214,1.6045243828996372,1.556945259127155,1.556945259127155
2015-04-24,1.8589517408135157,1.5753316123882648,1.5753316123882657,1.5753316123882657,1.5753316123882657,1.5753316123882657,1.5753316123882657,1.6027851534941562,1.5552576032671022,1.5552576032671022
2015-04-27,1.8974155460308602,1.5851102279856408,1.5851102279856417,1.5851102279856417,1.5851102279856417,1.5851102279856417,1.5851102279856417,1.6127341824972876,1.5649116127071774,1.5649116127071774
2015-04-28,1.8728304334177117,1.578396038951729,1.57839603895173,1.57839603895173,1.57839603895173,1.57839603895173,1.57839603895173,1.6059029842805563,1.5582829807019243,1.5582829807019243
2015-04-29,1.8831403193522576,1.5870850707139024,1.5870850707139033,1.5870850707139033,1.5870850707139033,1.5870850707139033,1.5870850707139033,1.6147434411070003,1.566861290568164,1.566861290568164
2015-04-30,1.8791749786082013,1.5831888253233617,1.5831888253233624,1.5831888253233624,1.5831888253233624,1.5831888253233624,1.5831888253233624,1.6107792952616302,1.5630146939403933,1.5630146939403933
2015-05-04,1.889484864542747,1.5857946225036783,1.5857946225036794,1.5857946225036794,1.5857946225036794,1.5857946225036794,1.5857946225036794,1.6134305040615966,1.5655872861777291,1.5655872861777291
2015-05-05,1.8177121970753312,1.5671748493752775,1.5671748493752786,1.5671748493752786,1.5671748493752786,1.5671748493752786,1.5671748493752786,1.5944862413445005,1.5472047795985897,1.5472047795985897
2015-05-06,1.7986785615038614,1.550764641528416,1.5507646415284169,1.5507646415284169,1.5507646415284169,1.5507646415284169,1.5507646415284169,1.5777900503356572,1.531003682430018,1.531003682430018
2015-05-07,1.767352369625818,1.523756174447123,1.523756174447124,1.523756174447124,1.523756174447124,1.523756174447124,1.523756174447124,1.5503109026336033,1.5043393766734106,1.5043393766734106
2015-05-08,1.7947132207598053,1.5473458482269866,1.5473458482269875,1.5473458482269875,1.5473458482269875,1.5473458482269875,1.5473458482269875,1.574311677208815,1.5276284538532323,1.5276284538532323
2015-05-11,1.8537967978462413,1.5982858684182857,1.5982858684182866,1.5982858684182866,1.5982858684182866,1.5982858684182866,1.5982858684182866,1.6261394367987645,1.5779193596473395,1.5779193596473395
2015-05-12,1.8752096378641447,1.6167473522460052,1.616747352246006,1.616747352246006,1.616747352246006,1.616747352246006,1.616747352246006,1.644922651683713,1.5961455939619829,1.5961455939619829
2015-05-13,1.8577621385902976,1.6017046617197153,1.6017046617197161,1.6017046617197161,1.6017046617197161,1.6017046617197161,1.6017046617197161,1.6296178099256067,1.5812945882241254,1.5812945882241254
2015-05-14,1.853400263771836,1.597943989088143,1.597943989088144,1.597943989088144,1.597943989088144,1.597943989088144,1.597943989088144,1.6257915994860803,1.5775818367896612,1.5775818367896612
2015-05-15,1.8192983333729533,1.5685423666958496,1.5685423666958502,1.5685423666958502,1.5685423666958502,1.5685423666958502,1.5685423666958502,1.5958775905952367,1.5485548710293038,1.5485548710293038
2015-05-18,1.8058161748431627,1.5569184694709894,1.55691846947099,1.55691846947099,1.55691846947099,1.55691846947099,1.55691846947099,1.584051121963973,1.5370790938682324,1.5370790938682324
2015-05-19,1.868072024524844,1.6105935243034326,1.6105935243034333,1.6105935243034333,1.6105935243034333,1.6105935243034333,1.6105935243034333,1.638661580055397,1.5900701825237689,1.5900701825237689
2015-05-20,1.8767957741617671,1.618114869566577,1.6181148695665777,1.6181148695665777,1.6181148695665777,1.6181148695665777,1.6181148695665777,1.6463140009344497,1.5974956853926972,1.5974956853926972
2015-05-21,1.915259579379112,1.6512771645904434,1.651277164590444,1.651277164590444,1.651277164590444,1.651277164590444,1.651277164590444,1.68005422026482,1.6302354025875192,1.6302354025875192
2015-05-22,1.9564991231172961,1.6868326149253103,1.686832614925311,1.686832614925311,1.686832614925311,1.686832614925311,1.686832614925311,1.7162293007839802,1.6653377797860913,1.6653377797860913
2015-05-25,2.018358438724572,1.7401657904276104,1.740165790427611,1.740165790427611,1.740165790427611,1.740165790427611,1.740165790427611,1.7704919215627197,1.717991345583949,1.717991345583949
2015-05-26,2.048098494304993,1.7658067401883315,1.7658067401883322,1.7658067401883322,1.7658067401883322,1.7658067401883322,1.7658067401883322,1.7965797200140368,1.7433055599098422,1.7433055599098422
2015-05-27,2.048098494304993,1.7658067401883315,1.7658067401883322,1.7658067401883322,1.7658067401883322,1.7658067401883322,1.7658067401883322,1.7965797200140368,1.7433055599098422,1.7433055599098422
2015-05-28,1.9093115682630282,1.6450822701027337,1.6450822701027343,1.6450822701027343,1.6450822701027343,1.6450822701027343,1.6450822701027343,1.674235255532668,1.6241194479036407,1.6241194479036407
2015-05-29,1.910501170486245,1.641406203729103,1.6414062037291037,1.6414062037291037,1.6414062037291037,1.6414062037291037,1.6414062037291037,1.6725898216286024,1.620490224613291,1.620490224613291
2015-06-01,2.0104277572364597,1.665952817218058,1.6659528172180587,1.6659528172180587,1.6659528172180587,1.6659528172180587,1.6659528172180587,1.7275996686823158,1.6447240474877518,1.6447240474877518
2015-06-02,2.0445296876353423,1.6942115829539064,1.694211582953907,1.694211582953907,1.694211582953907,1.694211582953907,1.694211582953907,1.7569041206560194,1.672622719693658,1.672622719693658
2015-06-03,2.027478722435901,1.6800822000859823,1.680082200085983,1.680082200085983,1.680082200085983,1.680082200085983,1.680082200085983,1.7422518946691679,1.658673383590705,1.658673383590705
2015-06-04,2.050477698751427,1.6991404374427177,1.6991404374427181,1.6991404374427181,1.6991404374427181,1.6991404374427181,1.6991404374427181,1.7620153622793404,1.6774887671714327,1.6774887671714327
2015-06-05,2.053649971346672,1.70176915983675,1.7017691598367508,1.7017691598367508,1.7017691598367508,1.7017691598367508,1.7017691598367508,1.7647413578117783,1.6800839924929125,1.6800839924929125
2015-06-08,2.1040097987961848,1.7435001278420148,1.7435001278420155,1.7435001278420155,1.7435001278420155,1.7435001278420155,1.7435001278420155,1.8080165368892247,1.7212831944714024,1.7212831944714024
2015-06-09,2.086958833596743,1.72937074497409,1.7293707449740907,1.7293707449740907,1.7293707449740907,1.7293707449740907,1.7293707449740907,1.7933643109023725,1.7073338583684488,1.7073338583684488
2015-06-10,2.084976163224715,1.7277277934778197,1.7277277934778204,1.7277277934778204,1.7277277934778204,1.7277277934778204,1.7277277934778204,1.791660563694599,1.705711842542524,1.705711842542524
2015-06-11,2.0853726972991202,1.7280563837770735,1.7280563837770744,1.7280563837770744,1.7280563837770744,1.7280563837770744,1.7280563837770744,1.7920013131361536,1.706036245707709,1.706036245707709
2015-06-12,2.1008375262009387,1.7408714054479817,1.7408714054479821,1.7408714054479821,1.7408714054479821,1.7408714054479821,1.7408714054479821,1.8052905413567866,1.7186879691499222,1.7186879691499222
2015-06-15,2.050477698751426,1.6991404374427168,1.6991404374427175,1.6991404374427175,1.6991404374427175,1.6991404374427175,1.6991404374427175,1.7620153622793402,1.6774887671714325,1.6774887671714325
2015-06-16,1.9965490646322621,1.654452156744165,1.6544521567441657,1.6544521567441657,1.6544521567441657,1.6544521567441657,1.6544521567441657,1.715673438227901,1.6333699367062775,1.6333699367062775
2015-06-17,2.026289120212683,1.679096429188219,1.6790964291882198,1.6790964291882198,1.6790964291882198,1.6790964291882198,1.6790964291882198,1.7412296463445034,1.6577001740951496,1.6577001740951496
2015-06-18,1.9465857712571546,1.613049779038154,1.6130497790381546,1.6130497790381546,1.6130497790381546,1.6130497790381546,1.6130497790381546,1.6727390085920089,1.5924951378929721,1.5924951378929721
2015-06-19,1.825246344489037,1.511507434212528,1.5115074342125283,1.5115074342125283,1.5115074342125283,1.5115074342125283,1.5115074342125283,1.5675065761901914,1.4922467187019135,1.4922467187019135
2015-06-23,1.889881398617152,1.5222114806116551,1.5222114806116558,1.5222114806116558,1.5222114806116558,1.5222114806116558,1.5222114806116558,1.5806237256056475,1.5028143664384612,1.5028143664384612
2015-06-24,1.9315174764297418,1.5349537666744324,1.5349537666744328,1.5349537666744328,1.5349537666744328,1.5349537666744328,1.5349537666744328,1.6136944538139497,1.515394281122008,1.515394281122008
2015-06-25,1.862124013408759,1.517571436562883,1.5175714365628834,1.5175714365628834,1.5175714365628834,1.5175714365628834,1.5175714365628834,1.5680667130357988,1.4982334491702507,1.4982334491702507
2015-06-26,1.7233370873667946,1.4870325735400567,1.4870325735400571,1.4870325735400571,1.4870325735400571,1.4870325735400571,1.4870325735400571,1.5365117078437454,1.4680837343179107,1.4680837343179107
2015-06-29,1.6583054991642745,1.4716829715947606,1.471682971594761,1.471682971594761,1.471682971594761,1.471682971594761,1.471682971594761,1.5206513672437125,1.4529297280472224,1.4529297280472224
2015-06-30,1.7780587896347695,1.4714842943935953,1.4714842943935957,1.4714842943935957,1.4714842943935957,1.4714842943935957,1.4714842943935957,1.5204460793091346,1.452733582533936,1.452733582533936
2015-07-01,1.6642535102803584,1.4458597018741033,1.4458597018741037,1.4458597018741037,1.4458597018741037,1.4458597018741037,1.4458597018741037,1.4939688607763932,1.4274355170135327,1.4274355170135327
2015-07-02,1.6289619776582585,1.4458597018741033,1.4458597018741037,1.4458597018741037,1.4458597018741037,1.4458597018741037,1.4458597018741037,1.4939688607763932,1.4274355170135327,1.4274355170135327
2015-07-03,1.554017037595598,1.4458597018741033,1.4458597018741037,1.4458597018741037,1.4458597018741037,1.4458597018741037,1.4458597018741037,1.4939688607763932,1.4274355170135327,1.4274355170135327
2015-07-06,1.5960496494825929,1.4458597018741033,1.4458597018741037,1.4458597018741037,1.4458597018741037,1.4458597018741037,1.4458597018741037,1.4939688607763932,1.4274355170135327,1.4274355170135327
2015-07-07,1.525863118312799,1.4458597018741033,1.4458597018741037,1.4458597018741037,1.4458597018741037,1.4458597018741037,1.4458597018741037,1.4939688607763932,1.4274355170135327,1.4274355170135327
2015-07-08,1.3731974996666383,1.4458597018741033,1.4458597018741037,1.4458597018741037,1.4458597018741037,1.4458597018741037,1.4458597018741037,1.4939688607763932,1.4274355170135327,1.4274355170135327
2015-07-09,1.5103982894109806,1.4458597018741033,1.4458597018741037,1.4458597018741037,1.4458597018741037,1.4458597018741037,1.4458597018741037,1.4939688607763932,1.4274355170135327,1.4274355170135327
2015-07-10,1.6610812376851134,1.4458597018741033,1.4458597018741037,1.4458597018741037,1.4458597018741037,1.4458597018741037,1.4458597018741037,1.4939688607763932,1.4274355170135327,1.4274355170135327
2015-07-13,1.678925271033366,1.4458597018741033,1.4458597018741037,1.4458597018741037,1.4458597018741037,1.4458597018741037,1.4458597018741037,1.4939688607763932,1.4274355170135327,1.4274355170135327
2015-07-14,1.6472025450809167,1.4458597018741033,1.4458597018741037,1.4458597018741037,1.4458597018741037,1.4458597018741037,1.4458597018741037,1.4939688607763932,1.4274355170135327,1.4274355170135327
2015-07-15,1.5643269235301436,1.4458597018741033,1.4458597018741037,1.4458597018741037,1.4458597018741037,1.4458597018741037,1.4458597018741037,1.4939688607763932,1.4274355170135327,1.4274355170135327
2015-07-16,1.6004115243010544,1.4458597018741033,1.4458597018741037,1.4458597018741037,1.4458597018741037,1.4458597018741037,1.4458597018741037,1.4939688607763932,1.4274355170135327,1.4274355170135327
2015-07-17,1.6654431125035751,1.4458597018741033,1.4458597018741037,1.4458597018741037,1.4458597018741037,1.4458597018741037,1.4458597018741037,1.4939688607763932,1.4274355170135327,1.4274355170135327
2015-07-20,1.6606847036107073,1.4458597018741033,1.4458597018741037,1.4458597018741037,1.4458597018741037,1.4458597018741037,1.4458597018741037,1.4939688607763932,1.4274355170135327,1.4274355170135327
2015-07-21,1.6709945895452536,1.4458597018741033,1.4458597018741037,1.4458597018741037,1.4458597018741037,1.4458597018741037,1.4458597018741037,1.4939688607763932,1.4274355170135327,1.4274355170135327
2015-07-22,1.663063908057141,1.4458597018741033,1.4458597018741037,1.4458597018741037,1.4458597018741037,1.4458597018741037,1.4458597018741037,1.4939688607763932,1.4274355170135327,1.4274355170135327
2015-07-23,1.708268792539381,1.4458597018741033,1.4458597018741037,1.4458597018741037,1.4458597018741037,1.4458597018741037,1.4458597018741037,1.4939688607763932,1.4274355170135327,1.4274355170135327
2015-07-24,1.6725807258428758,1.4458597018741033,1.4458597018741037,1.4458597018741037,1.4458597018741037,1.4458597018741037,1.4458597018741037,1.4939688607763932,1.4274355170135327,1.4274355170135327
2015-07-27,1.508019084964546,1.4458597018741033,1.4458597018741037,1.4458597018741037,1.4458597018741037,1.4458597018741037,1.4458597018741037,1.4939688607763932,1.4274355170135327,1.4274355170135327
2015-07-28,1.5254665842383934,1.4458597018741033,1.4458597018741037,1.4458597018741037,1.4458597018741037,1.4458597018741037,1.4458597018741037,1.4939688607763932,1.4274355170135327,1.4274355170135327
2015-07-29,1.5813778887295848,1.4458597018741033,1.4458597018741037,1.4458597018741037,1.4458597018741037,1.4458597018741037,1.4458597018741037,1.4939688607763932,1.4274355170135327,1.4274355170135327
2015-07-30,1.5270527205360156,1.4458597018741033,1.4458597018741037,1.4458597018741037,1.4458597018741037,1.4458597018741037,1.4458597018741037,1.4939688607763932,1.4274355170135327,1.4274355170135327
2015-07-31,1.5270527205360156,1.4458597018741033,1.4458597018741037,1.4458597018741037,1.4458597018741037,1.4458597018741037,1.4458597018741037,1.4939688607763932,1.4274355170135327,1.4274355170135327
2015-08-03,1.5274492546104212,1.4458597018741033,1.4458597018741037,1.4458597018741037,1.4458597018741037,1.4458597018741037,1.4458597018741037,1.4939688607763932,1.4274355170135327,1.4274355170135327
2015-08-04,1.5881189679944796,1.4458597018741033,1.4458597018741037,1.4458597018741037,1.4458597018741037,1.4458597018741037,1.4458597018741037,1.4939688607763932,1.4274355170135327,1.4274355170135327
2015-08-05,1.55282743537238,1.4458597018741033,1.4458597018741037,1.4458597018741037,1.4458597018741037,1.4458597018741037,1.4458597018741037,1.4939688607763932,1.4274355170135327,1.4274355170135327
2015-08-06,1.5357764701729388,1.4458597018741033,1.4458597018741037,1.4458597018741037,1.4458597018741037,1.4458597018741037,1.4458597018741037,1.4939688607763932,1.4274355170135327,1.4274355170135327
2015-08-07,1.567499196125388,1.4452813579933537,1.445281357993354,1.445281357993354,1.445281357993354,1.445281357993354,1.445281357993354,1.4933453508328653,1.4268645428067273,1.4268645428067273
2015-08-10,1.6448233406344819,1.449510805040065,1.4495108050400651,1.4495108050400651,1.4495108050400651,1.4495108050400651,1.4495108050400651,1.4964507441795203,1.4310400951953703,1.4310400951953703
2015-08-11,1.6253931709886074,1.477764167771171,1.4777641677711715,1.4777641677711715,1.4777641677711715,1.4777641677711715,1.4777641677711715,1.5069604800641265,1.4589334332455093,1.4589334332455093
2015-08-12,1.6087387398635715,1.462622402695204,1.4626224026952044,1.4626224026952044,1.4626224026952044,1.4626224026952044,1.4626224026952044,1.491519557848295,1.4439846154371874,1.4439846154371874
2015-08-13,1.6305481139558804,1.4824509045803993,1.4824509045803997,1.4824509045803997,1.4824509045803997,1.4824509045803997,1.4824509045803997,1.5117398131309316,1.4635604482814186,1.4635604482814186
2015-08-14,1.6265827732118245,1.4781062995582452,1.4781062995582457,1.4781062995582457,1.4781062995582457,1.4781062995582457,1.4781062995582457,1.5073093713780037,1.4592712053431312,1.4592712053431312
2015-08-17,1.6293585117326634,1.477515057038422,1.4781062995582457,1.4781062995582457,1.4781062995582457,1.4781062995582457,1.4781062995582457,1.5073093713780037,1.4592712053431312,1.4592712053431312
2015-08-18,1.5175359027502808,1.4780287519735071,1.4781062995582457,1.4781062995582457,1.4781062995582457,1.4781062995582457,1.4781062995582457,1.5073093713780037,1.4592712053431312,1.4592712053431312
2015-08-19,1.552430901297975,1.4821379544116613,1.4773672464084666,1.4773672464084666,1.4773672464084666,1.4773672464084666,1.4773672464084666,1.5065557166923147,1.4585415697404596,1.4585415697404596
2015-08-20,1.5127774938574134,1.5006165574796508,1.5003911515472999,1.5003911515472999,1.5003911515472999,1.5003911515472999,1.5003911515472999,1.530034507082325,1.4812720877104408,1.4812720877104408
2015-08-21,1.4374360197203468,1.522979889111627,1.5285314800503182,1.5285314800503182,1.5285314800503182,1.5285314800503182,1.5285314800503182,1.5587308064478926,1.5090538318959734,1.5090538318959734
2015-08-24,1.293890684785515,1.517244818399491,1.5227755037656097,1.5227755037656097,1.5227755037656097,1.5227755037656097,1.5227755037656097,1.5528611088503899,1.503371202403478,1.503371202403478
2015-08-25,1.1828611439519434,1.5089608273708506,1.514461315798809,1.514461315798809,1.514461315798809,1.514461315798809,1.514461315798809,1.5443826567651084,1.495162959803207,1.495162959803207
2015-08-26,1.2161700062020147,1.4968534558674529,1.5023098103088695,1.5023098103088695,1.5023098103088695,1.5023098103088695,1.5023098103088695,1.531991072948159,1.4831662975412727,1.4831662975412727
2015-08-27,1.2915114803390808,1.4796482437310452,1.4850418814547444,1.4850418814547444,1.4850418814547444,1.4850418814547444,1.4850418814547444,1.5143819801556513,1.4661184090637867,1.4661184090637867
2015-08-28,1.3490089211278946,1.4866577746014331,1.492076963580499,1.492076963580499,1.492076963580499,1.492076963580499,1.492076963580499,1.5215560549970433,1.4730638451101696,1.4730638451101696
2015-08-31,1.346233182607055,1.4904811550761905,1.4959142811036377,1.4959142811036377,1.4959142811036377,1.4959142811036377,1.4959142811036377,1.5254691867287116,1.476852264771833,1.476852264771833
2015-09-01,1.341078239639782,1.5000396062630836,1.505507574911485,1.505507574911485,1.505507574911485,1.505507574911485,1.505507574911485,1.5352520160578826,1.486323313925992,1.486323313925992
2015-09-02,1.3371128988957257,1.498127916025705,1.5035889161499154,1.5035889161499154,1.5035889161499154,1.5035889161499154,1.5035889161499154,1.5332954501920484,1.48442910409516,1.48442910409516
2015-09-07,1.30420057072006,1.4739131730189097,1.479285905170036,1.479285905170036,1.479285905170036,1.479285905170036,1.479285905170036,1.508512282558149,1.4604357795712912,1.4604357795712912
2015-09-08,1.3394921033421596,1.4675408722276473,1.4728903759648044,1.4728903759648044,1.4728903759648044,1.4728903759648044,1.4728903759648044,1.5019903963387016,1.454121746801852,1.454121746801852
2015-09-09,1.364870284104119,1.4739131730189097,1.4792859051700362,1.4792859051700362,1.4792859051700362,1.4792859051700362,1.4792859051700362,1.508512282558149,1.4604357795712914,1.4604357795712914
2015-09-10,1.3406817055653766,1.4567079608825018,1.4620179763159111,1.4620179763159111,1.4620179763159111,1.4620179763159111,1.4620179763159111,1.4909031897656413,1.4433878910938054,1.4433878910938054
2015-09-11,1.343457444086216,1.4573451909616275,1.462657529236434,1.462657529236434,1.462657529236434,1.462657529236434,1.462657529236434,1.491555378387586,1.4440192943707493,1.4440192943707493
2015-09-14,1.2962698892319482,1.4541590405659968,1.4594597646338183,1.4594597646338183,1.4594597646338183,1.4594597646338183,1.4594597646338183,1.4882944352778622,1.4408622779860296,1.4408622779860296
2015-09-15,1.2582026180890094,1.4528845804077442,1.4581806587927717,1.4581806587927717,1.4581806587927717,1.4581806587927717,1.4581806587927717,1.4869900580339726,1.4395994714321416,1.4395994714321416
2015-09-16,1.3264064788867749,1.4509728901703658,1.4562620000312025,1.4562620000312025,1.4562620000312025,1.4562620000312025,1.4562620000312025,1.4850334921681385,1.4377052616013102,1.4377052616013102
2015-09-17,1.30063176405041,1.4688153323858997,1.4741694818058506,1.4741694818058506,1.4741694818058506,1.4741694818058506,1.4741694818058506,1.5032947735825908,1.45538455335574,1.45538455335574
2015-09-18,1.3002352299760045,1.476360773752833,1.4817424279377653,1.4817424279377653,1.4817424279377653,1.4817424279377653,1.4817424279377653,1.5110173390550383,1.462860999558033,1.462860999558033
2015-09-21,1.3240272744403414,1.4756225933659568,1.4810015567237966,1.4810015567237966,1.4810015567237966,1.4810015567237966,1.4810015567237966,1.5102618303855109,1.462129569058254,1.462129569058254
2015-09-22,1.3343371603748875,1.4668204134310938,1.4721672909401864,1.4721672909401864,1.4721672909401864,1.4721672909401864,1.4721672909401864,1.5012530252617797,1.453407875846999,1.453407875846999
2015-09-23,1.3034075025712497,1.4624193234636624,1.4677501580483814,1.4677501580483814,1.4677501580483814,1.4677501580483814,1.4677501580483814,1.496748622699914,1.4490470292413715,1.4490470292413715
2015-09-24,1.314510456654607,1.4737364119513434,1.4791084997701658,1.4791084997701658,1.4791084997701658,1.4791084997701658,1.4791084997701658,1.5083313721447111,1.4602606347986993,1.4602606347986993
2015-09-25,1.285960003297403,1.483167319024411,1.4885737845383196,1.4885737845383196,1.4885737845383196,1.4885737845383196,1.4885737845383196,1.517983663348709,1.4696053060964727,1.4696053060964727
2015-09-28,1.2934941507111095,1.4736279565200037,1.4789996489953323,1.4789996489953323,1.4789996489953323,1.4789996489953323,1.4789996489953323,1.5082203707958655,1.4601531710787754,1.4601531710787754
2015-09-29,1.2685125040235559,1.4736279565200037,1.4789996489953323,1.4789996489953323,1.4789996489953323,1.4789996489953323,1.4789996489953323,1.5082203707958655,1.4601531710787754,1.4601531710787754
2015-09-30,1.2772362536604793,1.4730385053373958,1.4789996489953323,1.4789996489953323,1.4789996489953323,1.4789996489953323,1.4789996489953323,1.5082203707958655,1.4601531710787754,1.4601531710787754
2015-10-08,1.3232342062915308,1.4879944677134798,1.4782601491708347,1.4782601491708347,1.4782601491708347,1.4782601491708347,1.4782601491708347,1.5074662606104676,1.459423094493236,1.459423094493236
2015-10-09,1.3398886374165664,1.5067225970643834,1.4968657608775096,1.4968657608775096,1.4968657608775096,1.4968657608775096,1.4968657608775096,1.5264394649693644,1.4777916201056769,1.4777916201056769
2015-10-12,1.3957999419077578,1.5695956027424178,1.5593274573213476,1.5593274573213476,1.5593274573213476,1.5593274573213476,1.5593274573213476,1.5901352224599477,1.5394573846617292,1.5394573846617292
2015-10-13,1.3858865900476174,1.557045303584183,1.5468592610287228,1.5468592610287228,1.5468592610287228,1.5468592610287228,1.5468592610287228,1.5781975812881464,1.52714806709923,1.52714806709923
2015-10-14,1.3708182952202042,1.576038486448742,1.5657281922941302,1.5657281922941302,1.5657281922941302,1.5657281922941302,1.5657281922941302,1.5772841625026146,1.545776556863083,1.545776556863083
2015-10-15,1.4061098278423037,1.581298523116072,1.5709538183009524,1.5709538183009524,1.5709538183009524,1.5709538183009524,1.5709538183009524,1.5948617002509866,1.5509355941826093,1.5509355941826093
2015-10-16,1.4255399974881786,1.5786706900905365,1.5683431763095923,1.5683431763095923,1.5683431763095923,1.5683431763095923,1.5683431763095923,1.6020238514762577,1.5483582188702993,1.5483582188702993
2015-10-19,1.4231607930417447,1.575148637661502,1.564844164813177,1.564844164813177,1.564844164813177,1.564844164813177,1.564844164813177,1.6019671869951468,1.544903794296499,1.544903794296499
2015-10-20,1.4417978945388088,1.595776106586019,1.5853366907942916,1.5853366907942916,1.5853366907942916,1.5853366907942916,1.5853366907942916,1.622945860104306,1.5651351897637422,1.5651351897637422
2015-10-21,1.3985756804285971,1.5465447898332654,1.536427440641881,1.536427440641881,1.536427440641881,1.536427440641881,1.536427440641881,1.5727907693948788,1.516849176475207,1.516849176475207
2015-10-22,1.41641971377685,1.5400002429170885,1.5299257075303123,1.5299257075303123,1.5299257075303123,1.5299257075303123,1.5299257075303123,1.5643793734982319,1.5104302931260367,1.5104302931260367
2015-10-23,1.4414013604644034,1.5671615014007882,1.5569092796396093,1.5569092796396093,1.5569092796396093,1.5569092796396093,1.5569092796396093,1.5919706110487324,1.5370700211402977,1.5370700211402977
2015-10-26,1.443780564910837,1.5697482879230455,1.5594791436500188,1.5594791436500188,1.5594791436500188,1.5594791436500188,1.5594791436500188,1.5945983479583041,1.539607138094037,1.539607138094037
2015-10-27,1.444573633059648,1.5706105500971312,1.5603357649868217,1.5603357649868217,1.5603357649868217,1.5603357649868217,1.5603357649868217,1.5954742602614942,1.5404528437452831,1.5404528437452831
2015-10-28,1.419195452297689,1.5430181605263886,1.5329238822091233,1.5329238822091233,1.5329238822091233,1.5329238822091233,1.5329238822091233,1.5674450665593986,1.5133902629053992,1.5133902629053992
2015-10-29,1.421178122669717,1.5451738159616029,1.535065435551131,1.535065435551131,1.535065435551131,1.535065435551131,1.535065435551131,1.569634847317375,1.5155045270335152,1.5155045270335152
2015-10-30,1.4215746567441225,1.5456049470486457,1.5354937462195326,1.5354937462195326,1.5354937462195326,1.5354937462195326,1.5354937462195326,1.5700728034689702,1.5159273798591384,1.5159273798591384
2015-11-02,1.3977826122797854,1.518445305306522,1.5085117802752415,1.5085117802752415,1.5085117802752415,1.5085117802752415,1.5095686368495222,1.5424832082540376,1.4892892375429732,1.4892892375429732
2015-11-03,1.387076192270834,1.532229485367164,1.5222057855385496,1.5222057855385496,1.5222057855385496,1.5222057855385496,1.5001985259149222,1.5564856001800331,1.5028087439360758,1.5028087439360758
2015-11-04,1.4703483478960127,1.532229485367164,1.5222057855385496,1.5222057855385496,1.5222057855385496,1.5222057855385496,1.5001985259149222,1.5564856001800331,1.5028087439360758,1.5028087439360758
2015-11-05,1.4937438582859437,1.5566096201127575,1.5464264277572048,1.5464264277572048,1.5464264277572048,1.5464264277572048,1.524068998684334,1.5812516871300388,1.5267207493007542,1.5267207493007542
2015-11-06,1.5294319249824493,1.593799656165359,1.5833731701246458,1.5833731701246458,1.5833731701246458,1.5833731701246458,1.5604815842647939,1.619030463833438,1.5631966896875527,1.5631966896875527
2015-11-09,1.5452932879586738,1.610328561077626,1.599793944510175,1.599793944510175,1.599793944510175,1.599793944510175,1.576664955633887,1.635821031257171,1.5794082187483518,1.5794082187483518
2015-11-10,1.5409314131402119,1.6057831122267523,1.5952782315541543,1.5952782315541543,1.5952782315541543,1.5952782315541543,1.5722145285073863,1.6312036252156443,1.5749500482566319,1.5749500482566319
2015-11-11,1.5389487427681836,1.603716999112719,1.593225634755963,1.593225634755963,1.593225634755963,1.593225634755963,1.5701916070862494,1.6291048042876775,1.5729236071240318,1.5729236071240318
2015-11-12,1.523087379791959,1.587188094200452,1.5768048603704339,1.5768048603704339,1.5768048603704339,1.5768048603704339,1.5540082357171565,1.6123142368639447,1.5567120780632329,1.5567120780632329
2015-11-13,1.5084156190389513,1.5718988571566046,1.5616156440638194,1.5616156440638194,1.5616156440638194,1.5616156440638194,1.5390386172007455,1.5967829619969918,1.5417164136819936,1.5417164136819936
2015-11-16,1.5171393686758747,1.5809897548583514,1.5706470699758603,1.5706470699758603,1.5706470699758603,1.5706470699758603,1.5479394714537467,1.6060177740800448,1.550632754665433,1.550632754665433
2015-11-17,1.511587891634196,1.575204638139058,1.5648997989409252,1.5648997989409252,1.5648997989409252,1.5648997989409252,1.542275291474564,1.6001410754817382,1.5449587194941534,1.5449587194941534
2015-11-18,1.4985022671788106,1.5615682915864373,1.5513526600728635,1.5513526600728635,1.5513526600728635,1.5513526600728635,1.5289240100950623,1.5862888573571585,1.531584208018994,1.531584208018994
2015-11-19,1.5211047094199306,1.584884212789255,1.5745160507327067,1.5745160507327067,1.5747522635722424,1.5745160507327067,1.5517525164988755,1.6099738836235875,1.5544524340850934,1.5544524340850934
2015-11-20,1.5167428346014689,1.5817028758657732,1.571355525813353,1.571355525813353,1.570236550616222,1.571355525813353,1.5486376848051735,1.6067421842221534,1.5513321828487914,1.5513321828487914
2015-11-23,1.5092086871877621,1.5759666680809872,1.565656843755319,1.565656843755319,1.5624366827830956,1.565656843755319,1.543021391328733,1.60091516881622,1.5457061174987015,1.5457061174987015
